diff_avg_pts_home,diff_avg_pts_away,diff_avg_ast_home,diff_avg_ast_away,diff_avg_fg3_pct_home,diff_avg_fg3_pct_away,diff_avg_fg_pct_home,diff_avg_fg_pct_away,diff_avg_ft_pct_home,diff_avg_ft_pct_away,diff_avg_reb_home,diff_avg_reb_away,game_id,game_date_est
4.1666666666667,12.6666666666667,-3.5,4,-0.089666666666667,0.018833333333333,-0.042666666666667,0.088833333333333,0.0065,-0.027833333333333,-1.5,11.1666666666667,21100054,2011-12-31
0,-4.3333333333333,2.6666666666667,-5.6666666666666,0.036333333333334,0.024666666666667,0.022,-0.016666666666667,0.040333333333333,-0.041,-2,-2.3333333333334,21100055,2011-12-31
-1.8333333333333,-17.166666666667,2.3333333333333,-5.1666666666667,-0.022666666666667,-0.118833333333333,0.038833333333333,-0.0725,-0.096833333333333,-0.062666666666667,-1.8333333333333,-6,21100056,2011-12-31
-7.0000000000003,-5.3333333333333,-1,-0.6666666666667,-0.145666666666667,-0.079,-0.052666666666667,-0.059333333333334,-0.165333333333333,-0.041,6,8.3333333333334,21100057,2012-01-01
-1,-2.3333333333333,0,-3,0.063666666666666,-0.097333333333333,0.007666666666667,-0.043,0.003,-0.129333333333333,2,2.6666666666667,21100058,2012-01-01
13.666666666667,5,-1,1.6666666666667,0.145,0.023,0.075666666666667,0.054666666666666,-0.075333333333334,-0.02,-2,-6,21100059,2012-01-01
6.0833333333333,7,0.0833333333333,6.0833333333333,0.047916666666667,0.015,-0.0005,0.077083333333333,0.066083333333333,-0.064916666666667,1.25,-3.0833333333333,21100060,2012-01-01
1,-0.333333333333,2.6666666666666,-0.6666666666667,-0.121666666666667,-0.063,-0.036,-0.01,-0.044666666666667,-0.047666666666667,6.3333333333334,5,21100061,2012-01-01
-1.6666666666667,13.333333333333,0.6666666666666,5.6666666666666,0.259,0.012333333333333,0.017,0.06,-0.069,0.050333333333334,-6.3333333333334,5.6666666666666,21100062,2012-01-01
6.5,18.25,3,1,-0.1065,0.14875,0.016,0.0805,0.09375,-0.01375,1.5,-1.75,21100063,2012-01-01
11.4166666666667,12.6666666666667,-0.4166666666667,4.75,0.10375,-0.003333333333333,0.04125,0.033583333333333,-0.164666666666667,0.03225,-5.75,-0.9166666666667,21100064,2012-01-01
1.666666666667,7.3333333333333,3.5,6.6666666666667,0.1495,0.111333333333333,0.078666666666667,0.025333333333333,-0.027333333333333,0.047833333333333,-11,-2.1666666666667,21100065,2012-01-01
-2,2.5,-1.4166666666667,-1.75,-0.041083333333333,-0.070416666666667,-0.02775,-0.001083333333333,0.169,0.122,2.8333333333333,2.75,21100066,2012-01-02
5.25,4,0.75,0.5,0.10925,0.05925,0.0395,0.0445,0.124,0.03075,-4.5,-6.25,21100067,2012-01-02
-2.3,3.8,-1.65,1.85,-0.0676,0.04005,0.00745,0.0274,-0.07385,0.01985,-11.25,3.1,21100068,2012-01-02
-1.1666666666667,-2.6666666666667,-1.4166666666667,-5.8333333333333,0.047666666666667,-0.146916666666667,-0.009583333333333,-0.073166666666667,-0.018333333333333,-0.042083333333333,8.75,-3.9166666666667,21100069,2012-01-02
17.25,6.25,5,3.25,0.166,-0.06275,0.10625,0.0295,-0.0775,-0.08675,5.75,-5.75,21100070,2012-01-02
-1.75,-3,0.75,-2.25,0.063,0.02075,-0.0045,0.01075,0.15775,0.0995,0.75,-3.5,21100071,2012-01-02
-5.25,9.5,-3.75,5,-0.17625,0.0565,-0.04625,0.029,-0.0805,0.0555,4,2.75,21100072,2012-01-02
-2.75,-4,-1.25,0.5,0.09025,0.0175,-0.0205,0.02625,-0.03875,-0.042,-0.75,0,21100073,2012-01-02
3.7333333333333,8.8666666666667,-3.0666666666667,2.2,-0.004133333333333,-0.098466666666667,0.011266666666667,0.054,0.078,-0.040333333333333,-3.8,-3.4666666666667,21100074,2012-01-02
16,5.75,5,0.75,0.149,0.02675,0.08375,0.00325,-0.06675,0.05,-3.25,-5.5,21100075,2012-01-02
-4.5,0.25,-6.25,2.25,-0.00625,0.06325,-0.03825,0.0455,-0.067,0.0245,-8.5,2,21100076,2012-01-03
7.9,0.05,1.05,1.95,0.0525,-0.093,0.03735,-0.00105,-0.0899,0.00395,0.2,2.65,21100077,2012-01-03
4.35,-10.15,3.75,-4.9,-0.14855,0.10815,0.0346,-0.04205,0.02225,0.0072,2.15,-7.2,21100078,2012-01-03
-1.8,4.6,-3.5,0.75,-0.04035,0.057,0.0247,-0.01145,0.01885,0.05305,-2.9,-1.45,21100079,2012-01-03
5.85,0.55,-2.95,1.15,0.16805,-0.10765,0.0248,0.0365,-0.0066,0.0196,-6.2,-0.3,21100080,2012-01-03
-7.05,-4.65,-2.05,1.15,0.01915,-0.07105,-0.0497,-0.04515,0.00325,0.01025,2,0.6,21100081,2012-01-03
-5.8,-3.4,-0.8,1.4,-0.062,0.0554,-0.0124,-0.006,0.0206,0.0644,-2.4,-2.2,21100082,2012-01-04
-1,1.4,-0.2,3.4,0.0612,0.0136,0.016,0.0194,-0.0344,-0.018,-4.4,-3,21100083,2012-01-04
6.6,-3.2,2.2,-1.6,0.0454,-0.068,0.0626,0.01,0.1398,-0.0028,0.4,-4.8,21100084,2012-01-04
-10.8,-5.4,-7.2,-1.35,-0.03475,-0.0046,-0.0548,-0.02545,-0.04195,0.04935,-2.55,-3.3,21100085,2012-01-04
13.6,8,5,2.8,0.1078,-0.0098,0.1036,0.053,-0.0416,-0.0716,-2.8,-5.6,21100086,2012-01-04
-3.4,-3.2,0.8,-0.4,0.0584,0.0426,0.021,0.0174,0.1262,0.0906,-2.8,-7.6,21100087,2012-01-04
-2.95,-17.8,-1.2,-3.95,-0.0309,-0.19455,-0.0047,-0.0551,0.04505,-0.0054,0.9,-0.15,21100088,2012-01-04
-3.2,9.4,-0.6,5,0.1206,-0.0192,-0.004,0.0334,0.018,0.0202,-1.2,1.2,21100089,2012-01-04
8.2,0.6,-1,-1.6,0.084,0.0278,0.0574,-0.0174,-0.0542,0.0458,-5,-3.2,21100090,2012-01-04
12,-3.35,1.75,-4.95,0.16795,-0.09685,0.06775,-0.04345,0.1037,0.08165,-3,-2.1,21100091,2012-01-04
2,-2,5.4,0.6,-0.0776,-0.0152,0.0382,-0.0106,0.1014,-0.0292,2.2,-8,21100092,2012-01-04
-2,6.1333333333333,3.2,2,0.097133333333333,0.0782,0.001066666666667,0.016333333333333,-0.000933333333333,0.057666666666667,-6.8666666666667,0.7333333333333,21100093,2012-01-04
-13.2,-6.6,-3.2,-1.8,-0.0836,0.073,-0.0724,-0.0088,0.0112,0.0118,-3.2,1.6,21100094,2012-01-05
6.2,1.8,1.8,-1.6,0.163,-0.0462,0.049,-0.014,0.055,-0.0288,-1.6,-1.4,21100095,2012-01-05
7.4,10.2,-5.6,2.2,0.0994,-0.0394,0.0104,0.0482,-0.0348,0.0214,-2.6,1.4,21100096,2012-01-05
2.2,8.8,1.2,-2.8,0.0104,0.0656,-0.0192,0.0494,0.0012,0.0404,-2.2,3,21100097,2012-01-05
-3.4,0.6,-2.2,1.2,-0.0312,0.0056,-0.0112,-0.0208,0.0536,0.1088,-2.2,2.2,21100098,2012-01-06
2.2,11.6,-1.2,-0.2,-0.0502,0.0112,-0.0516,0.009,-0.06,-0.0402,7.6,8.4,21100099,2012-01-06
2.8,-9.4,5.2,-3.4,-0.0078,-0.0494,0.022,-0.025,0.042,-0.044,2.8,1.4,21100100,2012-01-06
10.2,6.6,1.8,2,0.1158,0.007,0.06,0.0222,-0.0066,0.0458,0.2,-3.6,21100101,2012-01-06
-4.6,-8.2,1.4,0.2,0.0014,-0.0726,0.0256,0.0158,0.0404,-0.0048,-5,-3,21100102,2012-01-06
1,-4.4,2.6,-4.4,0.0304,-0.0018,0.0222,-0.028,-0.0222,0.0106,0,-2.8,21100103,2012-01-06
-9,-1.6,-6.2,3.4,0.078,0.053,-0.0706,0.0416,-0.0082,0.023,-3.8,7,21100104,2012-01-06
-7.8,7.4,-5,0.6,-0.0052,0.0354,-0.0398,-0.017,0.0576,0.0768,-1.2,2.6,21100105,2012-01-06
-0.4,2,-2,1.8,-0.0454,-0.0146,0.0034,0.0094,0.0164,-0.0252,6,-1,21100106,2012-01-06
-1.8,2,4.2,3.2,0.1574,-0.0664,0.0134,0.0396,0.023,-0.0298,-5.4,1.4,21100107,2012-01-06
-7.4,1,-1,5,0.0066,0.135,-0.0482,0.0262,0.0234,-0.0286,6.4,-0.2,21100108,2012-01-06
6.4,-1.2,1,-1.4,-0.0564,-0.1728,0.0398,-0.0482,0.0718,0.1178,0.2,-0.4,21100109,2012-01-06
4.2,5.6,2.2,-2.2,0.0304,-0.0124,-0.0028,0.0038,-0.021,-0.065,3.6,2.2,21100110,2012-01-07
-9.8,-10.8,-4.6,-6.8,-0.0984,-0.0096,-0.0532,-0.0408,0.0656,0.0166,3,-1.4,21100111,2012-01-07
-15.6,-7.4,-4,-1.4,-0.0388,0.0824,-0.032,0.0044,-0.0708,0.0604,-6.2,-4.4,21100112,2012-01-07
-4.4,-16,4.2,-1.4,-0.0528,-0.1418,0.0322,-0.0078,0.1556,-0.0322,-1.8,-4.8,21100113,2012-01-07
-2,7.4,-0.2,1.8,-0.0726,-0.0988,-0.0152,0.0498,0.04,-0.0774,5,2.4,21100114,2012-01-07
5.8,-4.8,3.4,0.2,-0.039,0.021,0.0168,0.0172,-0.0598,-0.049,1.8,-3.6,21100115,2012-01-07
5.8,-1.6,-1.4,-3.6,0.2812,0.0114,0.0098,-0.0068,-0.0696,0.0214,-2.4,3.6,21100116,2012-01-07
8,-9,3.8,-7.2,0.0462,0.0478,0.014,-0.0464,-0.081,-0.0084,3.6,-2.2,21100117,2012-01-07
10.7,8.25,4.6,1.45,0.1731,0.03675,0.08225,0.0458,-0.00555,0.07615,-13.55,-2.7,21100118,2012-01-07
-1.6,5,1.8,4.8,0.001,0.165,-0.0336,0.0562,-0.01,-0.169,5,-4.8,21100119,2012-01-07
1.6,-3.6,6,-3,-0.0126,-0.0162,0.0156,-0.0216,0.029,0.0008,-0.8,2.6,21100120,2012-01-08
11.6,3.4,-0.4,-0.8,-0.0808,-0.123,0.0218,-0.01,0.0098,-0.014,8.4,2.2,21100121,2012-01-08
-4.2,2.2,-1,-0.6,-0.1922,0.0114,-0.0134,-0.0116,0.127,0.0542,-0.6,2.4,21100122,2012-01-08
2.8,4.2,1.4,0.8,0.0884,-0.0196,-0.0236,0.0286,0.087,0.0192,2,1.2,21100123,2012-01-08
3.2,3.4,1,0.6,-0.0388,-0.1214,0.0264,0.0192,0.1182,0.0404,-1.8,-2,21100124,2012-01-08
-1.4,7.2,3.6,5,0.0046,-0.0698,-0.0198,0.0472,0.1114,-0.0886,-0.2,-0.4,21100125,2012-01-08
2.2,-7.4,3.6,-1,-0.0336,-0.0326,0.0132,-0.0484,0.0662,-0.0052,-5,2.8,21100126,2012-01-09
-2.8,-0.2,1,3.8,-0.0634,-0.1816,-0.0222,0.027,-0.044,-0.061,3.8,1.2,21100127,2012-01-09
-5.2,-5.6,-2,-1.6,-0.0272,0.0118,-0.0146,0.0102,-0.0816,0.033,-1.8,-6.4,21100128,2012-01-09
-17.2,7.2,-6.4,2.8,-0.0778,0.0212,-0.1008,0.0412,-0.0478,0.0658,-0.2,0.8,21100129,2012-01-09
2.2,-2.6,0.6,-0.2,0.0626,0.079,-0.0078,-0.0256,0.0648,-0.0426,-1.6,3.8,21100130,2012-01-09
8.4,4.8,4.4,-2,-0.0594,-0.0126,0.049,-0.0156,-0.0122,-0.027,5.4,-4.6,21100131,2012-01-09
-11.6,-6.8,0.8,0.6,0.0266,-0.0132,-0.0552,-0.012,-0.0272,0.0102,-0.4,1.6,21100132,2012-01-10
0.2,10,2.2,1.8,0.074,0,-0.0002,0.079,-0.0976,0.0014,1.8,0,21100133,2012-01-10
-2.6,4.2,-5.2,2.8,-0.0852,0.0692,-0.0368,-0.0064,-0.0896,0.0208,1.6,6.2,21100134,2012-01-10
-9.2,2.2,-2.8,6.8,-0.1618,-0.026,0.0084,0.0412,0.0438,-0.0146,-3.4,-2.8,21100135,2012-01-10
-9.8,-7.4,-1.2,0.4,-0.2328,-0.1208,-0.0414,-0.0414,-0.0084,-0.0136,3.6,1,21100136,2012-01-10
-3.6,-12.2,-2.2,-1.6,-0.0366,-0.129,0.0008,-0.0396,-0.1758,-0.0474,7.2,-2.2,21100137,2012-01-10
1,6.4,-4.2,-2.8,-0.0256,-0.0206,-0.0028,-0.0096,-0.1386,0.064,5.2,-1.2,21100138,2012-01-10
-5.2,-2.2,-1.6,0.2,-0.023,-0.0998,0.0238,0.0068,0.0264,-0.0064,1.4,-0.2,21100139,2012-01-10
-5,-5,-2.2,-2.2,-0.0602,-0.174,-0.0644,-0.0218,0.0604,-0.0178,4.8,5.4,21100140,2012-01-10
-3.4,2,-2.2,0,-0.0904,-0.0786,-0.0036,0.0184,-0.0362,-0.0218,0.8,0.8,21100141,2012-01-10
-14.4,-3.8,-3,3,-0.0332,0.034,-0.0224,0.0402,-0.0422,-0.1298,1.6,-3.8,21100142,2012-01-10
-14.2,-13.4,-3,-0.8,0.0238,-0.021,-0.0728,-0.0662,0.003,0.0396,-5.8,5.2,21100143,2012-01-11
-2,-10.2,-5.4,-7,-0.1168,0.0626,0.0162,-0.0488,-0.0158,0.0418,-0.2,-1,21100144,2012-01-11
-6.4,18,-5.8,5.6,-0.0028,0.2366,-0.063,0.0802,-0.0618,0.0826,-4.4,2.6,21100145,2012-01-11
-5.6,0,-0.8,0.8,-0.05,0.0454,0.0218,-0.001,0.0312,0.0168,-1.4,-2,21100146,2012-01-11
0.6,4.4,-1.2,5.2,-0.0278,0.1718,0.005,0.0522,0.2388,-0.049,-9.6,-2,21100147,2012-01-11
-9.6,-5.8,-1,4,0.0104,-0.0028,-0.0248,0.0324,-0.0246,0.0014,-4.6,-6.4,21100148,2012-01-11
6,4,2.8,1.2,0.1878,0.0324,0.0086,0.0478,-0.0372,-0.102,-1.4,-2.6,21100149,2012-01-11
6.4,-1.2,2.4,-1.8,0.0064,-0.0738,0.0618,-0.0116,0.0068,0.0144,0.2,-2.8,21100150,2012-01-11
-5.6,-1.8,-3.8,-2,0.0002,-0.0044,0.0112,-0.0322,-0.0322,0.082,-7.6,4.6,21100151,2012-01-11
6.2,-1.8,2.6,-4,0.004,-0.1818,-0.0166,-0.0162,0.0912,-0.018,-1.2,4.4,21100152,2012-01-11
-2.4,-6.4,0.4,0.2,-0.003,0.0102,0.0836,-0.0062,-0.1006,0.043,-11,-4,21100153,2012-01-11
9,7.2,7.4,1.6,0.2348,-0.0282,0.031,0.0226,0.0464,-0.0112,-2.8,-2.8,21100154,2012-01-12
11.6,2.4,4.8,-1,0.0578,0.027,0.0566,-0.018,-0.0172,-0.0706,2.4,-1.4,21100155,2012-01-12
3.2,-6.6,1.8,-4.8,0.0078,-0.0738,0.0492,-0.0334,-0.0662,-0.0296,1.6,-1.4,21100156,2012-01-12
1,-5.2,3.2,3.2,0.0056,-0.005,0.003,0.0224,0.0516,-0.1164,6,-6.6,21100157,2012-01-12
4.4,-0.2,3,-0.6,0.0678,-0.0856,-0.028,0.0096,0.0142,-0.0524,5.6,-1,21100158,2012-01-12
-4,1,-1,2.2,-0.077,-0.0978,-0.0286,-0.0012,-0.0324,0.0284,0.6,0.6,21100159,2012-01-13
8.8,-6.8,1.6,-2.4,-0.0362,-0.1232,0.0468,-0.025,0.1628,-0.0932,-0.8,-2.8,21100160,2012-01-13
2.2,-1.6,-0.4,-0.6,-0.134,0.0212,-0.009,-0.0458,-0.0606,-0.0766,8.4,6.4,21100161,2012-01-13
-5.6,-0.2,0.2,-1.6,-0.0362,-0.0594,-0.0014,0.0108,-0.079,-0.0594,-0.6,-2.2,21100162,2012-01-13
0.2,-2.4,4.4,2.4,0.0496,-0.0096,0.0394,0.031,0.0648,0.0156,-4.4,-6.2,21100163,2012-01-13
-4.2,-2.4,-0.2,-0.4,0.0386,0.0226,-0.0382,0.0268,0.0332,0.0374,-8.2,4.2,21100164,2012-01-13
-10.8,-8.8,-1.8,-4.4,0.0194,-0.0652,-0.0546,-0.03,-0.1142,-0.0226,-0.2,5.8,21100165,2012-01-13
2.6,5.4,3.4,2.6,0.0948,0.0962,0.019,0.0342,-0.085,0.0306,1.2,-0.4,21100166,2012-01-13
2,-9.2,0.4,-4.6,-0.0948,-0.1084,0.008,-0.056,0.0176,-0.0548,4.4,3.4,21100167,2012-01-13
0,2,3.4,4,0.114,0.1254,0.1126,0.0508,-0.037,0.0286,-7.4,-12,21100168,2012-01-13
0,-3.6,1.6,0.8,-0.0204,-0.087,-0.0056,0.042,-0.017,-0.0542,6,-5.8,21100169,2012-01-13
-10.2,4.4,-2.4,3.6,0.0076,0.0898,-0.0468,0.0238,-0.1362,0.0838,-0.2,2.4,21100170,2012-01-14
-10.6,-14.2,-4.2,-1.4,-0.2314,0.0026,-0.0306,-0.0576,0.0116,0.1206,0.8,5,21100171,2012-01-14
15.4,-1.8,10.4,4,0.2224,-0.044,0.088,0.0184,0.1134,-0.0064,-0.2,-5.2,21100172,2012-01-14
5.6,0.4,-3,-2,-0.0858,0.045,0.0188,-0.039,-0.0016,0.0396,2.8,1.2,21100173,2012-01-14
-2,1,2.6,3,0.1484,0.1256,-0.0014,0.049,0.0856,-0.0368,-3,1,21100174,2012-01-14
5.8,-2.6,-1,-1.8,0.0526,-0.0942,0.0316,-0.0298,-0.081,-0.0184,5.8,2.6,21100175,2012-01-14
-6,3.2,-2,-1,-0.0328,-0.0204,-0.0354,0.0016,-0.0278,0.1542,3.2,4.8,21100176,2012-01-14
9.2,6.4,4,-1.6,-0.0028,0.0574,0.055,0.03,0.0898,-0.0214,-4,-2.2,21100177,2012-01-14
-8.8,-11.6,-0.8,-1.4,0.1562,-0.0084,-0.0266,-0.0036,-0.0356,-0.0072,-12.2,1,21100178,2012-01-14
-7.2,-17.6,-4.8,-7.2,-0.1392,-0.2124,0.0028,-0.091,-0.0598,0.0014,3.8,6.8,21100179,2012-01-14
6.4,2.4,-3,-1.6,0.0392,0.011,0.0238,-0.0086,-0.0238,0.06,-8.8,3.4,21100180,2012-01-14
-15,-7.8,-3.4,1.4,-0.0652,0.0914,-0.0266,0.0138,0.037,0.1478,-7.2,-1.4,21100181,2012-01-15
8.4,12.8,3.8,6.6,0.1562,0.177,0.0308,0.0854,0.0184,-0.0308,-5.6,-5,21100182,2012-01-15
6.4,6,0.6,3.2,0.0918,0.028,0.0122,0.0598,-0.0036,0.0136,0,-0.2,21100183,2012-01-15
-8.4,-13.2,-4.8,-4.2,-0.0296,-0.1164,-0.0562,-0.0542,-0.0298,0.136,3.4,0,21100184,2012-01-16
11,10.8,0,0.8,0.097,-0.0344,0.0554,0.018,-0.0478,0.1268,-0.2,-3.4,21100185,2012-01-16
-1.6,-1.8,-3,-4.2,-0.0744,-0.053,-0.0104,-0.0362,-0.0998,-0.0674,9.8,1.8,21100186,2012-01-16
-4.6,-8.4,-1.2,0.6,0.0666,0.0306,0.0164,-0.0114,-0.2128,-0.0572,0.4,-4.6,21100187,2012-01-16
-4,-5.2,-3,2.4,-0.0686,-0.0118,-0.0406,0.0072,0.0434,0.0638,4.6,-0.2,21100188,2012-01-16
12.4,6.8,7.8,5,0.212,0.0198,0.0334,0.063,0.1392,0.0942,1.2,-5.2,21100189,2012-01-16
-12.6,-2.8,-4,-1.2,-0.0134,0.1064,-0.044,0,-0.1218,0.1174,-1.8,-0.6,21100190,2012-01-16
-2.6,-14.2,-6.2,-6,-0.0856,-0.0812,-0.0142,-0.0736,-0.0624,-0.0514,-0.8,6.4,21100191,2012-01-16
-12.6,-12.6,-1.8,0.2,0.0488,-0.0284,-0.0414,-0.0216,-0.021,-0.0844,-1.2,0.2,21100192,2012-01-16
-12,6.6,-4,2.4,-0.0498,0.1092,-0.084,0.045,-0.0266,0.0162,-5.6,-0.4,21100193,2012-01-16
1.4,6.8,4.6,2.8,-0.1268,0.033,-0.01,0.0128,-0.0228,-0.0288,6.6,-0.6,21100194,2012-01-16
3.6,12.8,-2.6,3,0.0588,0.1892,0.0274,0.0546,0.0446,-0.1308,-4.6,-0.4,21100195,2012-01-17
-3.6,-6.4,2.2,-2.2,-0.1016,0.0182,0.026,-0.0378,-0.0954,-0.0006,-1.6,0.8,21100196,2012-01-17
1.2,9.6,-2.4,-0.6,-0.0396,-0.0142,-0.08,-0.0006,-0.0252,-0.0012,2,7.4,21100197,2012-01-17
-13.4,-13,-7.2,-3.2,0.0058,-0.0608,-0.0734,-0.0302,-0.0964,-0.0748,3,5.2,21100198,2012-01-17
-5,-17.8,-0.4,-5.4,0.0534,-0.1868,-0.0044,-0.0556,0.089,0.0288,-0.2,0.6,21100199,2012-01-17
7,5.4,-1.8,-2.6,-0.0642,-0.0924,-0.0158,-0.051,-0.082,0.0474,13.4,6.4,21100200,2012-01-17
-1,5.2,2,0.6,-0.0054,-0.0128,0.0164,0.0278,0.0438,0.046,0,-0.6,21100201,2012-01-17
-2.2,-17.2,-2.6,-10,-0.0202,-0.2374,0.0016,-0.0642,-0.044,-0.0482,6.4,0.4,21100202,2012-01-18
1.4,-6.4,0.4,2.2,0.0092,-0.1016,0.0084,-0.0306,-0.1278,0,4.2,-1.2,21100203,2012-01-18
-5.8,9.8,-5.8,2.2,-0.1268,0.1448,-0.034,0.0352,0.0404,-0.0918,-2.4,1.8,21100204,2012-01-18
-4.2,5.2,-2,1,0.0794,0.1076,-0.0378,0.0268,0.1568,0.0954,-0.2,0.6,21100205,2012-01-18
3.4,-2.2,6,1.6,0.0448,0.1102,0.0588,0.0126,-0.0184,0.0182,-1.4,-10.8,21100206,2012-01-18
-9,-7.8,-10.6,-1.6,-0.0228,-0.0786,-0.0698,-0.039,0.0074,0.0324,0.8,3,21100207,2012-01-18
0.4,-6,3.4,-1,0.115,-0.0798,-0.0162,-0.0228,-0.0154,0.1178,3,-2,21100208,2012-01-18
-11.6,1.8,-2.2,2.6,-0.1744,0.0946,-0.0554,0.03,0.036,-0.0082,-3.6,0.2,21100209,2012-01-18
2.4,-1.6,-1.4,-4.4,-0.0772,-0.0736,-0.0304,-0.0628,-0.085,-0.0438,8.4,3.2,21100210,2012-01-18
5.2,-1.4,5,-0.2,0.0674,-0.1362,0.0154,-0.0012,-0.0016,0.0246,3.8,-0.6,21100211,2012-01-18
13.2,10.8,2,2.4,0.0152,0.085,0.0074,0.0224,-0.0042,-0.0376,2.6,-0.6,21100212,2012-01-18
15,13.8,0.8,1.2,0.1588,-0.0064,0.0266,0.053,-0.0164,-0.0386,-3,0.6,21100213,2012-01-19
15.4,5,1,-0.4,0.0872,-0.0818,0.0264,-0.017,0.0494,0.0834,5.8,1.2,21100214,2012-01-19
12.2,17.8,2,2.8,-0.002,0.0456,0.0328,0.07,0.0404,0.0434,-2,-2.6,21100215,2012-01-19
-6.4,-10.8,-0.4,-7.4,0.0152,-0.0592,-0.0168,-0.056,-0.1016,0.0328,-2.2,2.4,21100216,2012-01-20
1.6,6.4,-2.2,-2,0,0.04,0.0056,0.0342,-0.053,-0.0768,-0.8,0.8,21100217,2012-01-20
-7.2,-13.2,-6,-7.8,-0.0542,-0.1488,-0.0412,-0.0534,-0.0686,0.0748,8.4,0.4,21100218,2012-01-20
-11.2,-11.8,-6.8,-3.4,0.027,-0.143,-0.0528,-0.0446,0.0748,0.0366,-0.6,2.8,21100219,2012-01-20
-7,-2.4,-7,-3.2,-0.1402,0.0334,-0.0478,-0.0342,-0.0806,-0.012,6,2.2,21100220,2012-01-20
-4.4,-1.2,0.4,2.4,-0.0744,0.0656,-0.0308,0.0186,0.1406,-0.0752,-4,-1.2,21100221,2012-01-20
7,21.2,0.6,5.4,-0.028,0.0642,0.029,0.0288,0.017,0.062,-6,0.8,21100222,2012-01-20
5.6,13.4,-2.4,3.6,-0.0158,0.0642,0.0184,0.0954,0.038,-0.1606,-2.8,-3.2,21100223,2012-01-20
4.2,6.2,1.4,5,-0.0056,0.0746,0.057,0.0422,-0.0512,-0.0708,-3.2,-4.4,21100224,2012-01-20
6.4,-3.6,2.8,2.4,0.0444,0.0086,0.0242,-0.0298,-0.0406,-0.048,4.4,0.2,21100225,2012-01-20
8.6,17,3.8,7.8,0.093,0.0848,0.057,0.077,0.027,-0.036,-5,-5.2,21100226,2012-01-20
5.6,-18.6,2.2,-3.2,-0.0164,-0.2212,0.0196,-0.0374,0.0974,0.0524,6.8,-9.2,21100227,2012-01-21
-10.2,-12.6,-6.8,-4.6,-0.0378,0.0006,-0.0342,-0.0338,0.0132,0.0438,1.4,-2,21100228,2012-01-21
8.6,5.2,0,-1.2,0.0802,0.0174,0.0236,-0.0076,0.0072,-0.0442,-4.4,3,21100229,2012-01-21
-3.2,1,-1.2,-0.2,0.0486,0.0998,0.0044,0.0732,0.0224,0.0022,-8.2,-4.6,21100230,2012-01-21
12.8,4.8,10,7.2,0.0862,0.1228,0.0852,0.0216,0.01,-0.088,-1.6,-11.2,21100231,2012-01-21
-8.6,-4.2,-1,-3.8,0.0928,0.0754,-0.025,0.0006,-0.0132,-0.0584,0.8,5.4,21100232,2012-01-21
-1.4,9.6,-0.4,4,0.091,0.2092,0.0638,0.0646,-0.0504,0.1016,-8.8,-8,21100233,2012-01-21
-2.8,12.4,-2,2.4,-0.0214,0.097,-0.0098,0.05,0.023,0.0478,-3.8,0.6,21100234,2012-01-21
2.6,6.2,-2.8,0.2,0.013,0.0146,-0.0106,-0.005,0.0578,0.1726,2.2,1.4,21100235,2012-01-21
5.2,2.6,3.2,3.4,-0.0358,0.008,0.0162,0.0286,0.0606,0.034,0,-1.4,21100236,2012-01-21
18.8,19.2,3,3.2,0.0024,0.0142,0.0436,0.0446,-0.0986,-0.0312,3.2,-1.8,21100237,2012-01-22
12,8.8,-0.2,5.2,0.0956,0.055,0.0194,0.0202,0.006,0.0276,4.8,-3.6,21100238,2012-01-22
2.8,0.2,1.8,-2.8,0.0026,0.0754,-0.0034,-0.0098,0.094,-0.0098,6.2,-5.4,21100239,2012-01-22
12.8,2.8,2.8,0,0.0752,0.0236,0.064,0.0034,-0.0868,-0.0884,1.6,-1.2,21100240,2012-01-22
-0.8,-4.2,2.8,2.6,0.032,-0.0332,0.0206,-0.0182,-0.0532,-0.013,-0.6,-1.4,21100241,2012-01-22
-1.6,-13.2,2.6,-1.2,0.0454,0.0104,0.013,-0.0288,0.0008,-0.0524,4.2,-2.4,21100242,2012-01-23
-5.4,-8.2,-0.4,-4.2,0.0026,-0.0056,-0.0036,-0.025,0.1152,0.147,-2.2,-0.2,21100243,2012-01-23
-3.8,-1.2,0.4,-0.8,0.0886,-0.0142,0.0046,0.012,-0.1504,0.0252,-3.6,7.6,21100244,2012-01-23
-6,4,-6,-1.4,-0.0212,0.0094,-0.0352,-0.0152,-0.003,-0.0112,-2.2,4,21100245,2012-01-23
-10.6,-3.4,-3.4,1,-0.0372,0.0298,-0.0464,0.0056,-0.0078,0.09,-2,1.4,21100246,2012-01-23
0,3.4,1,-3.8,-0.1224,-0.0484,-0.0372,-0.0264,0.0288,0.0486,7.2,6.6,21100247,2012-01-23
-2.8,-5.6,1,-1.8,0.069,0.0206,-0.0198,0.0156,-0.0676,-0.106,-0.8,-4.4,21100248,2012-01-23
-9.4,-14.4,-5.8,-2,-0.1074,-0.2,-0.061,-0.077,-0.05,-0.0472,5,5.4,21100249,2012-01-23
-10,9.2,-3.6,5,-0.0496,0.0862,-0.0064,0.0204,0.0302,0.0436,-6.2,-1.4,21100250,2012-01-23
-2,5.4,-0.8,3.6,-0.0128,0.028,-0.031,-0.0122,0.074,-0.0566,0.8,3.4,21100251,2012-01-23
