home_w,home_l,away_w,away_l,top_players,eff,HG_7days,AG_7days,G_7days,back2back,missing_players,home_elo,month,Home_Last_10_Avg_PTS_home,Home_Last_10_Avg_FG_PCT_home,Home_Last_10_Avg_FT_PCT_home,Home_Last_10_Avg_FG3_PCT_home,Home_Last_10_Avg_AST_home,Home_Last_10_Avg_REB_home,Home_Last_10_Avg_PTS_away,Home_Last_10_Avg_FG_PCT_away,Home_Last_10_Avg_FT_PCT_away,Home_Last_10_Avg_REB_away,Home_Last_10_Avg_FG3_PCT_away,Home_Last_10_Avg_AST_away,home_team_wins
8,5,5,14,1,697.125,2,1,3,0,1,1522.95174,1,103.6,0.4666,0.8001,0.4677,22.7,43.6,99.5,0.4667,0.8054,38.7,0.3459,21.3,1
12,3,6,10,2,779.3,2,1,3,0,0,1670.785247,1,118.4,0.489,0.774,0.3403,26.8,43.9,115.3,0.4779,0.7607,43.3,0.408,21.1,1
12,6,7,8,1,638.6363636,2,1,3,0,0,1595.867817,1,93.7,0.4427,0.7319,0.2794,17,42.6,90.8,0.4478,0.7652,35.5,0.4231,16.9,1
9,10,4,8,3,821.875,1,1,2,0,0,1567.53542,1,94.4,0.4476,0.7897,0.2902,22.8,39.8,94.9,0.4481,0.7709,41.5,0.3462,22.4,1
6,9,2,16,1,739.375,2,1,3,0,0,1541.912785,1,111.1,0.4912,0.7601,0.4256,24.1,41,107.2,0.4738,0.8178,39.7,0.4062,23,0
9,5,6,10,1,1092.857143,2,2,4,0,0,1579.980495,1,98,0.4939,0.7451,0.345,24.4,41.5,97.8,0.4603,0.7528,37.4,0.329,20.3,1
9,4,7,12,1,771,1,2,3,0,0,1626.279301,1,110.7,0.4919,0.7151,0.3553,27.4,44.5,105.9,0.4718,0.7523,40.4,0.3191,22.5,0
11,3,9,9,0,691.875,3,0,3,0,0,1693.628341,1,93.5,0.4231,0.7594,0.3537,17.9,41,93.6,0.4586,0.7642,41.5,0.3629,20.2,1
12,3,11,5,3,927.4545455,1,3,4,0,1,1773.212157,1,107.1,0.4677,0.8375,0.3516,23.8,44.1,102.5,0.4525,0.7884,41.9,0.3573,19.7,1
14,4,7,7,1,640.9,1,2,3,1,0,1676.920083,1,109.5,0.4669,0.7559,0.3207,24.3,42.3,108.8,0.4765,0.7502,43,0.365,21.3,1
9,7,4,14,1,702.2222222,1,3,4,0,0,1549.253329,1,106.7,0.4918,0.7904,0.433,20.8,44.1,97.2,0.4541,0.751,36.1,0.3166,20.2,0
7,7,5,12,0,504.75,2,1,3,0,0,1503.263961,1,92.7,0.4538,0.7587,0.3917,19.4,42.8,92.6,0.4374,0.7454,40.6,0.4014,17.9,0
15,3,10,4,1,821.8181818,3,1,4,0,0,1772.053811,1,96.2,0.4453,0.7753,0.3495,19.3,40.6,90.4,0.4467,0.7826,39.7,0.3524,18.7,1
10,7,4,8,0,651.0909091,2,1,3,0,0,1626.489026,1,106.1,0.4661,0.7862,0.3396,23.6,41.9,101.7,0.4494,0.739,41.4,0.4079,20.9,0
13,2,9,7,1,931.75,1,1,2,0,0,1669.889391,1,98.2,0.4485,0.7566,0.2913,21.3,42.5,96.5,0.4544,0.7151,39.2,0.3675,21.4,1
8,4,5,14,1,764.4285714,2,1,3,0,0,1525.572266,1,102.2,0.462,0.8078,0.4318,21.6,43.5,98.6,0.4674,0.8011,38.4,0.3471,19.8,0
11,3,6,10,2,850.1111111,1,2,3,0,0,1667.654937,1,119.6,0.4895,0.8042,0.3364,26.2,43,113.9,0.4747,0.7701,43.1,0.3921,20.6,1
4,10,7,9,0,580.7,0,4,4,0,0,1521.594069,1,98.6,0.4596,0.7838,0.333,21.5,41.7,98.1,0.4502,0.7464,40.9,0.3664,19.7,0
8,8,5,9,0,478.625,1,2,3,0,2,1560.893446,1,100.8,0.4784,0.7609,0.3537,21.9,43,91.7,0.4341,0.7607,38.4,0.3764,20.9,0
5,9,2,16,1,739.375,2,1,3,0,0,1533.2755,1,105.5,0.4723,0.7805,0.3946,21.6,38.9,103.4,0.4798,0.8023,39.2,0.3921,21.7,1
8,5,6,10,1,832.1111111,1,3,4,0,0,1573.444686,1,97.2,0.4951,0.7318,0.3858,23.6,40.6,95.9,0.4649,0.7438,37.4,0.3081,20.5,1
10,3,9,9,0,691.875,2,1,3,0,1,1690.774572,1,94.1,0.4229,0.7565,0.349,18.3,40.2,94.7,0.4503,0.7804,43.6,0.3675,21.2,1
7,9,6,10,0,648.3333333,3,1,4,0,0,1474.254303,1,93.8,0.4558,0.8014,0.3606,19.9,39.3,89.8,0.4595,0.7671,37.2,0.3148,16.7,0
11,6,7,8,1,742.3333333,2,1,3,0,0,1591.102568,1,93.5,0.4406,0.7093,0.2661,16.9,43,92.5,0.4485,0.7822,36.3,0.4338,17.7,1
13,3,4,9,1,888.5555556,1,2,3,0,0,1636.695753,1,94.4,0.4683,0.6775,0.296,20.6,42.5,91.3,0.4209,0.7523,42.4,0.3482,18,1
7,6,5,12,0,544.1666667,1,3,4,0,1,1513.057267,1,91.5,0.4469,0.7501,0.385,19.3,41.2,93.2,0.4479,0.7536,40.4,0.4072,18.8,0
14,2,5,10,0,926.5,2,2,4,0,0,1661.994336,1,104.1,0.4648,0.7294,0.3147,24.1,46.7,96.2,0.4531,0.6794,41.4,0.37,20.8,0
14,3,10,4,1,820.3636364,3,1,4,0,0,1767.79809,1,96,0.4615,0.781,0.3511,20.1,38.7,91.7,0.4484,0.7942,39.8,0.3324,18.6,1
9,6,7,6,1,685.5,3,1,4,0,2,1627.185359,1,105.1,0.4522,0.7355,0.3109,22.4,43.9,101.8,0.4544,0.7483,43.6,0.2943,23.6,0
9,7,4,8,1,902.2222222,2,1,3,0,0,1622.303523,1,106.6,0.4671,0.7684,0.3246,23.8,41.8,100.9,0.4416,0.7525,41.4,0.4016,20.7,1
6,10,3,11,0,512.5,2,2,4,0,0,1495.07794,1,106.9,0.4518,0.7537,0.3153,22.1,45.9,100.5,0.4537,0.7341,43.1,0.4174,21.6,0
7,8,6,10,0,622.125,2,2,4,0,0,1486.009112,1,94,0.4518,0.7974,0.3573,19.9,38.9,90.2,0.4582,0.7593,38.6,0.3115,16.7,0
11,5,11,3,1,738.6363636,2,0,2,0,0,1769.356826,12,93.5,0.4599,0.7585,0.3869,20.6,37.7,98.9,0.5147,0.7617,36.7,0.3839,22.3,1
11,6,2,10,1,734.3,2,1,3,0,0,1590.172684,12,98.7,0.4685,0.7796,0.4597,20.9,39.4,95.6,0.4685,0.7819,35.3,0.3807,21.3,1
9,4,9,6,0,786,2,1,3,0,0,1707.686304,12,95.9,0.4342,0.7821,0.3262,18.8,42.1,94.9,0.4396,0.7502,42.5,0.3112,19,0
9,3,9,9,0,648.2222222,1,2,3,0,1,1689.267396,12,92.4,0.4263,0.7542,0.3297,17.7,40,94,0.446,0.7799,42.9,0.3476,21.7,1
9,5,7,6,1,782.4285714,2,1,3,0,3,1632.845129,12,107.1,0.4641,0.7373,0.3394,22.9,45.3,101.9,0.4508,0.7471,42.8,0.2951,22.8,0
13,4,6,7,1,714.1,0,3,3,0,0,1666.220459,12,106.7,0.4757,0.7676,0.3237,23.7,42,106.5,0.4761,0.7531,40.5,0.3494,21,1
8,7,4,12,1,781.125,1,2,3,0,0,1552.025024,12,105,0.4907,0.7808,0.4017,23.5,42.8,95.4,0.4498,0.7751,38.8,0.2815,21.5,1
8,4,7,11,1,853.375,1,3,4,1,0,1616.654483,12,108.2,0.4907,0.7421,0.3435,26.8,42.1,104,0.4779,0.7448,39.4,0.3114,22.8,1
10,6,7,8,1,638.6363636,1,2,3,1,0,1577.009896,12,92.4,0.4406,0.6875,0.2353,16.6,42.9,94.1,0.4665,0.7607,36.1,0.415,18.1,1
9,4,8,10,0,667.7272727,2,1,3,1,0,1600.881004,12,94.7,0.4489,0.7728,0.387,20.5,43.3,90.4,0.4248,0.6976,39.9,0.3934,18.1,0
8,10,4,8,3,917.8571429,1,3,4,1,0,1561.213721,12,95.2,0.4444,0.788,0.2976,23.1,40.2,95.2,0.446,0.7516,41.9,0.3522,22.4,1
4,9,2,15,1,739.375,2,1,3,0,0,1529.602169,12,101.8,0.4732,0.7618,0.3886,22.5,37.9,99.8,0.474,0.8043,38.6,0.3808,21.4,1
13,2,5,10,0,891,2,2,4,1,0,1656.746433,12,104.4,0.4725,0.7481,0.368,24.1,45.5,95.7,0.4592,0.6742,38.9,0.3667,20.9,1
13,3,9,4,1,783.3,2,0,2,0,0,1759.694234,12,98.7,0.4772,0.7888,0.3665,20.7,40.5,91.7,0.4419,0.7921,37.3,0.3282,17.3,1
12,2,9,7,1,931.75,1,2,3,0,0,1667.040789,12,98.7,0.446,0.7691,0.2913,21.3,42.3,95.8,0.446,0.7379,38.3,0.3558,20.6,1
8,7,4,8,1,780.8888889,1,1,2,1,0,1610.625926,12,103.8,0.458,0.7644,0.3132,23.2,41.4,100.6,0.448,0.7532,41.3,0.4187,21.4,1
8,3,5,13,0,677.5714286,1,2,3,0,0,1540.914874,12,99.7,0.4588,0.7799,0.4007,21,43,94.5,0.4472,0.7896,39.9,0.3224,18.4,0
10,3,6,9,2,850.1111111,1,2,3,0,0,1678.736232,12,117.2,0.4754,0.799,0.3692,25.9,41.5,115.3,0.4838,0.7808,43.3,0.3868,19.8,1
5,10,2,11,0,645,2,2,4,0,0,1459.51262,12,98,0.435,0.7623,0.3121,21.1,43.6,97.4,0.4546,0.75,42.8,0.3757,21.9,1
8,7,5,8,0,597.75,2,1,3,0,1,1591.430807,12,105.2,0.4942,0.7624,0.382,23.6,42.4,94.2,0.442,0.7193,38.7,0.3385,21.7,0
12,3,4,8,1,934.75,1,1,2,0,0,1635.393183,12,93.4,0.4674,0.6881,0.3351,20.4,44.5,88.4,0.4135,0.739,40.5,0.3436,19,1
9,3,9,6,1,741,2,1,3,0,0,1715.377177,12,95.2,0.4347,0.7872,0.3092,19.4,40.1,94.4,0.4401,0.7488,42.9,0.3126,18.2,0
6,6,5,11,0,544.1666667,2,2,4,0,1,1503.4974,12,91.8,0.4599,0.7472,0.3302,19.5,40.5,93.2,0.456,0.7371,39.4,0.4158,19.9,1
7,5,5,9,1,822.1,2,2,4,0,0,1560.516684,12,95.6,0.4761,0.7501,0.3577,21.8,39.8,96.1,0.4594,0.7501,39.7,0.3011,20.4,1
8,3,9,9,0,648.2222222,1,3,4,0,1,1684.866315,12,93.9,0.4154,0.7736,0.337,17.9,39.1,98.6,0.4664,0.7988,43.1,0.3947,22.3,1
11,3,8,5,3,958.0909091,2,1,3,1,0,1753.361334,12,104.1,0.4472,0.7954,0.3224,23,42,106.6,0.4902,0.8152,42.2,0.3592,21.2,1
7,7,6,9,0,622.125,2,1,3,0,0,1496.817942,12,95.9,0.4488,0.8087,0.3339,20.1,38.6,90.7,0.4509,0.7974,38.9,0.3181,16.8,0
10,6,2,10,1,734.3,1,3,4,0,0,1582.613099,12,96.7,0.4616,0.7547,0.451,20.5,39.5,95.2,0.4721,0.7852,35.9,0.4107,21.3,1
12,5,3,10,0,676.1111111,1,2,3,0,2,1598.943841,12,110.6,0.4775,0.7638,0.3537,24.6,45.4,105,0.4414,0.7663,42.8,0.3392,21.8,1
12,3,9,4,1,929.3333333,2,0,2,0,0,1756.471982,12,96.8,0.4779,0.7822,0.353,19.9,40,91,0.438,0.7802,38,0.3051,17.2,1
10,5,11,3,1,684.9166667,2,1,3,0,0,1761.338227,12,94,0.4628,0.7559,0.3953,21.8,37.4,98.8,0.5168,0.7523,36.3,0.4006,22.2,1
8,5,7,5,1,606.7142857,2,0,2,0,4,1638.657541,12,107.9,0.4683,0.7021,0.3404,24.9,44.4,103.7,0.4546,0.7452,42.7,0.3053,23.7,1
7,3,5,13,0,579.3333333,0,3,3,0,0,1536.708523,12,99,0.4542,0.7816,0.383,21.1,43.5,93.8,0.443,0.7828,40.4,0.3272,18.4,1
5,9,2,11,0,649,1,3,4,1,0,1464.913634,12,94.9,0.4329,0.7563,0.3144,20.8,42.8,95.6,0.4479,0.7676,42.7,0.3652,22.6,0
4,8,5,9,1,910,2,1,3,0,0,1479.484755,12,99.6,0.468,0.7327,0.3085,22.6,38.1,96.3,0.4495,0.7048,40.3,0.3668,20.2,0
10,5,7,7,1,721,2,1,3,0,0,1592.078259,12,89.6,0.4347,0.6772,0.2582,17.3,43.8,89.1,0.4529,0.7339,36.8,0.3785,16.4,0
8,9,3,8,3,807.5,2,2,4,1,0,1563.79725,12,99.5,0.457,0.7804,0.3361,25.1,42.6,94.9,0.4382,0.7375,40.3,0.3378,22.4,0
7,10,5,8,0,798.125,2,1,3,0,2,1490.599923,12,102.2,0.4517,0.6809,0.3044,21.1,49.1,99.2,0.4499,0.7888,39.2,0.3813,19.5,1
4,8,2,15,1,682.125,1,3,4,1,0,1545.715044,12,100.4,0.4675,0.7676,0.4009,21.3,37.9,97.5,0.4708,0.8075,38.1,0.3745,20.7,0
12,2,4,10,0,1143.285714,1,2,3,1,0,1642.426517,12,101.2,0.4705,0.7346,0.3587,23.2,45.7,92.8,0.441,0.7056,39.4,0.3199,20.6,1
7,7,4,7,1,706.8181818,1,1,2,0,0,1610.811056,12,105.1,0.4483,0.7603,0.2997,23.8,42.7,103.1,0.462,0.7493,43.5,0.3618,21.8,1
6,7,6,9,0,622.125,2,1,3,1,0,1486.738328,12,94.4,0.4477,0.8032,0.3274,20.4,37.3,91,0.4516,0.8021,39.4,0.3173,16.8,1
9,6,2,10,1,669.5454545,1,3,4,1,0,1572.766133,12,97.8,0.4638,0.7521,0.4498,21.3,39.4,95.7,0.4846,0.7625,35.2,0.4107,21.6,1
9,3,5,9,2,779.3,0,2,2,0,0,1668.233208,12,115.7,0.4775,0.7738,0.3538,25.7,43.6,114.8,0.4724,0.783,42.7,0.4356,19.8,1
8,4,7,10,0,731.5,1,2,3,0,0,1586.510813,12,97.6,0.4692,0.7669,0.406,22,41.2,91,0.4341,0.6975,37.8,0.3758,16.8,1
8,3,9,5,1,741,1,1,2,0,0,1726.092735,12,91.4,0.4341,0.7865,0.3427,19.9,39.7,89.7,0.4341,0.7486,41.9,0.3151,18,1
10,4,11,3,1,661.2,2,1,3,0,0,1779.817231,12,90.9,0.4584,0.7523,0.3881,21,37.1,97,0.5062,0.7499,35.8,0.4248,22.7,0
6,5,5,8,1,989.625,2,1,3,0,1,1560.121374,12,93.2,0.4567,0.7744,0.3332,20.9,38.5,96.7,0.4662,0.7497,42,0.3138,20.9,1
11,3,9,4,1,820.3636364,1,1,2,0,0,1754.661426,12,94.6,0.4643,0.7749,0.3384,19.4,40.4,91.8,0.4382,0.8052,38,0.3062,17.6,1
7,5,7,5,1,606.7142857,1,0,1,0,3,1634.114682,12,108.4,0.4716,0.7031,0.3416,25.5,43.2,103.3,0.4553,0.7422,43.3,0.313,24.2,1
11,2,9,6,1,832.5,0,3,3,0,0,1670.615298,12,99,0.451,0.7882,0.2952,22.2,41.6,97.4,0.444,0.7364,38.2,0.365,20.8,1
10,3,8,4,3,936.1666667,2,0,2,0,0,1753.512408,12,111.4,0.4579,0.7896,0.3231,24.9,44,114.3,0.4936,0.8387,42.5,0.3681,24.5,1
7,7,4,10,1,781.125,2,0,2,0,0,1563.939559,12,104.8,0.4864,0.7995,0.3757,23.2,41.7,95.6,0.4477,0.8063,38.2,0.3018,20.7,1
11,5,3,10,0,671,0,3,3,0,2,1592.015952,12,109.1,0.4721,0.7765,0.3359,25,45.7,103.3,0.4401,0.7599,42.3,0.3328,22,1
7,7,5,7,1,746.1,2,1,3,0,0,1581.544799,12,103.4,0.4788,0.7758,0.3635,23,42.4,94.4,0.441,0.7217,40.8,0.3217,21.8,1
6,5,5,9,1,623.5,2,2,4,1,0,1532.518725,12,93,0.4653,0.7013,0.2841,21.2,39.6,93.1,0.4415,0.7302,41.3,0.4052,18.5,0
8,3,7,10,0,727.6,1,2,3,1,0,1600.08396,12,100.6,0.4819,0.7782,0.397,22.9,41.2,91.9,0.4382,0.7089,35.6,0.3738,18,0
3,7,3,12,1,700.2727273,1,2,3,1,0,1491.360348,12,92.1,0.453,0.7652,0.2923,20.7,38.5,94.4,0.4951,0.7503,36.3,0.3877,20.6,1
6,7,5,7,1,671.5,2,1,3,0,0,1572.288061,12,102.6,0.4747,0.7797,0.3675,21.8,41,95,0.4543,0.7206,39.6,0.3458,22.1,1
7,3,9,5,1,741,1,2,3,0,0,1722.119993,12,89.1,0.4258,0.7778,0.3572,18.9,39.9,90.3,0.4427,0.7493,41.7,0.3475,17.8,1
11,3,3,8,1,976.25,1,2,3,0,0,1621.808501,12,94.8,0.4725,0.7179,0.3625,20.6,44.2,88.1,0.4072,0.7135,40.4,0.326,19.1,1
4,7,2,14,1,650.1111111,1,3,4,1,0,1556.224282,12,98.7,0.472,0.751,0.3739,21.8,38.6,96.6,0.47,0.8031,36.7,0.393,19.8,0
11,2,4,9,0,934.7,1,2,3,1,0,1639.195017,12,101.8,0.4757,0.7299,0.3509,23.3,44.8,93,0.4493,0.7173,37.9,0.3553,20.3,1
7,4,5,10,1,811.3333333,2,1,3,1,0,1581.578848,12,107.3,0.4992,0.7755,0.3267,26.9,42.6,99.4,0.4702,0.7137,37,0.3509,21.6,1
8,2,8,8,0,713.8,0,3,3,1,0,1685.904875,12,96.4,0.4345,0.7482,0.3207,20.3,40.4,98.2,0.455,0.7905,42.4,0.378,21.2,0
6,7,4,10,1,781.125,1,2,3,0,0,1556.189414,12,104.7,0.4865,0.7823,0.3559,24.4,41.2,96.6,0.4477,0.8096,37.9,0.3172,19.8,1
4,9,6,5,0,507.2857143,2,1,3,0,0,1557.07369,12,98.8,0.4594,0.7554,0.2586,21.8,42.4,100.4,0.4707,0.8022,38.3,0.3358,20.7,0
5,5,5,9,1,636.125,1,2,3,0,0,1528.236388,12,90.7,0.4629,0.6879,0.2758,20.8,38,92.8,0.4439,0.7326,41.8,0.3985,18.2,1
4,9,2,9,0,728.5,1,1,2,0,0,1457.144432,12,95.3,0.4393,0.7859,0.3407,20.8,41.5,99.5,0.4564,0.8137,40.5,0.3585,22.4,1
10,4,7,6,1,614.3333333,2,0,2,0,0,1609.853563,12,90.7,0.4469,0.7072,0.2904,18.2,41.7,87.4,0.4609,0.7033,36.6,0.3693,16.5,0
8,8,3,6,3,944.25,3,1,4,0,0,1578.457002,12,103.7,0.4585,0.762,0.3533,26.1,45.8,101.5,0.4362,0.7615,41.1,0.3223,23.3,0
6,10,5,7,0,613.375,3,1,4,0,3,1488.731845,12,101.9,0.462,0.6771,0.2911,22.2,47.9,101.6,0.4503,0.8063,38.5,0.4325,19.8,1
4,7,5,8,1,855.875,2,1,3,0,0,1494.006285,12,99.6,0.4774,0.7321,0.3198,22.1,38.4,97.6,0.4576,0.7587,37.2,0.3828,20.1,0
10,3,10,3,1,728.0833333,2,0,2,0,0,1797.251333,12,98.3,0.4802,0.7383,0.4091,24,38.8,94.8,0.482,0.7421,36.2,0.368,20.9,0
6,4,4,8,1,1092.857143,1,1,2,0,0,1556.853618,12,92.9,0.4533,0.8218,0.336,20.9,37.8,93.8,0.4752,0.7548,39.9,0.3401,21,0
10,3,9,4,1,820.3636364,1,3,4,0,0,1748.372948,12,93.7,0.4626,0.7675,0.3245,19.3,41.3,93.2,0.4362,0.7932,38.6,0.3316,18,1
7,4,7,5,1,702.3333333,1,2,3,0,3,1645.233485,12,108,0.4787,0.74,0.3568,25.4,42.4,103.8,0.4564,0.7573,43.4,0.3197,23.8,0
6,6,6,8,0,648.3333333,2,0,2,0,0,1494.703419,12,91.9,0.4399,0.7778,0.3319,19.6,36.4,92,0.4637,0.7962,39,0.3459,18.5,0
10,2,8,4,3,1137.5,2,1,3,0,0,1766.582191,12,109.7,0.459,0.7989,0.3352,24.1,43.4,111.5,0.4912,0.8144,42,0.3512,25,0
11,2,3,8,1,818.5454545,1,2,3,1,0,1637.512722,12,97.5,0.4835,0.7217,0.3654,21.2,43.7,89.5,0.4163,0.7052,39,0.3573,19.3,0
7,6,3,7,1,808.5555556,2,1,3,0,1,1610.227733,12,104.5,0.4577,0.7749,0.3424,23.5,42.6,99.2,0.462,0.7413,41.1,0.3332,20.3,0
3,6,2,12,0,531.2857143,1,2,3,0,2,1476.549322,12,96,0.4741,0.7527,0.2941,21.7,40.2,94.3,0.4692,0.7722,37.7,0.348,18.6,0
4,6,5,8,1,855.875,1,2,3,0,0,1499.696228,12,98.5,0.4758,0.7365,0.3206,21.3,37.9,97,0.4545,0.7554,37.9,0.3733,19.3,0
9,4,7,6,1,503.1,2,1,3,0,0,1607.248066,12,91,0.4427,0.7159,0.2729,18.3,42,88.2,0.4733,0.7007,36.9,0.3299,17.5,1
4,8,6,5,1,750.1428571,1,2,3,0,1,1562.383596,12,99.6,0.4608,0.7584,0.2826,22.5,42.1,101.4,0.4753,0.8131,38.4,0.3472,21.5,0
5,10,5,7,0,681.7142857,3,1,4,0,3,1485.866083,12,101.6,0.4634,0.697,0.3103,22.4,46.6,100.7,0.4512,0.7884,38.9,0.4425,19.1,1
7,8,3,6,3,843.2222222,3,1,4,0,0,1574.185166,12,102.7,0.4497,0.7671,0.3592,26.1,45.9,101,0.442,0.7714,40.9,0.3149,23.7,1
6,4,4,10,1,811.3333333,1,2,3,0,0,1556.245809,12,107.7,0.4968,0.7844,0.3127,27.2,41,101.7,0.4786,0.6925,38.2,0.3514,21.8,1
9,3,10,3,1,772.0909091,2,1,3,0,0,1795.551268,12,96.1,0.4661,0.7346,0.4084,23,40.6,92.5,0.4697,0.7197,36.6,0.3475,21.2,1
6,3,4,8,1,989.625,0,2,2,0,0,1572.190864,12,93.9,0.4568,0.8218,0.3531,20.7,37.6,92.3,0.4718,0.7609,39.8,0.3263,21,0
5,6,6,8,0,622.125,1,1,2,0,0,1488.52686,12,92.7,0.4354,0.7814,0.3236,19.5,37,93.8,0.4739,0.7845,38.8,0.3459,19.7,1
9,5,1,8,1,983.625,2,1,3,0,0,1577.751169,12,98.2,0.4855,0.7608,0.367,21.7,38.7,96.1,0.4876,0.6907,35.6,0.3979,21,0
6,6,4,10,0,751.875,0,4,4,0,0,1562.822406,12,105.7,0.4824,0.798,0.3192,24.5,42.2,96.6,0.4531,0.7895,37.7,0.3357,19.9,0
10,2,4,8,0,933,2,1,3,0,0,1647.877867,12,104.1,0.4785,0.7225,0.3692,24.6,44.7,95.4,0.4511,0.7116,38.7,0.4049,20.7,1
9,2,8,4,3,954.3636364,1,2,3,0,0,1763.541469,12,108.4,0.4507,0.8031,0.3373,23.8,44.6,110.8,0.4894,0.7988,41.1,0.3687,25.5,1
6,8,3,6,3,843.2222222,3,1,4,0,0,1567.567399,12,101.4,0.4503,0.7646,0.3519,24.8,43.9,100.9,0.4426,0.7775,40.3,0.3304,23.7,1
4,10,5,7,0,681.7142857,3,1,4,0,4,1480.202377,12,101.7,0.4692,0.6986,0.3092,22.8,44.1,101.2,0.4674,0.7809,37.6,0.462,19.4,1
5,7,5,6,1,746.1,3,1,4,0,0,1584.773311,12,99.2,0.4726,0.7694,0.3605,20.5,41.2,93.4,0.4414,0.7244,41.2,0.3303,20.4,1
3,7,2,12,1,739.375,2,2,4,0,0,1555.787815,12,94.8,0.4756,0.7623,0.3643,20.4,37.5,92.3,0.4664,0.7552,36.5,0.3975,20.1,1
6,4,7,5,0,687.25,0,4,4,0,3,1638.361253,12,105.9,0.4798,0.722,0.3623,26.1,40.8,103.8,0.466,0.7763,42.8,0.333,24.3,1
7,5,3,7,1,724.3636364,1,2,3,0,0,1625.391983,12,104.7,0.4592,0.7912,0.3652,24,42.8,96.3,0.4401,0.746,42.8,0.319,19.6,0
6,3,3,11,0,694,2,2,4,0,0,1528.795306,12,94.4,0.4562,0.7115,0.2874,20.3,42.1,91.7,0.4447,0.7778,40.5,0.3213,17.9,1
8,2,5,10,0,673.8181818,2,1,3,0,0,1591.755902,12,106.1,0.4993,0.7612,0.3998,24.2,42.6,92.6,0.4382,0.6949,37.1,0.3814,18.6,0
9,4,1,8,1,776.3333333,2,1,3,0,0,1585.66262,12,97.2,0.4782,0.7705,0.369,21.9,39.6,93.3,0.4655,0.7086,38,0.3775,20.1,0
6,3,8,5,1,739.6666667,0,2,2,1,0,1704.202701,12,93.8,0.451,0.807,0.3584,20.6,38.3,93.3,0.4429,0.7611,40.7,0.36,19.2,1
13,3,3,4,1,714.1,2,2,4,0,0,1676.498542,12,104.3,0.5013,0.7476,0.3294,23.8,41.2,99.8,0.4717,0.726,37.4,0.3535,21.9,0
5,4,5,7,1,654.5714286,2,1,3,0,1,1541.495945,12,89.7,0.447,0.7231,0.2601,20.2,39.6,89.8,0.4389,0.6859,43.8,0.2996,17,0
4,8,2,8,0,650.1428571,2,1,3,0,0,1468.142289,12,92.7,0.4314,0.7819,0.3335,20,39.8,97.8,0.4697,0.7737,39.3,0.3463,22.2,0
4,5,5,8,1,855.875,1,3,4,1,0,1503.84346,12,98,0.4781,0.7713,0.3252,20.8,38.4,95.4,0.4462,0.7624,37,0.3435,19.4,0
8,4,7,6,1,542.8888889,3,1,4,0,0,1600.362566,12,91.3,0.4404,0.746,0.2502,18.8,40.7,90.2,0.488,0.7054,37.1,0.3354,18.4,1
4,9,5,7,0,741.25,3,1,4,1,0,1496.623882,12,101.9,0.47,0.7157,0.329,22.9,44.8,97.4,0.4582,0.7479,37.3,0.4304,18.5,0
4,7,5,6,1,745.4444444,2,1,3,1,0,1579.186446,12,98.7,0.4627,0.7629,0.3558,20.6,40.6,94.6,0.45,0.7257,42.2,0.3128,20.1,1
6,7,3,6,3,933.875,3,1,4,1,0,1575.997113,12,103.1,0.4582,0.7349,0.3713,25.6,43.9,101.2,0.446,0.7698,40.6,0.3468,23.9,0
8,3,10,3,1,771.8,1,3,4,0,0,1794.675112,12,96.9,0.4674,0.7387,0.4169,23.3,40.1,92.9,0.4623,0.7393,36.6,0.3406,21.5,1
5,4,4,10,1,771,1,3,4,1,0,1551.540642,12,107.4,0.4909,0.7955,0.3012,27.4,41.4,102.2,0.4771,0.7009,38.6,0.3702,21.9,1
7,4,3,7,1,894.3333333,1,2,3,1,1,1633.115542,12,105.4,0.4687,0.7989,0.368,24.1,42.2,94.3,0.4339,0.7473,42.2,0.3017,18.7,0
5,3,3,11,0,752.8333333,1,3,4,0,0,1518.499966,12,94.6,0.4551,0.7128,0.2934,19.9,42.5,92.2,0.4429,0.7896,40.3,0.352,18.3,1
8,3,2,8,2,779.3,2,1,3,0,0,1633.689781,12,107,0.4778,0.7618,0.3804,22.9,42,102.1,0.461,0.7645,38.8,0.4042,19.8,1
7,2,5,10,0,708.2,2,2,4,0,0,1585.395618,12,104.6,0.4909,0.7731,0.3726,22.8,43.1,93.5,0.4459,0.706,36.6,0.3689,20,1
3,8,5,5,1,770.375,1,3,4,0,1,1547.703613,12,95.2,0.4492,0.7579,0.2866,20.8,40.4,100.6,0.4855,0.8089,39.2,0.3402,21.4,1
10,2,3,6,1,793.2727273,2,1,3,0,0,1639.807957,12,97.5,0.4643,0.7297,0.3199,21.4,43.8,89.5,0.4225,0.6966,39.4,0.3688,19,1
3,6,2,11,1,760.2857143,2,2,4,0,0,1578.657613,12,94.3,0.4808,0.7057,0.3657,22.1,38.4,92,0.453,0.7611,38.5,0.4042,20.2,0
9,3,6,4,1,947.75,2,1,3,0,0,1715.902452,12,98.3,0.4723,0.7751,0.3386,20.2,45.1,89.9,0.4219,0.706,37.9,0.3213,15.1,1
9,2,3,8,0,933,4,0,4,0,0,1640.281998,12,101.7,0.482,0.7101,0.3854,23.8,44.5,92.8,0.4509,0.717,37.5,0.3532,20.7,1
11,1,6,4,1,931.75,1,2,3,0,0,1677.912274,12,100.2,0.4794,0.7675,0.3279,24.6,42.7,93.3,0.429,0.7415,35.7,0.3148,18.4,0
