home_w,home_l,away_w,away_l,top_players,eff,HG_7days,AG_7days,G_7days,back2back,missing_players,home_elo,month,Home_Last_10_Avg_PTS_home,Home_Last_10_Avg_FG_PCT_home,Home_Last_10_Avg_FT_PCT_home,Home_Last_10_Avg_FG3_PCT_home,Home_Last_10_Avg_AST_home,Home_Last_10_Avg_REB_home,Home_Last_10_Avg_PTS_away,Home_Last_10_Avg_FG_PCT_away,Home_Last_10_Avg_FT_PCT_away,Home_Last_10_Avg_REB_away,Home_Last_10_Avg_FG3_PCT_away,Home_Last_10_Avg_AST_away,home_team_wins
12,3,5,4,0,968.7142857,3,1,4,0,0,1685.700768,2,91.8,0.4535,0.7162,0.3786,23.1,45,84.2,0.428,0.6824,40.1,0.3639,18.4,1
3,10,1,10,0,682.7142857,2,2,4,0,1,1390.543187,2,97.9,0.4463,0.7082,0.3195,23.6,44.5,94.1,0.452,0.6866,40.8,0.3237,20.5,1
8,4,7,5,1,829.4,2,2,4,0,0,1662.203544,2,88.9,0.4199,0.6913,0.3185,17.7,43.5,85.3,0.4016,0.6902,44.2,0.3778,19,0
3,7,5,10,1,675.625,2,2,4,0,3,1434.343449,2,94.9,0.4492,0.7605,0.3079,21.8,43.3,95.1,0.4604,0.7416,39,0.3526,20.3,0
5,7,4,8,1,718.25,3,1,4,0,1,1564.627314,2,97,0.4489,0.7812,0.3255,19.7,41.2,95.6,0.4374,0.7615,42.9,0.3161,20.1,1
8,3,8,5,1,707.1,2,1,3,0,1,1629.14646,2,91.4,0.4371,0.7569,0.3524,23.5,42.7,93.4,0.4621,0.7249,40.2,0.3838,21.7,0
7,3,5,9,0,791.1428571,2,3,5,1,1,1666.851213,2,94.8,0.449,0.7571,0.3702,20,42.4,89.5,0.412,0.7519,41.8,0.2879,19.5,0
2,11,2,9,0,580.5714286,1,3,4,0,3,1504.807833,2,93.3,0.4656,0.7588,0.3354,20.3,39.8,91,0.4627,0.733,37,0.3232,19.6,0
7,4,8,5,0,762.7142857,1,3,4,0,2,1711.053545,2,101.3,0.4519,0.7276,0.3589,22.5,42.1,104.6,0.4676,0.7376,46.2,0.3514,23.1,0
11,1,3,9,1,969.375,2,2,4,0,0,1675.386586,2,100.3,0.4616,0.7547,0.3794,22,44.2,86.8,0.4068,0.7385,41.2,0.2585,19.8,0
8,6,4,4,1,747.8888889,3,1,4,0,1,1659.014764,2,89.3,0.4529,0.7782,0.3652,21.5,40.9,82,0.4106,0.7507,38.1,0.2943,17.2,1
10,2,7,4,3,945.8888889,2,2,4,0,0,1749.236726,2,97.2,0.4582,0.7892,0.3611,19.4,41.5,92.9,0.4544,0.7351,37,0.3773,19.7,1
3,9,1,10,0,572.7777778,1,3,4,1,0,1404.005168,2,100.3,0.4472,0.7194,0.3187,23.7,46.5,93.6,0.4459,0.7313,39.8,0.297,18.8,0
8,2,8,5,1,784.4444444,1,2,3,0,1,1643.198249,2,92,0.439,0.7676,0.3576,23.6,41.6,92,0.4544,0.7264,40.7,0.3644,21.1,0
6,1,10,5,0,724.7,1,3,4,1,2,1681.005088,2,92.3,0.4239,0.7569,0.3198,18.8,43.8,97.6,0.447,0.7608,44.2,0.3924,20.2,0
4,7,4,8,2,842.3333333,2,2,4,1,0,1561.548068,2,95.9,0.4415,0.7594,0.3379,19.6,41.8,95.5,0.4413,0.7519,42.8,0.3359,20.4,1
4,8,1,12,0,708.1428571,1,4,5,1,2,1444.546505,2,97.1,0.483,0.7584,0.4383,20.8,41.4,89.4,0.4369,0.7766,37.1,0.3121,19,1
3,5,5,8,0,567.875,1,2,3,1,0,1486.234631,2,94.3,0.4488,0.6867,0.3783,20.9,40.2,95.5,0.4645,0.7546,40.7,0.3653,21.6,1
5,8,6,4,1,869.5,2,2,4,1,0,1535.685683,2,98.1,0.4319,0.7254,0.3375,20.1,44.1,101.8,0.4619,0.7835,41.3,0.4115,19,1
7,2,3,10,0,692.5555556,3,1,4,1,0,1607.137595,2,95.7,0.4305,0.7863,0.3245,19.9,44.1,94.6,0.4206,0.8014,43.1,0.3112,21,0
12,1,3,8,1,727.5555556,2,2,4,0,0,1706.170672,2,93.4,0.4455,0.795,0.2996,17.6,43.7,89.6,0.4425,0.6927,40.5,0.3584,20.1,1
10,4,2,5,2,855.1111111,3,1,4,0,0,1575.681064,2,103.8,0.4554,0.758,0.3379,19.6,44.3,97.9,0.4627,0.7723,39.9,0.3127,20.3,1
4,6,4,8,1,685.4,2,2,4,1,1,1558.347233,2,96.2,0.4426,0.7881,0.3829,23,42.8,93.1,0.4501,0.7607,42.1,0.3905,21.2,1
5,4,2,11,0,921.7777778,1,2,3,0,0,1494.252127,2,98.2,0.4341,0.7567,0.3615,20.4,45.5,90.3,0.4277,0.712,44.2,0.2563,19,1
10,1,3,9,1,834.3636364,1,2,3,0,0,1661.094565,2,97.8,0.4546,0.7492,0.3794,20.8,44.8,86,0.4005,0.7168,41.1,0.2621,20.4,1
2,6,5,10,0,571.1666667,1,3,4,0,0,1446.015143,2,92.4,0.4403,0.7355,0.3323,21.3,42.2,89.1,0.4183,0.7517,42.3,0.3561,18.8,1
12,2,4,4,1,878.5555556,4,0,4,0,0,1692.000113,2,95,0.4587,0.721,0.38,23.7,45.5,83.5,0.4211,0.6932,40.8,0.3183,18,0
7,4,6,5,1,702.5555556,2,2,4,0,0,1649.928784,2,88.5,0.4228,0.6746,0.3165,17.7,44.7,84.8,0.4143,0.6658,41.9,0.3441,19.3,1
3,6,5,9,1,669.8888889,2,2,4,0,2,1443.293387,2,95.3,0.456,0.7351,0.322,21.9,43.5,94.2,0.4685,0.6985,36.5,0.3536,20.6,0
3,8,1,12,0,739.5,1,4,5,0,1,1432.39839,2,97.6,0.481,0.7477,0.4445,20.3,41.1,89.9,0.4461,0.7484,37.1,0.34,19.5,1
7,6,4,4,1,769.2,3,1,4,0,0,1656.944741,2,89,0.4512,0.7897,0.3581,21.2,41.7,82.8,0.4131,0.7597,38.4,0.3111,16.6,1
9,3,3,7,0,897.6666667,3,1,4,0,0,1627.51474,2,99.6,0.4607,0.7738,0.3398,19.5,43.6,96.7,0.4399,0.7916,42.1,0.3107,19.6,1
8,1,9,3,2,986.625,0,3,3,0,1,1757.265483,2,96.3,0.4468,0.7881,0.3375,20.4,41.9,95.5,0.4415,0.7832,43.1,0.275,16.3,1
9,4,5,5,2,691.25,3,1,4,0,0,1687.663067,2,92.1,0.4164,0.7236,0.2973,19.8,44,94.6,0.4349,0.7281,45.8,0.3403,21.1,0
7,3,8,4,0,801.7,2,2,4,1,0,1735.18261,2,99.8,0.4389,0.7184,0.3596,21.7,42.2,106.7,0.4704,0.7343,45.7,0.3792,24.9,0
8,1,8,5,1,657.4545455,0,3,3,0,0,1665.594774,2,93.6,0.436,0.7824,0.3576,23.4,43.1,91.5,0.4509,0.7549,39.8,0.3548,21,0
4,6,4,7,2,931.875,1,2,3,0,0,1567.370813,2,96.3,0.4408,0.7821,0.3268,18.7,41.3,95.5,0.4378,0.7355,43.8,0.3408,20.2,0
11,1,3,8,1,727.5555556,1,3,4,1,0,1703.196051,2,96.1,0.4578,0.7804,0.34,18.4,43,91.3,0.4454,0.6883,40.3,0.3609,20.5,1
4,4,2,11,0,969.5,0,2,2,0,0,1486.892469,2,99,0.4343,0.7597,0.3702,21,46.8,90,0.426,0.7558,43.6,0.2541,18.4,1
10,2,3,4,2,906.5,2,2,4,1,0,1615.312552,2,101.7,0.4812,0.6844,0.406,22.2,40.9,94.9,0.4215,0.6981,41.6,0.3588,19.4,0
5,7,2,5,2,889.3333333,2,0,2,0,0,1559.874982,2,99.8,0.4723,0.7593,0.416,24.2,39.2,100.9,0.4563,0.7534,42.9,0.3547,22.9,1
11,2,4,4,1,960.75,4,0,4,0,0,1677.831994,2,94.2,0.4543,0.712,0.365,23,46.5,85.6,0.4209,0.7096,40.8,0.3146,17.8,1
6,4,6,5,1,769,2,2,4,0,0,1648.375766,2,86.9,0.4187,0.6825,0.2982,17.3,44.4,84.7,0.4193,0.6471,41.5,0.3405,18.8,1
6,6,4,4,1,673.8,2,2,4,1,0,1650.81396,2,88.7,0.4364,0.8021,0.3394,19.6,42.3,84.7,0.4175,0.7931,39,0.3015,17,1
2,6,5,9,1,718.2857143,1,3,4,1,4,1439.625375,2,96.1,0.4598,0.752,0.3247,22.4,43.9,94,0.4629,0.6977,36.6,0.3591,20.9,1
6,2,3,9,0,730.7,2,2,4,0,0,1609.18909,2,96,0.4402,0.7811,0.3457,19.2,43.6,92.7,0.4228,0.7879,42.5,0.2908,20.7,1
2,10,2,7,0,611.5555556,2,2,4,0,1,1531.488015,2,92,0.4576,0.7677,0.3297,19.1,39.7,89.8,0.4615,0.7281,37.6,0.3253,20.5,0
9,3,5,5,1,678.7777778,3,1,4,0,2,1699.400021,2,93.4,0.4264,0.7076,0.32,20.1,45.5,91.1,0.4198,0.7332,45.3,0.3248,20.4,0
5,7,5,4,1,831.5555556,2,2,4,0,0,1539.618962,2,96.9,0.4376,0.7309,0.3441,20.1,43.8,97.8,0.4618,0.7681,39.8,0.3635,18.8,0
10,1,3,8,1,727.5555556,1,3,4,0,0,1698.761055,2,96.4,0.4611,0.7833,0.3274,19.6,44,91.3,0.4416,0.6828,40,0.3533,20.7,1
9,1,3,8,1,749.4545455,1,2,3,0,0,1663.606376,2,95.5,0.438,0.749,0.3278,20.2,45.7,88.9,0.4108,0.7256,41.3,0.2934,21,1
10,3,2,4,2,822.7777778,3,1,4,0,1,1593.523197,2,100.8,0.4522,0.7475,0.3434,20.1,45.5,95.5,0.4547,0.7795,38.4,0.3427,19.9,0
2,5,5,9,0,577.9166667,0,4,4,0,0,1464.835784,1,91.4,0.4361,0.6904,0.3125,19.8,42.5,88.6,0.4132,0.7212,43,0.3418,18.1,0
3,4,5,7,0,647.8333333,2,2,4,0,0,1493.526547,1,93.8,0.455,0.6942,0.3763,21.6,39.3,96.1,0.4585,0.745,41.3,0.3766,21.6,0
5,1,8,5,0,787.8,1,3,4,0,1,1652.911834,1,91.4,0.4199,0.7576,0.326,18.2,43.2,93.2,0.4336,0.7678,44.1,0.3656,18.2,1
3,6,4,7,2,768.6,0,4,4,0,0,1559.630005,1,94.4,0.4261,0.7688,0.3268,18.2,43.1,95.2,0.43,0.7504,44.4,0.3498,20.8,1
6,3,4,7,0,784.875,1,3,4,1,1,1654.446289,1,95,0.4608,0.7378,0.3724,19.6,41.8,90.4,0.4364,0.7731,39.1,0.3235,19.8,1
10,2,2,7,2,715.7272727,1,2,3,0,0,1692.136702,1,94.2,0.432,0.7363,0.3339,20.9,43.7,89.7,0.4248,0.7482,43.8,0.3589,19.9,1
4,7,2,5,2,914.5555556,2,0,2,0,0,1557.153795,1,101.6,0.4716,0.7614,0.416,23.9,40.6,102.5,0.4595,0.7447,42.4,0.3354,22.4,1
10,2,4,4,1,960.75,4,0,4,0,0,1673.562507,1,98.8,0.4721,0.7331,0.405,23.5,45.7,87.6,0.432,0.7291,39,0.3063,18.5,1
3,8,1,8,0,642.125,1,3,4,0,0,1417.08607,1,101.6,0.4639,0.7065,0.3463,23.1,45.8,95.2,0.4527,0.7505,39.2,0.2808,18.9,0
9,2,6,3,3,871,3,1,4,1,0,1735.872205,1,101.1,0.4745,0.779,0.3807,19.5,41.3,92.9,0.4365,0.7407,38.2,0.3551,19.2,1
5,2,3,9,0,656.9,2,2,4,0,0,1603.912426,1,95.9,0.4362,0.8003,0.3369,19.6,43,93.8,0.4288,0.8029,41.8,0.3397,20.3,1
6,2,4,7,0,696.7,0,4,4,0,0,1668.173824,1,97.1,0.4691,0.7245,0.3891,20.6,42.9,90.4,0.4337,0.804,38.6,0.3241,19.4,0
9,2,3,6,0,897.6666667,3,1,4,0,0,1654.880582,1,99.9,0.4543,0.7974,0.33,19.8,47.3,95,0.4211,0.7892,41.9,0.2891,19.5,0
9,3,2,4,1,696.75,2,1,3,0,2,1587.613519,1,102.8,0.4733,0.7481,0.3484,21,44.1,97.1,0.4533,0.7747,38.9,0.3377,19.3,1
4,5,3,7,0,629,2,2,4,0,1,1563.300626,1,95.6,0.4497,0.7459,0.3436,23.6,43.5,91,0.4369,0.7598,42.6,0.4103,19.9,0
9,2,2,4,2,910.7,1,2,3,1,0,1594.310148,1,99.7,0.4611,0.7028,0.4049,21.2,43.6,92.5,0.4095,0.6894,42.2,0.3682,20.3,1
8,2,6,3,3,1003.125,3,1,4,0,0,1730.630349,1,102.5,0.4735,0.7907,0.3765,19.9,41.7,94.2,0.4392,0.7343,38.3,0.346,19.3,1
6,5,3,4,1,730.7777778,2,2,4,0,1,1654.765221,1,87.4,0.4255,0.8158,0.332,18.7,42,84.4,0.4128,0.7666,41.5,0.311,17.1,0
2,5,5,8,1,599.5,1,3,4,0,0,1467.070019,1,100.8,0.4826,0.7744,0.354,24.5,42.9,97.2,0.4659,0.7053,35.8,0.4003,21.7,0
6,3,6,4,1,740,1,3,4,0,0,1680.061589,1,92.3,0.4329,0.7458,0.3115,18,43.4,89.6,0.445,0.6418,40.2,0.3687,20.5,0
8,3,4,5,2,770.1,3,0,3,0,0,1679.802563,1,92.1,0.4359,0.6973,0.3248,20.4,44.5,85.5,0.4046,0.7512,43.6,0.2832,18.3,1
2,9,2,6,0,561.1,2,1,3,0,1,1553.364882,1,90.4,0.4483,0.7284,0.291,18.5,41.5,89.1,0.446,0.7674,39.3,0.3013,19.3,0
5,6,4,4,1,760.6666667,2,1,3,0,1,1522.151405,1,94,0.4321,0.7226,0.3449,19.3,43.3,95,0.4405,0.753,41.2,0.3651,18.6,0
7,2,7,3,0,843.25,1,1,2,0,1,1736.310059,1,102.3,0.4606,0.7462,0.3906,23.5,41.3,106.2,0.4786,0.7256,43.8,0.4059,25.7,0
9,2,4,4,1,751,3,1,4,1,1,1669.807333,1,97.8,0.465,0.7453,0.3723,22.1,46.1,88.1,0.4366,0.7193,38.3,0.299,17.7,1
2,7,1,10,0,366.5,1,4,5,1,3,1408.053217,1,94.5,0.4478,0.7569,0.3164,20.8,42.2,90.4,0.447,0.7187,40,0.2721,20.3,0
8,2,3,6,0,598.9166667,3,1,4,1,0,1649.388092,1,100.3,0.4506,0.7907,0.328,20.2,46.8,96.1,0.4256,0.7992,42.7,0.2842,19.7,1
4,2,3,9,0,700.3333333,1,3,4,1,1,1592.689285,1,96.5,0.438,0.7965,0.3749,20.6,42.5,95.2,0.4449,0.7945,40.9,0.3367,20.9,1
8,3,2,4,2,855.1111111,2,1,3,1,0,1585.216995,1,101.9,0.4704,0.7572,0.3463,21.4,44.2,96.6,0.4465,0.7532,39.3,0.3165,20.3,1
3,5,3,7,1,744,1,2,3,1,0,1558.197623,1,96.9,0.4621,0.7577,0.3276,24.7,43.8,90.9,0.436,0.7415,41.7,0.412,19.6,1
8,2,4,4,1,751,3,1,4,0,1,1667.213619,1,100.1,0.4767,0.7324,0.3708,23.2,46,89.4,0.4375,0.7145,39.1,0.2934,17.9,1
5,5,3,4,1,665.75,2,2,4,1,2,1649.615757,1,85.4,0.4191,0.8009,0.3248,18.2,41.1,84.4,0.4178,0.7531,42.1,0.3628,17.7,1
3,7,1,8,0,650.6666667,3,1,4,0,3,1458.717311,1,92.2,0.4587,0.8055,0.3847,18.7,38.2,92.4,0.4715,0.7702,36.5,0.3655,20.7,0
3,3,4,7,0,636.7777778,2,2,4,0,0,1493.609167,1,96.6,0.4564,0.7224,0.3553,22.8,39.4,95.7,0.4515,0.7267,42.9,0.3467,20.7,0
7,2,6,3,3,1003.125,3,1,4,0,0,1727.473922,1,101.6,0.4609,0.7772,0.3868,20.6,42,95.4,0.4535,0.739,38.9,0.3374,20,1
8,1,8,3,1,878.25,3,1,4,0,0,1779.81467,1,92.4,0.4426,0.6943,0.3609,21.9,42.4,90.3,0.4557,0.6938,43.6,0.3746,19,1
1,9,2,6,0,561.1,2,1,3,0,1,1527.687203,1,89.2,0.4385,0.7623,0.2901,18.4,40.7,91.8,0.4587,0.7769,39.7,0.3327,20.4,1
7,2,3,6,0,598.9166667,2,1,3,0,0,1645.257874,1,97,0.4425,0.7992,0.3024,19.6,45.7,96.7,0.4278,0.8054,44,0.307,20.3,1
4,6,4,4,1,787.375,1,3,4,0,1,1509.880557,1,95,0.4324,0.7433,0.3385,19.1,43.1,95.8,0.433,0.7409,41.7,0.3505,18.3,1
7,3,4,5,1,653.3333333,2,1,3,0,1,1673.711264,1,89.1,0.4245,0.7091,0.3131,19.5,43,85.4,0.4133,0.7435,43.9,0.2682,19.1,1
6,2,7,3,0,738.7,0,3,3,0,0,1734.37985,1,104.8,0.47,0.749,0.406,24.4,40.5,109.8,0.4964,0.7196,42.8,0.4191,26.1,1
8,1,3,7,1,834.3636364,2,3,5,0,0,1658.098646,1,95.6,0.4517,0.7567,0.3431,20.5,43,91.9,0.4264,0.7175,41.3,0.3247,21.8,1
4,6,2,5,2,914.5555556,3,0,3,0,0,1564.908261,1,99.4,0.4659,0.7742,0.4099,22.8,41.4,99.3,0.4513,0.7296,41.4,0.3369,22.6,0
6,2,6,3,1,829.4,1,2,3,0,0,1721.705271,1,92.7,0.4364,0.8014,0.2964,17.5,42.7,93.9,0.4458,0.6525,41.8,0.3809,21.8,0
8,2,1,4,2,905.8,2,1,3,1,0,1572.695681,1,99.1,0.4594,0.7037,0.3875,20.4,42.8,90.8,0.4094,0.6957,41.6,0.3443,20.1,1
8,1,4,4,1,960.75,3,1,4,0,2,1687.831691,1,100.7,0.4824,0.7272,0.3704,23,47.1,88.3,0.429,0.7092,38.9,0.2798,17.6,0
2,8,0,7,0,772.5,3,1,4,0,0,1402.891085,1,96.5,0.4477,0.6713,0.3324,20.7,45.6,93.4,0.4433,0.7642,41.2,0.2945,19.3,1
2,3,4,7,0,636.7777778,1,2,3,1,0,1483.419907,1,96.2,0.452,0.7363,0.3303,21.5,39.3,97.4,0.4557,0.7294,43,0.3788,20.9,1
3,6,1,8,0,650.6666667,2,2,4,0,3,1461.496528,1,91.6,0.4546,0.8135,0.3717,18.7,38,89.1,0.4588,0.7608,37.6,0.3572,19.7,0
8,0,8,3,1,758.8888889,2,1,3,0,0,1794.916435,1,92.6,0.4485,0.7069,0.3566,21.9,42.4,87.6,0.4476,0.7057,42.9,0.3496,18.6,0
7,1,3,6,0,968.8571429,2,1,3,0,0,1658.489372,1,96.6,0.4453,0.8175,0.3123,19.7,44.6,96,0.4273,0.8153,44.1,0.292,19.5,0
7,1,7,2,2,878.5,1,2,3,0,0,1750.096847,1,96.2,0.4474,0.7919,0.3401,19.3,44.4,93.7,0.4339,0.7777,43.2,0.326,16.3,1
7,2,4,5,1,593,1,3,4,0,0,1705.368431,1,89.7,0.4266,0.7319,0.3279,19.5,41.9,83,0.4097,0.7408,42.9,0.2798,18.8,0
9,1,2,6,1,727.5555556,1,3,4,0,0,1690.978763,1,101.2,0.4846,0.8042,0.3718,22.6,42.8,94.5,0.4599,0.6963,39.5,0.3135,21.5,1
8,2,2,3,1,681,2,0,2,0,1,1606.438653,1,97.6,0.4714,0.7533,0.3143,21.3,43.8,91.2,0.4271,0.7452,40.7,0.2721,19.2,0
4,3,2,9,0,833.625,1,3,4,0,1,1505.252893,1,100.8,0.4569,0.7442,0.3365,21.6,48.9,88.2,0.4011,0.7268,43,0.2366,17.2,0
9,2,1,6,2,860.2222222,1,2,3,0,0,1695.264207,1,93.1,0.4392,0.7162,0.3045,22.7,46.3,86.6,0.4206,0.7102,41.4,0.3251,19.7,1
3,6,2,5,2,914.5555556,2,1,3,0,0,1555.418673,1,99,0.4621,0.7861,0.3822,22.2,43.1,99,0.4597,0.6972,40.5,0.3274,22,1
2,6,1,8,0,364.75,0,3,3,0,2,1443.597277,1,94.6,0.4457,0.7412,0.259,20.3,43,89.2,0.4352,0.7229,42.8,0.3009,20.1,0
5,0,6,4,0,787.8,0,3,3,0,2,1633.067453,1,94.9,0.4385,0.7662,0.3205,18.8,44.2,87.5,0.3982,0.7634,44.7,0.3681,16.6,0
6,2,5,3,2,737.4444444,4,0,4,0,0,1723.03849,1,105.3,0.456,0.773,0.3926,21.8,44.1,96.7,0.4303,0.7415,42.2,0.3215,19.3,1
3,4,3,6,1,738.1818182,0,4,4,1,0,1581.314618,1,97.5,0.4698,0.7575,0.3418,24.6,42.5,90.9,0.4328,0.7376,40.8,0.3584,19.9,0
7,1,3,6,1,834.3636364,1,3,4,1,0,1658.16466,1,96.1,0.4494,0.7865,0.3272,20.4,42.6,91.7,0.4289,0.6976,41.6,0.3038,20.7,1
7,1,4,4,1,854.2222222,3,1,4,0,2,1685.295264,1,100.1,0.474,0.7463,0.3567,22,47.6,86.2,0.4176,0.6971,39.9,0.2881,17.6,1
4,5,2,4,1,654.2857143,3,1,4,1,3,1609.719933,1,87.3,0.4339,0.7714,0.3675,19.7,40.7,85.9,0.4293,0.7606,41.6,0.3375,17.1,1
7,0,8,3,1,758.8888889,2,2,4,0,1,1793.570653,1,92.5,0.4478,0.733,0.3948,21.8,41.2,87.5,0.4434,0.719,44,0.3557,18.4,1
4,1,2,8,0,824.6,1,3,4,1,0,1590.388154,1,97.1,0.4527,0.8092,0.3759,20.4,40.5,92.9,0.4444,0.7486,39.1,0.3293,20.9,0
1,8,2,5,0,596.5,3,1,4,0,0,1533.8769,1,87.3,0.4248,0.748,0.2908,18.4,40.7,90,0.4447,0.7661,41.4,0.3529,20.1,0
6,1,7,2,2,740.0833333,0,3,3,0,0,1747.615212,1,95.6,0.4376,0.7967,0.3213,19.4,43.3,96.1,0.4445,0.7879,44,0.3374,16.9,1
4,5,3,4,1,780.1428571,2,2,4,0,4,1488.923427,1,92.7,0.4237,0.7295,0.3195,17.7,43.3,93.7,0.4348,0.7235,41.5,0.3599,18.5,0
6,2,4,5,1,666.1,0,4,4,0,1,1702.450184,1,89.7,0.4254,0.7227,0.3444,19.4,41.9,81.4,0.4075,0.7306,42.9,0.2551,17.7,1
6,1,3,6,1,834.3636364,0,4,4,0,0,1654.353084,1,96.2,0.4496,0.8134,0.3254,20.2,42,90.5,0.4214,0.697,41.8,0.2754,20,1
3,5,2,5,2,914.5555556,1,2,3,0,0,1559.04374,1,100.1,0.4595,0.7944,0.405,22.1,43.7,99.4,0.4636,0.6865,40.1,0.357,22,0
2,7,0,6,0,696.2222222,3,0,3,0,0,1410.726847,1,96.7,0.4419,0.6601,0.3666,20.5,47.1,93.5,0.4291,0.7785,43.2,0.3028,19,0
7,2,1,3,1,801.1111111,3,1,4,0,0,1571.681626,1,100.2,0.4676,0.6995,0.3619,21.3,41.9,90.3,0.4195,0.7032,41.3,0.3379,19.5,1
1,5,3,7,1,620.7777778,2,1,3,1,0,1431.678955,1,98,0.4649,0.761,0.3771,24.5,42.4,96.8,0.4634,0.7163,36.8,0.3887,21.7,1
6,1,5,3,2,737.4444444,3,0,3,1,0,1743.70247,1,106.3,0.4653,0.758,0.4061,23.2,43.9,97.6,0.4429,0.7183,42,0.3611,19.4,0
9,1,1,6,2,775.2,1,2,3,0,0,1703.572887,1,94.2,0.4434,0.7264,0.324,22.5,45.9,86.4,0.4206,0.7075,41.1,0.2695,19,0
7,1,4,4,1,641.9,3,1,4,1,0,1621.447845,1,99,0.4546,0.7932,0.4065,23.9,44.8,92.3,0.434,0.7708,40.8,0.304,22,1
3,5,3,4,2,1061.857143,3,1,4,1,0,1561.808183,1,92.7,0.4229,0.7318,0.3206,16.7,43.8,95.4,0.4493,0.7617,43,0.3942,20.4,0
5,1,5,3,2,829.5,2,0,2,0,0,1734.27077,1,107.9,0.471,0.7562,0.4259,24.1,43.4,97.4,0.4363,0.7183,42.9,0.3411,19.6,1
2,6,1,7,0,725.5,2,2,4,1,2,1456.05658,1,89.9,0.4397,0.7981,0.3436,19.3,38.5,89.7,0.4657,0.7707,39,0.3422,20.8,1
1,4,3,7,1,550.9,1,2,3,0,1,1435.81327,1,100,0.471,0.7523,0.3891,24.6,41.8,99.2,0.4744,0.7218,35.5,0.4271,23,0
6,0,8,3,0,675.125,2,2,4,1,2,1792.732716,1,91.3,0.4407,0.7492,0.3898,20.7,41.2,88.3,0.4403,0.7216,44.2,0.3946,19.3,1
5,2,3,4,0,696.7,2,2,4,1,0,1680.862223,1,95,0.4757,0.6798,0.3683,19.1,43.5,91.2,0.4434,0.78,39.5,0.3345,17.8,1
1,7,2,5,0,596.5,2,2,4,0,0,1537.683926,1,88.5,0.4324,0.7624,0.3103,19,40.8,91.8,0.4519,0.7744,40.3,0.3625,20.6,0
6,1,2,6,0,915.375,3,1,4,0,0,1643.211664,1,99.5,0.4581,0.7948,0.3237,20.3,44.6,93.4,0.4296,0.8044,42.9,0.2938,18.5,1
7,2,2,3,2,946.25,3,1,4,0,1,1602.339013,1,96.2,0.4682,0.7461,0.3143,20.8,42.8,90.4,0.4325,0.7503,40.9,0.264,19.7,1
2,4,2,7,0,570.5454545,1,3,4,0,1,1424.036268,1,91.1,0.4487,0.7132,0.2989,19.6,42.8,81.5,0.3709,0.7211,43.4,0.2847,16.1,0
6,1,4,3,1,960.75,3,1,4,0,1,1688.243234,1,98.7,0.4682,0.7377,0.3472,21.6,46.4,86.8,0.4135,0.7048,41.6,0.2265,17.7,1
2,6,0,6,0,754.625,3,1,4,0,0,1413.354008,1,96.3,0.4456,0.6503,0.3743,20.5,47.4,91.9,0.4219,0.7944,42.8,0.2825,18,0
4,4,1,4,1,761.125,3,1,4,0,1,1618.902593,1,89,0.4385,0.7949,0.3705,20,40.7,85.9,0.426,0.7741,41.3,0.33,17.3,0
3,4,3,4,2,1023.5,2,1,3,0,0,1581.359878,1,92.6,0.4218,0.729,0.3219,16.8,43.4,94.4,0.4458,0.771,42.7,0.399,20.6,0
2,5,1,7,0,662.4285714,1,3,4,0,2,1465.572373,1,90.1,0.4367,0.8083,0.3203,19.4,38.5,89.8,0.4609,0.7624,40.3,0.3283,21.6,0
2,2,4,5,0,565,1,2,3,0,0,1504.706871,1,97.9,0.4661,0.6882,0.3528,22.7,41,94.1,0.4137,0.7493,43.3,0.3304,19.6,0
5,2,5,2,1,801.3333333,2,1,3,0,0,1720.682484,1,95.9,0.458,0.7504,0.3208,19.2,41.4,96,0.4639,0.6878,39.7,0.3769,22,1
9,0,1,5,1,808.875,2,2,4,0,0,1702.361405,1,103.4,0.4825,0.7346,0.4268,23.7,43.6,93.4,0.4553,0.6949,40.1,0.3144,20.1,0
7,1,1,3,1,856.375,3,1,4,0,1,1581.766963,1,100.5,0.4724,0.6845,0.3562,22.7,40.9,91.6,0.4251,0.7188,41.9,0.3391,20.3,0
3,4,2,5,2,914.5555556,0,4,4,0,0,1565.644501,1,101.2,0.458,0.7831,0.3963,22.6,44.1,99.1,0.4714,0.6703,39.4,0.3482,22.2,0
4,1,5,3,2,829.5,1,1,2,0,0,1727.225429,1,108.2,0.4733,0.744,0.4138,24.3,43.9,99,0.4438,0.6941,43.3,0.3325,20.6,1
5,1,2,6,0,847.1111111,3,1,4,0,0,1641.225885,1,101.3,0.4709,0.788,0.3261,21.1,44.6,94.5,0.4329,0.8213,41.9,0.302,19.2,1
7,1,2,3,2,946.25,2,1,3,0,1,1608.252689,1,97.5,0.478,0.7274,0.3518,21.8,43,89.9,0.4175,0.7554,42,0.2515,18.5,0
6,0,4,3,1,960.75,2,2,4,0,1,1696.853928,1,96.2,0.4625,0.7223,0.3421,21.4,46.1,86.7,0.4146,0.6947,41.4,0.2426,18.2,0
1,6,0,6,0,754.625,2,2,4,0,0,1401.988599,1,94.4,0.4482,0.6652,0.3487,20.2,46.1,91.1,0.4238,0.7796,42.6,0.3031,19.1,1
5,1,5,2,1,698.4444444,1,3,4,1,0,1728.065822,1,95.5,0.4608,0.7504,0.3351,19.9,39.5,97.5,0.465,0.685,40.5,0.408,22.5,0
