home_w_visitor,home_l_visitor,away_w_visitor,away_l_visitor,top_players_visitor,eff_visitor,HG_7days_VISITOR,AG_7days_VISITOR,G_7days_VISITOR,back2back_visitor,missing_players_visitor,visitor_elo,month,Away_Last_10_Avg_PTS_home,Away_Last_10_Avg_FG_PCT_home,Away_Last_10_Avg_FT_PCT_home,Away_Last_10_Avg_FG3_PCT_home,Away_Last_10_Avg_AST_home,Away_Last_10_Avg_REB_home,Away_Last_10_Avg_PTS_away,Away_Last_10_Avg_FG_PCT_away,Away_Last_10_Avg_FT_PCT_away,Away_Last_10_Avg_REB_away,Away_Last_10_Avg_FG3_PCT_away,Away_Last_10_Avg_AST_away,home_team_wins
11,22,9,23,0,275,2,1,3,0,1,1340.866738,3,104.5,0.4737,0.7636,0.3474,24.8,44,104.9,0.4549,0.792,39.1,0.3477,22.6,1
11,22,9,23,1,802.5555556,3,1,4,1,0,1329.469141,3,111.8,0.478,0.7386,0.3623,23.3,45.2,110,0.4615,0.7364,39.8,0.3458,24.4,0
10,21,12,21,0,443.6,2,1,3,0,0,1366.707394,3,105.2,0.4569,0.7295,0.3564,25.8,43.1,104.6,0.457,0.7535,44.6,0.3258,24.2,0
25,8,18,13,1,1090.888889,1,2,3,0,0,1583.091061,3,116.2,0.5164,0.7863,0.3952,29.2,42.6,108.3,0.4675,0.7226,38.8,0.3378,25.2,1
23,9,19,12,1,907.125,3,1,4,0,0,1613.715502,3,111.5,0.423,0.7646,0.3406,21.6,45.9,116,0.4559,0.8021,49,0.3655,19.4,0
11,22,9,22,1,786.2,3,0,3,0,0,1333.843435,3,109.2,0.4716,0.7266,0.3353,22.9,46.7,109.9,0.4572,0.7349,40.2,0.3434,23.9,1
11,25,8,20,1,931.4285714,3,0,3,0,1,1315.733506,3,114,0.4863,0.7506,0.374,28.3,44.7,111.7,0.4843,0.7086,41.2,0.384,25.4,1
8,24,11,20,0,766,3,1,4,0,2,1353.113789,3,121.1,0.4806,0.7078,0.3434,27.9,45.4,123,0.4949,0.7173,44.1,0.3509,26,1
16,15,13,20,1,773.5,0,3,3,0,0,1489.297817,3,115.2,0.4659,0.8015,0.3464,28.9,41.9,121.8,0.5075,0.8053,44.2,0.4105,27.3,0
18,15,21,11,0,769.875,3,0,3,0,0,1579.549269,3,114.2,0.4479,0.688,0.3345,25,48.8,112.8,0.4668,0.7046,46.4,0.3447,24.9,1
13,22,13,16,0,736.375,3,0,3,0,2,1457.703895,3,112.8,0.48,0.8582,0.3858,25.6,41.1,115.1,0.482,0.8209,40.5,0.375,26,1
25,7,18,13,3,1044.272727,1,2,3,0,1,1622.417813,3,114,0.4489,0.7905,0.3463,23.6,47.2,112.1,0.4487,0.7779,45.5,0.3545,22,0
18,14,11,20,0,761,3,1,4,0,0,1463.095359,3,112.6,0.4457,0.7498,0.3454,24.3,46.4,114.5,0.4417,0.7723,47.3,0.3459,24.1,0
10,21,12,20,0,608.2,3,0,3,0,0,1371.954105,3,101.7,0.4403,0.7502,0.3362,25,42.6,102.3,0.4566,0.7274,46.3,0.3274,23.3,1
28,3,25,8,0,534.25,1,3,4,1,0,1725.180105,3,115.1,0.4553,0.8052,0.3562,26.7,50.1,107.1,0.4368,0.7709,44.7,0.2972,21,1
23,9,22,9,1,763.375,0,3,3,1,0,1653.943428,3,114.9,0.4617,0.7998,0.3527,27.8,46.7,108.6,0.4265,0.8059,42.2,0.3324,23.9,0
13,20,8,22,0,930.5,2,1,3,0,1,1335.961004,3,114,0.4917,0.7161,0.3575,25.5,42,111.9,0.4865,0.7593,41.1,0.3774,24.5,1
13,19,14,17,0,845.5714286,3,1,4,0,0,1528.074098,3,119.1,0.4721,0.7261,0.3568,30.1,48.8,118.4,0.4825,0.6994,43.2,0.3733,28.6,0
23,7,25,6,2,914.3636364,2,1,3,0,0,1672.517164,3,112.8,0.4639,0.7678,0.3152,25.4,48.2,108.2,0.4592,0.7014,42.9,0.3363,24.7,0
20,13,19,11,0,848.25,1,2,3,0,0,1599.099077,3,113.9,0.4842,0.759,0.3663,23.5,44.8,110.8,0.476,0.8294,39.8,0.3363,23.3,0
28,3,25,7,0,813.3636364,1,3,4,0,0,1742.908464,3,112.9,0.4523,0.7973,0.3453,26.5,49.8,105.1,0.4238,0.7907,45.5,0.2929,20.5,1
27,4,13,19,0,698.5,2,1,3,0,1,1564.144039,3,119.3,0.484,0.7827,0.433,27.8,43.9,111.5,0.4597,0.7615,41.7,0.3438,26.6,0
21,10,17,15,0,691.7777778,0,3,3,0,0,1554.564656,3,110.9,0.4839,0.8132,0.3394,26.9,45.5,102.1,0.4318,0.7448,43.3,0.3261,21.5,0
16,15,12,20,1,740.4545455,1,2,3,0,0,1457.406595,3,118.1,0.4742,0.8028,0.3657,30.1,42.6,121.8,0.5125,0.8188,42.4,0.4089,28.5,0
15,14,11,21,1,874.2857143,1,2,3,0,1,1492.668742,3,116,0.5021,0.7715,0.4347,25.9,42.9,111.4,0.4634,0.8242,40.9,0.3766,25,1
11,22,9,22,0,281.1111111,2,1,3,1,1,1349.483494,3,104.1,0.4791,0.7604,0.3606,25.4,41.7,106,0.4633,0.7885,40.3,0.3552,22.9,1
23,9,21,9,1,937.25,0,3,3,0,0,1647.848758,3,115.5,0.4624,0.7799,0.3669,27.6,46.5,108.6,0.4235,0.8114,43.2,0.3292,23.9,0
21,9,18,13,1,852.25,1,2,3,0,0,1605.533242,3,117.4,0.4706,0.7898,0.3238,21.9,47,114.3,0.4417,0.7869,45,0.3562,22.8,1
21,9,19,13,1,1070,0,3,3,1,0,1576.340753,3,110.3,0.4576,0.7951,0.357,21.5,42,115.8,0.5031,0.8003,41.9,0.4224,24.4,0
24,8,18,12,1,1090.888889,2,1,3,0,0,1575.625445,3,118.4,0.5175,0.8105,0.3928,29.1,41.7,112.3,0.4822,0.7826,38.3,0.3565,25.7,1
13,19,6,26,0,704.7777778,2,1,3,1,0,1349.513786,3,122.7,0.4776,0.8394,0.3922,27.4,45.3,117.8,0.4714,0.7722,44,0.3568,25.6,1
28,2,10,23,1,633.625,0,3,3,0,0,1561.172511,3,117.5,0.5123,0.7903,0.3883,26.4,45.6,109,0.4404,0.7415,41.4,0.3711,23.1,1
14,16,13,19,0,944.5454545,3,0,3,0,0,1493.943178,3,113.9,0.4771,0.7967,0.3514,23.4,42.9,113.4,0.4596,0.7792,43.8,0.3795,25.3,0
13,19,6,25,0,665.7142857,3,0,3,0,0,1353.849347,3,124.9,0.4756,0.8411,0.3788,27.9,46.5,120.1,0.4652,0.7775,46,0.3575,26.1,1
15,14,11,20,1,770.625,2,1,3,0,0,1506.154208,3,114.6,0.5023,0.7755,0.4416,25.5,42.7,111.1,0.4613,0.8246,41,0.3829,25,1
20,13,18,11,0,762.1818182,1,2,3,0,0,1589.763873,3,114.7,0.4844,0.7576,0.3903,23,44.4,109.4,0.4722,0.8235,41.3,0.342,22.6,0
21,9,18,13,1,1070,1,2,3,0,0,1564.594139,3,112.2,0.4667,0.7887,0.3649,21.6,41.1,117.3,0.5069,0.8003,42.7,0.4241,24.6,0
21,10,16,15,0,690.625,0,3,3,0,0,1549.606124,3,112.4,0.4957,0.8006,0.3503,26.7,44.7,103.7,0.4274,0.7561,44,0.3292,21.8,0
16,15,11,20,1,773.5,2,2,4,0,0,1442.884373,3,115.8,0.4651,0.8014,0.3637,29.9,43.6,119.7,0.497,0.8196,44.1,0.4141,28,0
27,4,13,18,0,725.7777778,4,0,4,0,1,1570.484382,3,118.4,0.4812,0.7995,0.4286,27.3,42.6,112.4,0.4661,0.7652,41.7,0.3529,27.5,1
17,14,14,17,0,521.6666667,2,2,4,0,0,1569.87577,3,109.3,0.4404,0.7716,0.3176,24.2,46.5,108.6,0.4327,0.7025,51.9,0.3264,23.6,1
17,13,11,22,1,714.7777778,1,2,3,0,1,1505.146916,3,115.9,0.4766,0.7739,0.3841,25.8,44.8,113.1,0.4592,0.7825,45.9,0.3715,22.8,1
28,3,25,6,1,1037.2,2,2,4,0,0,1752.923183,3,113.9,0.4553,0.7983,0.3694,27.2,50.1,105.9,0.4238,0.789,45.9,0.2976,20.6,1
24,8,17,12,1,1090.888889,2,1,3,0,1,1572.588302,3,116.7,0.51,0.7927,0.3893,28.7,42.9,110.7,0.4725,0.7648,39.7,0.349,25.1,0
25,6,17,13,3,1065.166667,2,1,3,0,0,1615.20229,3,116.6,0.4648,0.7719,0.3873,26.6,46.3,113.7,0.4622,0.7756,44.8,0.3613,22.8,0
28,2,9,23,1,633.625,1,2,3,0,0,1542.573383,3,118.6,0.5124,0.7781,0.4064,27.5,46.9,107.2,0.4323,0.743,40.9,0.349,23.2,0
23,9,20,9,1,763.375,1,2,3,0,0,1643.858198,3,114.8,0.4669,0.7857,0.3694,26.8,46,108,0.4236,0.8035,43.2,0.3422,23.9,0
23,7,18,12,0,657.7142857,2,1,3,1,0,1628.622087,3,115,0.4319,0.7784,0.3563,20.5,45.4,116.8,0.4495,0.8109,50.9,0.3631,20.3,0
20,13,17,11,0,946,2,1,3,1,0,1584.769023,3,114.8,0.4892,0.7809,0.3701,22.4,45,108.1,0.4536,0.8266,41.7,0.3292,22,0
21,10,16,14,0,620.25,1,2,3,0,0,1553.554225,3,111.1,0.4953,0.7915,0.3514,26.7,43.8,105.2,0.4318,0.7567,44,0.348,22.4,1
16,15,11,19,1,907.4444444,2,2,4,0,0,1444.937371,3,114.7,0.4599,0.7898,0.3437,29.5,43.9,118.7,0.4899,0.8206,44.5,0.3998,27.4,1
17,14,13,17,0,521.6666667,2,2,4,0,0,1539.501098,3,113.3,0.4604,0.761,0.3569,26.1,47.3,107.5,0.4306,0.7007,50,0.3047,24,0
21,9,17,13,1,1039.7,2,1,3,0,0,1559.035256,3,113.5,0.468,0.7762,0.3632,21.4,42.5,117.5,0.5017,0.7846,43.3,0.4388,23.4,0
13,19,8,21,0,843.75,1,1,2,0,0,1345.900565,3,117.1,0.5066,0.7089,0.3815,25.4,41.8,113,0.4831,0.7463,41.1,0.3777,26,1
12,19,14,16,0,845.5714286,3,0,3,1,1,1525.129737,3,119,0.4865,0.7189,0.3554,29.3,46.3,120.6,0.4982,0.7191,43.3,0.3906,29.6,1
14,15,8,23,1,482,1,3,4,1,2,1398.854367,3,117.1,0.4676,0.7502,0.3512,24.3,45.8,117.6,0.4858,0.747,43.4,0.3933,22.8,1
15,14,10,20,1,770.625,3,0,3,1,0,1502.68303,3,117.2,0.5135,0.7713,0.4431,25.8,43.9,110.9,0.4578,0.7996,40.5,0.3966,24.6,0
16,13,10,20,0,730.4545455,0,3,3,0,0,1456.466307,3,113.2,0.4548,0.7597,0.3499,25.7,48.6,107.4,0.4257,0.7608,45.7,0.3189,23.8,0
7,22,10,20,0,766,1,2,3,0,1,1356.904572,3,124.4,0.493,0.7239,0.377,27.6,45.7,121.4,0.4738,0.7538,43.7,0.3697,23.9,0
25,6,16,13,3,1065.166667,2,1,3,0,0,1596.031857,3,120,0.4734,0.7802,0.3996,28.5,47.1,113.9,0.46,0.7624,45.3,0.3688,23.8,0
7,24,6,24,0,403.4,3,1,4,0,2,1318.625866,3,105.7,0.4558,0.8101,0.3205,25.9,42.9,114.9,0.4883,0.7302,41.9,0.3978,28,0
23,9,19,9,1,675.8571429,2,1,3,0,1,1637.380354,3,115.3,0.471,0.7892,0.3684,26.5,46.2,107.5,0.4295,0.8019,42.7,0.3497,25.1,0
28,2,9,22,1,633.625,1,2,3,0,0,1547.389619,3,117.8,0.5057,0.7615,0.3994,26.9,48.6,106.6,0.425,0.7251,41.7,0.3512,23.2,1
14,15,8,22,1,608.8888889,1,2,3,0,0,1402.218058,3,115.7,0.4614,0.7438,0.3564,24.8,45.5,116.8,0.4807,0.7503,45.2,0.3912,22.7,1
21,9,16,13,1,1070,3,0,3,0,0,1552.317646,3,111.7,0.4637,0.7738,0.3576,20.6,43.5,114.7,0.4884,0.7711,43.8,0.4133,22.7,0
21,8,18,12,2,996.3333333,2,1,3,0,0,1633.583494,3,118,0.4798,0.8063,0.3294,23.2,43.3,113.1,0.4514,0.788,44.9,0.3726,22.3,1
16,13,10,22,0,553.875,1,2,3,0,0,1473.208489,3,116.9,0.489,0.7458,0.3915,25.4,46.8,112.8,0.4547,0.7742,44.4,0.3698,21.3,0
17,14,12,17,0,521.6666667,2,2,4,0,0,1516.767559,3,115.2,0.4643,0.7589,0.3707,26,47.2,106.9,0.4334,0.708,49.2,0.3089,23.7,0
27,3,25,5,1,915.9166667,1,3,4,1,0,1769.824545,3,112.2,0.4512,0.7805,0.3499,26.5,50.5,108.2,0.4224,0.7761,48.4,0.3318,21.5,1
16,14,21,10,0,714.4,1,3,4,1,0,1579.802992,3,114.4,0.4617,0.722,0.3498,24.8,45.8,115.8,0.4738,0.7784,45.4,0.3766,25.2,1
21,10,15,14,0,782,2,1,3,0,0,1544.706796,3,111.9,0.4934,0.8001,0.3389,27.3,44.2,105.4,0.4342,0.7495,44.2,0.3483,23.1,0
27,3,24,5,1,939.4,1,2,3,0,0,1767.644298,3,114.5,0.4542,0.7655,0.3556,26.9,50.7,110.9,0.4293,0.7764,47.6,0.3398,22.9,0
16,14,20,10,0,608.3,1,2,3,0,0,1568.941481,3,116,0.4615,0.7737,0.3583,24.8,44.3,116.8,0.4798,0.7902,45,0.3971,25.1,0
28,2,9,21,1,691.6666667,2,1,3,0,0,1551.682709,3,117.9,0.503,0.7643,0.3952,27.1,48.4,104.2,0.4179,0.7441,42.4,0.3366,22.9,1
23,9,19,8,1,580.6666667,3,0,3,0,2,1648.474094,3,114.9,0.4704,0.8018,0.3655,25.5,46.7,105.9,0.4223,0.7776,43.2,0.3547,25.2,1
11,20,9,21,0,321.75,0,3,3,0,2,1361.679723,3,104.3,0.4918,0.7808,0.3394,26.4,42.3,102.6,0.4407,0.7966,41.3,0.3462,23.3,1
21,7,24,6,1,844.6,2,2,4,1,2,1648.577297,3,114.1,0.4865,0.7293,0.3476,27.8,46.4,109.8,0.4684,0.6849,41.8,0.3729,24.8,0
14,15,7,22,1,549.7,2,2,4,0,0,1387.072084,3,116.4,0.4648,0.7558,0.3652,25.1,43.8,116.9,0.4813,0.7388,46.2,0.3745,23.4,0
12,19,8,20,0,870.8571429,3,0,3,0,0,1345.96823,2,118.5,0.5187,0.7192,0.388,25.8,40.9,113.2,0.4911,0.753,40.6,0.354,26.1,1
16,13,10,21,0,553.875,2,1,3,0,2,1485.79312,2,116.7,0.4853,0.7314,0.3986,25,48.2,111,0.4443,0.7846,43.8,0.3702,21.5,1
16,13,10,19,0,802.6,1,3,4,1,0,1458.948977,2,113.5,0.458,0.7621,0.3572,25.8,48.5,105.8,0.4225,0.7591,45.6,0.3178,23.1,1
21,10,14,14,0,774.7,2,1,3,0,0,1538.869215,2,111.8,0.491,0.7878,0.3368,27.1,44.6,105.3,0.4221,0.7666,45.5,0.3535,22.1,0
21,7,24,5,2,787.2307692,2,1,3,0,0,1667.112603,2,114.9,0.4841,0.7283,0.3471,27.2,45.7,113.9,0.4787,0.7081,41.9,0.3921,25.5,1
21,8,17,12,2,996.3333333,2,1,3,0,0,1627.480497,2,118.7,0.4798,0.8167,0.3298,23.2,42.2,112.9,0.4543,0.7852,45.9,0.3756,22.7,0
16,14,11,18,1,907.4444444,1,2,3,1,0,1472.103525,2,114.2,0.4686,0.7615,0.3514,28.5,45.6,115.6,0.4819,0.7865,43.1,0.3998,27.4,1
7,23,5,24,0,530.6,3,0,3,0,3,1304.678124,2,107.7,0.4614,0.8395,0.3243,26.4,41.8,116.6,0.4951,0.7332,42.4,0.4025,29.6,0
7,21,10,19,0,766,1,3,4,0,0,1372.444383,2,124.8,0.4991,0.7652,0.4032,26.7,43,119.3,0.4626,0.7863,43.7,0.3557,23.3,1
16,13,10,18,0,675.8333333,1,2,3,0,0,1479.473947,2,110.7,0.4505,0.7503,0.3366,24.7,48.4,104.7,0.4183,0.7448,47.1,0.3127,22.6,1
9,18,11,20,0,572.2,2,1,3,0,1,1349.813289,2,102.8,0.4415,0.7313,0.3109,24.3,44.6,102.9,0.4573,0.7412,44.9,0.3509,24.8,0
16,14,20,9,0,762.2222222,1,3,4,0,0,1576.067035,2,113.7,0.4554,0.7714,0.3303,24.6,44.3,116.2,0.4741,0.7964,46.6,0.3951,24.6,1
12,15,12,19,0,1009.777778,0,3,3,1,0,1498.690415,2,114.4,0.4788,0.7477,0.3975,24.4,40,111.6,0.4657,0.767,44.7,0.3573,25.6,0
20,12,17,10,0,698.4,3,1,4,1,0,1614.018307,2,113.7,0.4915,0.7995,0.3634,21.5,42.1,110,0.4615,0.8174,42.6,0.3436,24.4,1
9,22,8,19,0,755.8571429,2,2,4,0,2,1317.836782,2,114.8,0.4738,0.7952,0.3708,25.8,44.9,115.7,0.4914,0.7214,42.9,0.3875,28.1,1
11,20,8,21,0,332.8888889,0,2,2,0,1,1352.472087,2,106,0.4829,0.7852,0.3455,26.6,42.8,103.6,0.4418,0.7989,42.9,0.3369,23.6,0
14,15,7,21,1,521.1818182,3,1,4,0,0,1390.233109,2,114.8,0.4594,0.744,0.3419,24.9,43.5,115.7,0.4769,0.7293,47.4,0.3707,23.6,1
23,7,17,11,1,909.6363636,2,1,3,0,0,1615.427931,2,117.2,0.5022,0.772,0.4033,28.4,42.8,111.9,0.4677,0.7956,42,0.3509,25.2,1
8,20,9,21,1,781.6,1,2,3,1,0,1325.790518,2,108.6,0.464,0.7057,0.3502,24.3,39.8,112.4,0.4678,0.7397,47.5,0.3443,24,1
16,13,10,20,0,559.4285714,3,0,3,0,2,1489.993748,2,118.5,0.492,0.7364,0.4183,24.9,48.5,111.7,0.4408,0.8203,43,0.3841,22,1
12,15,12,18,0,890.5555556,1,2,3,0,0,1501.175576,2,113.5,0.468,0.7553,0.4048,25,40.2,113.2,0.4706,0.7503,44.9,0.3742,25.3,1
21,7,23,5,1,734.6153846,3,0,3,0,0,1660.065468,2,118.2,0.4885,0.7026,0.3534,27.3,48.2,115,0.4781,0.7176,41.5,0.3949,25.6,0
8,20,9,20,1,839.3,1,1,2,0,0,1330.623983,2,107.6,0.4556,0.7075,0.3419,24,41.2,111.5,0.4614,0.7386,47.4,0.3457,23.5,1
27,2,9,20,2,826.7,2,1,3,0,0,1571.552955,2,119.9,0.4967,0.7637,0.3591,25.9,48.2,105.4,0.4101,0.7765,44.3,0.3178,21.6,1
16,13,10,17,0,843.3333333,1,2,3,0,0,1485.844492,2,113,0.4703,0.741,0.3465,25.6,48.2,105.9,0.4257,0.7608,45.3,0.3202,23.8,1
15,14,10,18,1,907.4444444,1,1,2,0,0,1457.179426,2,108.8,0.4628,0.7639,0.3626,27.1,44,109.5,0.4645,0.8075,43.5,0.3926,26.4,0
7,21,9,19,0,766,1,2,3,0,0,1360.192384,2,125.1,0.4948,0.7491,0.4109,26.6,43.2,119.7,0.461,0.7937,44.8,0.3637,23.2,0
16,13,12,16,0,472.2,0,3,3,0,0,1514.605913,2,114.7,0.4635,0.7488,0.3537,26.7,47.5,108.5,0.4425,0.716,48,0.3183,22.2,1
16,14,19,9,0,713.5555556,1,2,3,0,0,1566.809011,2,115.7,0.4598,0.7915,0.3483,25,44.1,115.3,0.4729,0.8059,47.3,0.3876,24,0
23,6,15,13,3,1197.9,2,0,2,0,0,1563.548136,2,116.9,0.4515,0.7745,0.3906,27,48,113.9,0.453,0.7775,46.8,0.3487,24.2,0
23,5,17,12,0,785.75,0,3,3,1,0,1644.527078,2,116.4,0.4563,0.7925,0.3879,20.3,43.2,113.2,0.444,0.8243,47.9,0.3694,19.9,0
8,18,11,19,0,555.5714286,1,1,2,0,1,1352.391413,2,102,0.4238,0.7411,0.2969,22.9,46.1,104.7,0.461,0.7589,44.7,0.352,25.3,1
26,3,23,5,1,1037.5,1,2,3,1,0,1745.278195,2,115.9,0.4638,0.7405,0.3438,27.3,50.4,115,0.4423,0.8101,48.6,0.3633,24.1,0
19,12,16,10,0,946,2,0,2,0,0,1609.101938,2,110,0.4748,0.8135,0.3532,21.8,43.2,109.5,0.4525,0.7948,44.5,0.344,24.2,0
11,20,8,20,0,332.8888889,1,1,2,0,1,1355.047476,2,103.7,0.4604,0.7769,0.3287,25.1,43.2,104.3,0.4529,0.7906,43.8,0.3336,23.8,1
11,17,14,15,0,905,0,2,2,0,0,1550.984053,2,118.3,0.4687,0.768,0.3655,27.2,46.2,119.7,0.4925,0.6933,46.6,0.3657,28.5,1
23,5,16,12,0,785.75,0,2,2,0,0,1634.307845,2,117.7,0.4593,0.8095,0.3889,20.6,44.2,111.8,0.4391,0.8181,46.4,0.3515,20.4,0
12,15,11,18,0,1009.777778,1,1,2,0,0,1489.421637,2,114.1,0.4699,0.7356,0.4136,25.1,40.7,114,0.468,0.7794,45.4,0.375,26,0
23,3,13,17,0,703.1428571,1,1,2,0,1,1563.596239,2,114.5,0.4723,0.7848,0.3989,24.9,41.2,107.7,0.4418,0.7637,45,0.3602,26.5,1
11,17,6,24,0,874.5714286,2,0,2,0,0,1357.072221,2,123.9,0.4788,0.8329,0.377,25.4,45.7,117.1,0.4627,0.8224,45,0.3557,24.4,1
26,3,22,5,1,927.9090909,1,1,2,0,0,1743.56676,2,117.6,0.4714,0.7561,0.3523,27.7,50.9,114.4,0.4321,0.8139,47.6,0.3612,24.3,0
15,14,9,18,1,907.4444444,1,0,1,0,0,1449.57906,2,107.2,0.4507,0.7702,0.3413,26.9,43.5,109.2,0.4619,0.8113,44.7,0.3977,25.7,0
8,20,9,19,1,845,1,0,1,0,0,1332.277876,2,106.3,0.4589,0.686,0.3402,23.9,42.2,110,0.4594,0.7382,45.4,0.3411,23.6,1
7,21,9,18,0,663.5714286,1,1,2,1,0,1363.620403,2,121.6,0.4887,0.7408,0.4024,27.1,41.9,118.7,0.4656,0.8191,44.9,0.3738,23.6,1
11,18,12,16,1,847.1,0,2,2,0,0,1454.27049,2,116.5,0.4868,0.8513,0.3907,25.8,46.3,105.1,0.4477,0.8275,38.7,0.3143,24.5,0
16,13,12,15,0,520.4444444,0,2,2,0,0,1526.680892,2,112.7,0.4696,0.7093,0.3438,26.6,46.6,108.4,0.4381,0.7266,47.9,0.3302,22.5,1
23,5,16,11,0,785.75,0,1,1,0,0,1637.307981,2,116.4,0.4511,0.8258,0.3808,20.1,44.1,111.5,0.4403,0.8164,46.8,0.3494,20.8,1
19,10,14,13,0,722,0,1,1,0,0,1538.062927,2,110.5,0.4867,0.7546,0.339,25.7,40.8,111.9,0.4561,0.829,45.4,0.3605,23.8,1
7,21,9,17,0,611.25,1,0,1,0,3,1365.823672,2,121.2,0.4788,0.7611,0.4001,27,43.2,120.2,0.4728,0.8271,44.6,0.3732,23.4,1
13,14,7,20,1,521.1818182,1,0,1,0,0,1393.708265,2,120.2,0.4745,0.7919,0.344,25.8,46.9,116.8,0.4657,0.7321,44.6,0.3641,25.1,1
14,12,10,19,2,878.3636364,0,1,1,0,0,1528.484749,2,117.2,0.5087,0.7721,0.4091,26.5,44.6,109.2,0.4548,0.7924,41.1,0.378,23.3,1
11,17,13,15,0,945,0,1,1,0,0,1542.829101,2,120.5,0.473,0.7668,0.3785,27.5,46.8,119,0.4917,0.7289,45.1,0.3494,27.2,0
11,20,8,19,0,374.5555556,1,0,1,0,0,1356.916523,2,105.5,0.4622,0.7937,0.3239,25.7,42.8,105.4,0.4605,0.7706,43.5,0.3407,24.5,1
12,15,10,18,0,1009.777778,1,0,1,0,0,1471.936334,2,116.7,0.4791,0.71,0.4303,26,40.5,116.1,0.4731,0.7819,45,0.3813,26.2,0
16,12,9,17,0,675.8333333,0,1,1,0,0,1471.961102,2,116.6,0.4911,0.7476,0.3391,25,47.3,104.1,0.4206,0.7493,43.3,0.3176,23.1,0
15,14,19,8,0,616.2727273,0,1,1,1,0,1572.838408,2,113.9,0.4559,0.8213,0.3582,23.9,40.4,117.7,0.4909,0.8352,47.4,0.4019,26.4,1
7,22,8,18,1,909.25,0,1,1,1,1,1285.022617,2,110.8,0.4589,0.7998,0.3497,24.8,44.5,119.7,0.5123,0.7363,43,0.3912,27.5,1
11,18,11,16,1,816.2,0,1,1,1,0,1445.041986,2,116.5,0.488,0.8508,0.3751,25.9,45.8,107.2,0.4628,0.8341,37.9,0.3239,25.3,0
26,2,9,19,3,924.0909091,1,0,1,0,0,1573.185604,2,117.4,0.4967,0.7498,0.3545,24.4,46.2,103.9,0.4221,0.7409,43.1,0.3194,23.2,1
19,8,16,12,2,996.3333333,0,1,1,0,0,1602.748275,2,118.4,0.4754,0.8153,0.3393,24.5,41.9,114.4,0.4589,0.8144,44.5,0.3753,22.3,0
15,14,18,8,0,795.7777778,0,0,0,0,0,1558.498303,2,113,0.456,0.8319,0.3773,24.1,40.4,116.2,0.4811,0.8211,48,0.3997,25.9,0
7,22,7,18,1,887.5,0,0,0,0,0,1271.210682,2,111.2,0.466,0.8024,0.3587,24.8,43.4,120.8,0.5145,0.7501,42.4,0.3949,28.4,0
19,10,13,13,0,962,0,0,0,0,0,1531.830579,2,112.5,0.4923,0.7692,0.3437,26.7,40.6,114.2,0.4727,0.8425,44,0.3926,25.3,0
11,18,11,15,1,800.6363636,0,0,0,0,0,1448.349106,2,116.1,0.4879,0.8291,0.3794,26,45.6,108,0.4595,0.8315,38.7,0.3442,24.7,1
23,5,15,11,0,785.75,0,0,0,0,0,1632.095408,2,117,0.4585,0.8056,0.3895,20.9,45.2,109.6,0.4401,0.8198,44.7,0.3391,20.8,0
21,7,17,10,1,1090.888889,0,0,0,0,0,1619.444836,2,114.3,0.4899,0.7505,0.3905,28.8,43.1,111,0.4634,0.7658,43.3,0.3741,24.9,1
14,12,9,19,2,988.7777778,0,0,0,0,0,1510.2243,2,117.4,0.5075,0.7792,0.4159,26.7,44.7,108.9,0.4522,0.7839,41.3,0.36,24.2,0
16,13,12,14,0,639,0,1,1,1,0,1531.085194,2,112.4,0.4743,0.7135,0.3549,26.6,46.3,108.8,0.4304,0.755,47.1,0.3348,22.6,1
11,17,12,15,0,877.5,0,0,0,0,0,1526.356656,2,119.6,0.4736,0.7508,0.3859,27.9,46.7,117.5,0.4758,0.7683,46.1,0.3282,26.2,0
25,3,21,5,1,907.5384615,0,0,0,0,0,1733.940722,2,116.5,0.4661,0.7324,0.3613,27.5,49.3,113.4,0.4338,0.813,48.4,0.3537,24.6,0
22,3,13,16,0,725.7777778,0,0,0,0,1,1571.906607,2,112.2,0.4633,0.7978,0.3852,24.9,42.8,106.2,0.4357,0.7701,44.8,0.3698,26.4,1
16,12,9,16,0,830.2222222,0,0,0,0,0,1475.848368,2,116.5,0.4882,0.7229,0.358,25.1,47.7,105.8,0.43,0.7587,43.9,0.3239,22.8,1
8,17,10,19,0,591.1666667,0,0,0,0,0,1359.226301,2,102.7,0.4215,0.7791,0.3062,22.8,45.6,105.1,0.4638,0.7184,44.9,0.365,25.6,0
16,13,12,13,0,639,0,0,0,0,0,1536.739457,2,110.7,0.4666,0.7155,0.3406,26.7,47.3,108.8,0.4342,0.7609,46.9,0.3448,22.8,1
19,8,15,12,2,870.4545455,0,0,0,0,0,1591.039465,2,119.6,0.4733,0.822,0.3574,24.7,42.1,111.9,0.4515,0.7939,45.3,0.3576,21.1,0
22,5,15,12,3,1053,0,3,3,0,0,1573.683577,2,111.7,0.4328,0.7576,0.355,26.8,48.4,112.6,0.4595,0.7841,46.6,0.3607,25,1
17,12,15,10,0,902,3,0,3,0,0,1581.875564,2,109.6,0.4728,0.7812,0.357,22.7,41.3,111.2,0.4725,0.7961,43.9,0.3686,23.4,0
9,17,6,23,0,704.7777778,1,3,4,0,0,1354.357741,2,129.4,0.5013,0.8345,0.4031,26.4,45.3,119.3,0.4721,0.8377,42.8,0.3454,24.1,1
