diff_home_wins,diff_home_losses,diff_away_wins,diff_away_losses,diff_avg_pts_home,diff_avg_pts_away,diff_avg_ast_home,diff_avg_ast_away,diff_avg_fg3_pct_home,diff_avg_fg3_pct_away,diff_avg_fg_pct_home,diff_avg_fg_pct_away,diff_avg_ft_pct_home,diff_avg_ft_pct_away,diff_avg_reb_home,diff_avg_reb_away
17,-20,1,1,13,4.4,1.7,1.1,0.0362,0.0241,0.0436,-0.0146,0.0298,-0.0406,0.7,2.2
3,-3,-3,4,10.8,8.6,4.3,0.9,0.032,-0.0043,0.0005,-0.0056,0.0594,0.0387,1.2,5.4
17,-17,2,-2,11.4,6.8,1.6,2.6,0.0781,0.0311,0.0122,0.008,0.0519,0.0151,-1.6,-2
-7,7,3,-1,-0.7,3.2,-3.1,-0.6,-0.0347,0.006,-0.0562,-0.0062,-0.0972,-0.0261,5.4,6.8
-2,1,-1,3,-0.2,-13.3,4.4,2.4,0.0081,-0.037,0.0549,-0.012,0.0439,-0.0656,-0.2,-6.3
4,-6,-1,2,9,5.9,0.9,-0.7,0.078,0.0729,-0.0012,0.0318,0.0579,0.0187,-4.1,1.6
2,-5,0,3,-0.8,-0.2,-3.6,-0.9,-0.0205,-0.0088,0.0054,-0.0043,-0.021,0.0422,-2.1,-1.2
13,-14,7,-6,-6.3,-6.7,-5.9,-3,-0.0287,0.021,-0.0149,-0.0416,0.0663,0.0523,-0.3,2.3
2,-1,1,-2,-3,-14.5,-4.1,-2.5,-0.0014,-0.0783,-0.0111,-0.074,-0.0369,-0.0871,4.5,5.7
-3,-1,-10,11,2.8,1.3,1,-0.2,0.0841,0.0412,0.0476,-0.0101,0.0918,0.1391,-3.8,-5.2
4,-8,-2,7,1.6,-0.6,-0.7,-2.8,-0.0173,0.026,-0.0071,-0.0123,-0.0782,-0.0336,3.2,5.1
-17,18,-11,11,-10.2,5.3,2.6,6.3,-0.0621,0.0596,0.0058,0.0489,0.0036,-0.0245,-4.1,-4.7
5,-7,15,-14,-2,-5.1,-0.5,0.2,-0.0454,-0.0165,0.0061,0.0202,0.0257,-0.0658,0.8,-2.8
3,-2,-6,7,19.3,13,1.8,1.3,0.045,0.0127,0.0341,-0.0049,0.0725,0.0364,4,-0.8
-4,5,-7,5,2.9,3.7,3.1,5.2,0.0514,0.0606,0.0738,0.0411,-0.028,-0.027,-8.6,-7.1
-2,0,-2,4,-6,6,-6.3,-0.5,-0.0006,0.0774,-0.0046,0.0695,-0.0159,-0.0068,-3.5,-0.8
4,-6,3,-2,-2.3,1,-0.6,-0.6,-0.0231,-0.0366,-0.0551,-0.0494,0.0283,0.0219,4.9,7.3
-5,4,-3,3,2.1,4.1,-1.7,-3.2,-0.009,-0.0126,0.0077,0.0102,-0.0189,0.0154,-2.8,0.7
2,-1,-7,7,0.1,6,-0.8,-2.1,0.0297,0.0229,-0.0177,0.0017,0.0152,0.0658,-1.4,3.3
3,-5,0,1,-1.2,5.2,-2.4,-3.1,-0.0319,0.0236,-0.0596,-0.0209,0.0148,-0.0208,1,10.1
-16,19,-12,9,-1.6,6.9,-1.1,5.8,0.0341,0.0782,0.024,0.0466,0.0418,0.0346,-7.5,-5.7
-12,11,-5,5,-0.4,5.7,-4,-3,-0.0471,0.0618,-0.006,0.0284,-0.0115,-0.0173,1,-0.5
-3,4,4,-4,5.4,10.6,-0.4,3.7,0.005,0.0146,-0.0224,0.0241,-0.1122,-0.0296,3.8,2.4
5,-6,6,-6,-2.6,-6.7,-8.2,-5.1,-0.0434,-0.0423,-0.0065,-0.0588,-0.0333,-0.0465,2.3,3.9
-5,11,-3,-1,-2.5,-2.1,2.3,0.8,-0.0632,0.0071,-0.0104,0.0199,-0.0102,-0.1273,1.3,-0.3
-1,0,0,0,9.5,9,-1.1,1.9,-0.0219,-0.0025,-0.006,0.0049,-0.0155,-0.0498,4.9,2
-9,7,-7,10,-2.8,6,-4.6,2.1,-0.0328,0.0715,0.0171,0.0427,-0.0004,-0.0174,-5,0.4
-12,12,-6,7,-18.9,-13.2,2.3,0.2,-0.0145,-0.0371,-0.0478,0.0063,-0.031,-0.0438,-2.2,1.6
-10,12,-10,9,-5.9,-10.8,3.6,-1.3,-0.0047,-0.0686,0.0263,-0.049,-0.0241,-0.0131,0.1,-1.9
-15,17,-10,8,-6.1,0.1,-1.9,0.1,-0.043,0.0199,-0.0443,0.0075,-0.0477,-0.0482,3.1,4.2
4,-5,8,-8,-11.2,-10.2,-2.7,-1,-0.0575,-0.016,-0.0248,-0.0345,-0.0672,-0.0605,1,6.4
-21,23,-3,1,-15.4,8.3,-0.9,5.9,-0.1077,0.0412,-0.0736,0.0578,0.017,-0.0031,-2,-0.2
3,-3,-2,4,3.2,0.5,3.3,-3,0.0327,-0.0082,0.0019,0.0092,-0.0008,-0.0003,2.3,1.1
1,-4,2,-1,-5.2,-2.7,-3.7,-2.5,-0.0069,0.0516,0.0089,0.0172,-0.0793,-0.0286,-1,-4
1,0,0,0,-6.3,0.4,-1,-1.6,-0.1256,-0.0391,-0.0699,-0.0307,-0.0294,-0.0573,3,8.9
-10,8,-9,11,-2.2,2.5,1.5,2,-0.0235,0.0084,-0.0071,-0.0083,-0.0212,-0.1001,0.2,1.9
2,-2,1,-1,2.2,0,-1,-4.8,-0.0176,-0.0576,-0.034,-0.0516,-0.0168,-0.0009,4.6,8.5
-8,9,-8,7,3.3,9.9,-1.4,4.1,0.0283,0.0539,0.0043,0.0647,-0.1103,-0.0116,-3.2,-3
-8,7,0,0,7.3,2.2,-1.6,-3.3,0.0086,-0.0417,0.0251,-0.0197,-0.0959,-0.0933,2.9,-0.9
-15,15,1,-1,1.4,8,2.5,1.1,-0.074,0.0326,0.0021,0.0197,-0.0707,-0.0495,4.6,2.3
0,0,7,-6,6.8,6.8,1.7,1.4,0.0234,0.0272,0.0207,0.0358,-0.0632,0.0197,0.6,-6.4
-6,9,2,-6,-6.5,-1.1,-0.8,3.2,-0.0218,-0.0017,-0.0061,0.0167,0.0705,0.044,-3.1,-6
-6,4,0,0,-0.4,4.5,-0.6,4.8,-0.0324,0.0591,0.0185,0.0462,-0.0469,-0.088,-3.8,-2.8
-15,12,-5,8,-19.4,-9.4,-5.4,-2.1,-0.0888,-0.0121,-0.0929,-0.0269,-0.0438,-0.0117,2.4,7.7
-4,2,1,0,1.4,0.7,-3.3,-0.2,-0.0512,0.0076,0.0192,-0.0163,0.0151,0.0258,-0.6,-1.8
-14,13,4,-4,-3.3,3.9,-3.9,2,-0.0386,0.0138,-0.0362,0.0289,0.0114,0.026,-3.8,2.5
-16,15,-13,15,-12,9.7,-1.6,5.2,-0.0751,0.0867,-0.0173,0.0794,0.0108,-0.0819,-4.3,-1.2
-14,17,-10,8,-2.4,-5.3,6.4,7,-0.0061,0.0161,0.0444,0.0398,-0.0106,-0.1028,-1.6,-8.8
-9,7,-8,11,-9.5,-3.7,3.1,1.5,-0.0168,0.0291,-0.0034,-0.0063,0.0051,-0.03,-2.3,-1.3
6,-7,9,-8,0.4,1.8,0.7,-1.4,0.0147,-0.0378,-0.0479,-0.0061,-0.0055,0.0255,5.3,4.2
10,-11,2,-1,3.6,-6.7,-3.3,0.4,0.0801,-0.0494,0.0165,-0.0364,0.0024,-0.0625,-0.6,-1.4
-1,-1,-2,3,-1,4,-0.9,0,-0.0176,0.03,-0.0139,0.0016,-0.0141,0.0642,-1,-1.4
-11,11,-8,9,-0.9,-6.5,3.5,0.8,-0.0014,-0.0872,0.0078,-0.0431,-0.0547,-0.0545,1.8,0.1
-6,3,3,-1,8.7,9.6,4.1,-1.3,0.0057,-0.0074,-0.0111,-0.006,-0.0007,-0.0008,5,2.4
4,-5,7,-5,-5.6,-5.9,-4.9,-4.5,-0.0278,-0.0254,-0.028,-0.023,-0.0091,0.0486,-0.2,1.6
2,-2,3,-1,-2,-3.5,1.2,-1.3,0.0243,-0.0107,0.0066,-0.02,0.007,0.0379,-0.1,2
-6,5,2,0,-17.7,-9,-2.5,-1.9,-0.1507,-0.0547,-0.0997,-0.0127,-0.012,-0.0523,0.9,8.9
7,-7,8,-8,1.4,6.5,-5.3,-3.7,0.0323,0.0575,-0.0121,0.0235,0.0136,0.0505,-3.3,2.8
5,-4,4,-4,-8,-2.7,0.6,6,-0.0289,0.0103,-0.0201,0.0158,0.0107,-0.0432,1.1,0.7
-5,6,1,-2,-3.7,-6.4,-5.6,-0.6,-0.027,-0.0307,0.0207,-0.0055,0.0153,0.0341,-2.4,-3.2
17,-17,11,-12,13.7,-5.9,3.6,-4.4,0.1038,-0.0637,0.0605,-0.0274,-0.0185,0.0528,-0.3,-2.1
-12,12,-6,7,-4.6,1.3,-1.6,0.8,0.0038,0.0018,0.0094,0.034,0.0675,0.0263,-2.9,-4.6
-7,5,16,-16,-5.2,5.2,0.5,1.8,-0.0728,0.0107,-0.0359,0.0509,-0.0184,-0.0102,-2.8,0.9
-1,0,5,-3,-3.2,-8.6,-0.6,1.8,0.0098,-0.0405,0.0074,-0.0266,0.0124,0.0043,-3,-0.7
-12,14,-8,7,3,-1.9,6.9,4.9,0.0025,-0.0444,0.0229,0.0002,-0.006,-0.0773,0.1,-1.8
-12,12,-9,10,-4.5,-0.5,2.5,2.7,0.0438,-0.0182,0.004,0.0216,-0.0814,-0.0791,-2.1,-0.3
0,1,1,-3,-1.3,2.9,3.5,5.4,-0.0239,0.0234,-0.0141,0.0222,0.0264,0.0231,-2.7,-0.9
-4,4,-6,8,12.1,11.2,2.2,1.5,0.0256,0.0381,0.022,0.0225,0.0699,0.0941,-0.3,-4.6
-2,1,-12,13,6.1,4.6,-0.2,6.5,0.0685,0.028,0.031,0.0346,-0.0105,-0.0132,-8.2,-5.9
-4,5,-13,11,5.1,-1.7,1.3,0.9,0.0523,0.0078,0.0606,0.0105,-0.0058,-0.0225,-4.5,-4.9
-6,3,-5,6,5,4.4,-0.8,1.4,0.0949,0.0323,0.0146,0.0157,-0.0285,0.0429,1.5,-3.1
-18,15,-12,15,-13.5,-7.1,-3.4,1.3,-0.0571,0.0266,-0.0297,0.0294,-0.0319,-0.0465,-6,-0.6
-9,7,-10,10,10.6,4.4,3.5,-1.5,0.0396,-0.0207,0.0458,-0.0093,-0.0156,-0.021,-0.9,-2.4
-4,4,7,-8,-0.7,7.2,1.7,0.3,-0.0091,0.0158,-0.0424,0.0337,0.0146,0.0346,0.1,3.8
0,-2,-2,4,4,3.6,3.5,-1,0.054,-0.0156,0.0404,0.0425,-0.0052,-0.007,-3.9,-2.3
1,-5,4,-2,8.9,6.5,-1.4,1.4,0.053,-0.0042,-0.013,0.0156,-0.0389,-0.0301,-1.5,3.5
-9,10,-10,10,2.6,7.6,0.2,4.9,0.01,0.0003,-0.0167,0.0144,0.0099,0.0107,-0.5,5.3
-7,8,-1,2,-10,-1.9,1.1,5.3,-0.0359,0.0066,-0.0056,0.0076,0.0663,-0.0201,-2.6,-3.3
-4,1,1,2,-9,-2.9,-0.9,-1.8,-0.0215,-0.0213,-0.0481,-0.0227,-0.0021,-0.0398,-1.3,6.4
-4,5,-4,4,9.7,8.1,1.6,4.6,-0.0195,-0.0112,-0.0043,0.014,0.086,0.0394,-1.6,1
8,-9,3,-1,6,6.8,1.3,4.8,0.0688,0.0437,0.0297,0.031,-0.0017,0.0013,-5.6,-2.9
-12,12,-6,6,3.7,9.3,0,6.4,0.037,0.032,-0.0094,0.0658,-0.005,-0.0619,0,-2.9
-5,7,-12,12,-0.6,-7.6,-1.2,-2.3,0.0031,-0.0774,-0.0184,-0.0515,0.0321,0.0083,1.1,7.9
2,-3,1,0,-3.6,2.2,-2.8,-2.2,0.0614,0.0149,-0.0261,0.0064,-0.0289,0.0365,0.9,1.7
-2,-1,-1,2,2.7,-8.1,-2.1,-2.8,0.0729,-0.0319,0.0387,-0.0386,0.0018,0.0196,1.4,-2.4
4,-3,8,-8,4.7,-8.5,-0.8,-3.8,0.0494,-0.0348,0.0264,-0.0242,0.0096,0.1,1.7,-5.5
8,-7,1,-1,-15.3,-6,0.3,3.8,-0.0545,0.051,-0.0448,0.0138,-0.0031,0.0143,1.1,0.9
-5,5,-4,7,13.1,14.9,0.9,2.6,0.0338,0.0486,0.029,0.0476,0.0843,0.0912,-3.8,-1.7
14,-10,8,-12,11.7,3.6,1.1,0.7,0.0619,-0.0062,0.0296,-0.0268,0.075,0.0371,2.1,-3.3
7,-10,-7,9,6.9,-4.8,2.2,3.2,0.0971,-0.0414,0.0369,-0.0248,-0.0027,-0.0415,-1.9,-3
4,-2,0,-2,3.7,-4.6,1.9,-3.1,-0.0299,-0.0521,-0.0023,-0.0334,0.0223,-0.0739,7.3,3.8
6,-9,7,-5,0.4,3.1,5,-0.9,-0.015,0.0052,-0.0378,-0.0291,-0.053,-0.024,8,6.3
2,-5,6,-3,4.2,2.4,1.6,0.6,-0.0082,-0.0304,-0.0048,-0.007,-0.0447,-0.0264,1.8,4.2
0,-1,5,-5,7.2,2.9,-1.3,1.8,0.0332,0.0255,-0.0068,0.0235,0.079,0.0315,1.3,-4.8
6,-6,9,-8,-3.6,-2.2,-4.6,-1.3,0.016,0.0487,0.006,0.0082,0.0398,0.0704,-0.3,-4
0,-1,-1,2,-1.4,-0.2,-1.1,-1.5,-0.0281,-0.0166,-0.0496,-0.0207,0.0058,-0.0081,6.1,4.7
19,-18,0,0,9.4,-9.3,1.1,-2.4,0.0233,-0.0213,0.037,-0.0636,0.0597,0.03,8.4,-4.3
4,-3,4,-6,-8.8,-7.2,2.2,0.6,-0.0802,-0.0337,-0.0033,-0.0233,0.035,-0.0441,-5.3,3.7
7,-3,5,-8,-1,-2,-3.3,-0.7,-0.0529,-0.0208,0.0209,-0.0042,0.0354,0.0521,2.1,-2.3
-14,15,-18,19,-7.2,0.4,-0.9,4,-0.0143,0.0051,-0.0219,0.0088,0.1378,0.0356,-5,-0.5
0,-2,2,0,-3.4,-8,0.2,2.3,-0.0265,0.0085,-0.0134,-0.0113,0.0404,0.0011,5.4,-2.9
-19,20,-1,-1,-4.8,13.4,0,7.2,-0.0017,0.0737,-0.0317,0.0943,0.0322,-0.0444,-3.5,-0.5
-3,2,-3,4,2.9,9.9,-0.5,1.5,-0.0053,0.0527,-0.0059,0.0532,0.0143,-0.0369,-2.9,0.3
-4,3,-4,7,15.3,7.1,-1.9,-2.3,0.023,-0.0448,0.0188,-0.0069,0.0725,0.0327,1.7,1.7
16,-18,4,-1,-8.2,-11,-0.7,4.2,0.0015,-0.0015,-0.0153,-0.0204,0.0253,-0.03,-1.2,0.3
4,-5,5,-4,2.8,5.3,-3.2,0.6,-0.0232,0.0629,0.0063,0.0198,0.0662,0.0851,-6,-1.8
-2,-2,-9,11,3.6,-6.7,1.5,-0.1,0.0685,-0.0207,0.0612,-0.0275,-0.0119,0.0031,0.9,-6.6
-12,12,-2,3,0,-6.8,-1.6,1,0.0011,0.003,0.035,0.0077,0.0731,0.0466,-2.7,-8.4
-3,3,-1,1,-4.9,-1.1,0.9,2.7,-0.0267,0.0536,0.0113,0.0337,-0.001,-0.0412,0.2,-5.4
11,-8,3,-5,7.3,2.4,3.3,-2.3,0.0236,-0.0137,0.0596,-0.0239,0.0184,0.0396,-3.9,1.5
-3,4,-4,3,-0.2,-7.8,-1.7,1.4,0.0305,-0.0144,0.0188,-0.0011,0.0801,-0.0401,-2.8,-8.6
-7,6,-8,10,7.3,2.2,4.6,1.5,0.0339,0.0033,0.0355,0.0296,-0.081,-0.0485,-1.2,-2.9
11,-13,9,-9,12.6,7.8,2.5,1.4,0.0605,0.0266,0.031,0.0203,-0.0057,-0.0113,-0.2,-1.6
9,-10,9,-10,-1.1,-6.5,-0.7,-3.7,-0.0065,0.019,0.0283,-0.0136,-0.0684,0.0128,1,-6.1
-7,7,-6,8,2.1,0.8,4.7,2.2,0.0219,0.02,0.0349,0.0044,-0.0827,-0.0145,6.4,-3.9
-5,6,-6,6,-1,0.6,2,4,-0.0544,0.0192,0.0036,0.0088,0.0984,-0.0107,3.5,-4.4
-16,19,-5,2,-1.9,10.7,0.3,1.5,-0.045,0.0307,-0.0064,0.0668,0.0082,-0.0297,1.9,-1.6
15,-15,3,-4,-5.4,-12.5,0.6,-1.8,-0.0235,-0.0215,0.018,-0.0513,-0.0823,-0.0634,2.1,-1.1
-13,11,-15,16,0,0.8,-2.2,1.2,-0.0026,0.0096,0.0006,0.0366,0.0148,-0.0862,-5.1,-3
1,-2,1,-1,7,-3.3,-1.6,-2.1,0.0005,-0.0772,0.0223,-0.035,-0.0117,-0.0579,3.5,0.6
11,-12,8,-7,11.4,3.8,0,-0.7,-0.0069,0.0384,0.0126,0.0015,0.1354,0.0762,0.5,-0.7
8,-7,10,-9,-7,-3.6,-2.4,1.7,-0.0438,0.017,-0.0335,0.0109,0.0607,-0.006,0.5,3.4
9,-11,4,-3,-3.4,5.9,-3.9,-3.4,-0.0422,0.0855,-0.0102,0.0177,-0.0558,-0.0623,-2.4,4.3
6,-7,3,-2,1.5,7,-0.2,1.7,0.0255,0.0359,-0.0323,0.0201,0.0516,0.0644,0.8,-0.3
-4,2,7,-6,0.7,3.3,7.4,4.8,-0.0085,0.0471,0.0446,0.0428,-0.1138,-0.112,2.6,-5.5
3,-3,5,-5,5.5,-1.4,-0.7,2.2,0.0269,-0.0103,-0.0057,-0.0029,0.0549,-0.0437,6.3,-4.9
14,-14,8,-6,-7.3,-10.1,0.9,1.5,-0.0143,-0.0102,0.0098,-0.0068,-0.0117,-0.0404,0.1,-1.8
-2,4,1,0,-4.9,-5,0.9,0.6,0.0378,-0.0204,0.0302,0.0175,-0.0419,0.0031,-4.3,-2.8
4,0,6,-9,-9.9,1.3,-4.2,0.2,-0.0735,-0.0171,-0.047,0.0096,0.0206,0.0142,-2.7,3.4
-4,3,-8,9,-5.7,-3,-0.1,2.9,-0.002,0.065,0.0058,-0.0043,0.0831,0.0859,-3.6,-5.7
4,-8,2,1,16.1,8,0,-1.6,0.0797,0.0356,0.0349,-0.0174,-0.056,0.0213,8.7,-1.5
10,-10,5,-5,-1.1,0.3,0.9,-1.2,-0.0648,-0.0082,-0.0379,-0.0141,0.0475,0.0192,6.7,2.6
-8,5,2,2,-12.9,0.7,-1.9,2.2,-0.0406,0.026,-0.0653,0.0427,0.0197,0.0109,-1.8,1.3
-5,3,-13,16,11.9,0.1,1.4,-1.5,0.0274,-0.0525,0.0285,-0.0285,0.024,-0.0012,5.2,-2.8
15,-19,5,-1,2.6,-13.3,-0.2,-1.6,0.0517,-0.0374,0.0096,-0.0815,0.0038,0.0336,-2.1,2.1
0,-1,-3,4,-3.5,3.2,1.3,0.2,-0.0085,0.0178,0.0125,0.0194,-0.1079,-0.0971,-2.7,3.4
-1,1,13,-14,-1.4,12.3,2.2,2,-0.0004,0.0354,-0.0408,0.0252,0.0204,0.0647,2.9,5.5
1,-2,0,1,-4.6,-2.8,-2,-1.8,0.0152,0.0203,0.0051,0.0045,-0.0259,-0.0492,1.2,-1.7
0,-1,-9,10,-6.6,-8.3,2.5,-0.1,-0.0245,-0.0015,-0.0047,-0.0239,-0.0669,-0.0073,2.9,-3.9
6,-9,0,2,9.4,-2.9,1,-2.4,-0.0057,-0.0271,0.0156,-0.0466,-0.0079,-0.0042,2.4,1.6
-11,9,-4,6,-4.8,-3,-2.3,-1.2,-0.0114,-0.0315,-0.0272,-0.0036,-0.0798,-0.1005,2.2,-0.5
10,-11,8,-7,-1.3,3.4,-0.7,1.5,-0.0081,0.0204,-0.0179,-0.0062,-0.0188,-0.0488,1.5,3.4
-16,15,-6,6,4.2,8.9,5.9,3.2,0.0049,0.0337,0.0263,0.0341,-0.0491,-0.0169,-1.3,-1.6
-4,5,-1,0,-4.3,0.5,-5.6,-0.9,-0.0335,-0.0048,-0.0161,-0.0014,0.0298,0.0295,-1.1,1
6,-7,7,-6,-2.8,2.1,-4.5,-4,-0.0629,0.0246,-0.0257,0.0105,0.0029,-0.0534,-0.9,1.1
2,-6,11,-9,2.2,5.5,0.8,2.6,0.0188,0.0617,0.0146,0.0509,0.0027,-0.0343,0.2,-6.5
4,-6,-2,5,4.4,-4,-1.5,-3.8,0.0378,0.0416,0.0322,-0.0347,-0.0051,0.0582,4.5,-5.6
-14,16,-13,14,-11.6,-9.1,-2.5,0,-0.0382,-0.0058,-0.0069,0.0262,0.0506,-0.047,-7.4,-4.5
-13,14,-7,8,15.9,12.5,1.2,-2.3,-0.0024,-0.0168,0.031,0.0336,0.0442,0.0676,3.5,-1.9
9,-10,0,3,0.4,-2.8,0.1,0.7,0.0177,0.0052,0.0108,-0.0051,0.0022,-0.0242,-1,-1.2
3,-1,-2,1,12.7,6,4.1,0.4,0.0678,-0.0178,0.0829,0.0188,-0.0183,-0.0134,-1.3,-3.7
-5,2,-2,5,1.2,4.6,-0.6,3.3,0.0626,0.0278,0.0011,0.0315,0.0009,0.0223,-5.2,-2.8
-12,11,-10,12,-5.7,3.5,2.1,9,0.024,0.0483,-0.0041,0.0368,0.0279,-0.0178,0.8,-3.9
0,0,0,-1,1,-5.4,-6.3,-3.4,0.025,-0.013,0.022,-0.0147,0.0392,0.0379,-3.7,-3
-6,4,-3,5,9.9,6.1,4.7,1.7,0.0278,-0.0478,-0.0016,0.0039,-0.0264,-0.0296,4.9,2.6
-3,5,1,-5,-22.3,1.6,-2.6,3.6,-0.0468,0.0504,-0.0524,0.0477,-0.0514,-0.0794,-2.1,0.7
3,-6,1,0,1.8,3.5,2.2,1.5,0.0326,0.062,-0.0014,0.013,-0.0097,0.0424,0.1,-1.7
-6,5,-10,9,1.8,-4.6,0.2,-3.1,-0.0037,-0.0393,0.0128,-0.0239,-0.0788,-0.0316,0.1,3.9
-7,7,-8,9,-5,0.3,-1.8,0.3,-0.0282,0.038,0.0286,0.0419,0.0312,0.032,-9,-5.6
-5,5,3,-1,-17.1,-9.6,-1.9,-3.1,-0.0398,-0.0044,-0.0262,-0.0054,-0.122,-0.016,-2.6,-0.3
0,2,2,-6,-13.9,-8.5,1.5,0.1,-0.0931,-0.0374,-0.0391,-0.0161,-0.0352,-0.0481,-3.8,6.3
-1,2,0,-2,18.5,15.5,3.8,-1.8,0.0871,0.009,0.057,0.0175,-0.004,0.1107,-1.5,-0.7
3,-1,8,-9,-0.4,2.9,-1.7,-0.6,-0.0324,0.0375,-0.0211,0.0158,0.1087,0.0395,-1.1,3.8
3,-1,6,-8,-0.8,-9.5,-1,-5.9,-0.0138,-0.0591,0.017,-0.0238,-0.026,0.05,1.6,-4.5
-3,2,3,-2,-1.4,4.8,-3.6,-6.1,-0.0576,0.0263,0.0077,0.0303,-0.0185,-0.0674,0.4,-0.9
3,-1,-5,5,-3.6,-2.7,0.7,0.1,0.0141,-0.0176,-0.0086,-0.024,0.0288,0.0692,-3.7,4.7
2,-3,-6,8,5.6,-8.9,-1.7,-0.4,0.0307,-0.0299,0.0714,-0.027,-0.0386,-0.0543,-1.9,-5.3
1,-3,-2,1,8.5,8.5,-1.3,0.6,0.0127,0.018,-0.0203,-0.0061,0.0852,0.0293,0.2,3.1
-5,5,2,-3,-7.2,1.1,2.1,1.5,-0.0711,-0.0419,-0.037,0.0271,-0.0213,-0.0422,-3.9,5.3
3,-1,7,-9,-7,3.2,-3.8,-1.9,-0.0589,0.0185,-0.0327,0.0174,-0.0122,0.0081,-3.4,3.1
-4,3,0,2,7.4,8.3,3.8,-0.5,-0.032,0.0099,0.0169,0.0159,0.0352,-0.0242,-1.9,1.2
3,1,0,-1,2.2,4.3,0.2,-2.2,0.0084,-0.0119,0.016,0.0134,-0.003,0.0629,-3.3,1.5
3,-3,5,-3,-7.6,1.9,-0.2,1.9,-0.0468,0.0524,-0.0097,0.0406,0.0909,0.0235,-5.1,-2.4
4,-4,3,-4,-25.1,-9.5,-0.6,1.7,-0.0447,0.0912,-0.0451,0.0076,-0.091,-0.0543,-5.1,0.4
13,-12,10,-9,-5,-6.3,-2.4,2.2,-0.0037,0.0179,-0.0034,-0.0227,0.0318,-0.0486,3.3,-1.9
13,-12,11,-12,3.8,2.1,1.9,-1.1,-0.03,-0.0008,-0.0187,-0.0211,0.0163,0.0229,8.2,4.2
-5,8,3,-5,-0.7,6.5,0.8,4.2,0.0446,0.034,-0.0334,0.0194,0.0298,0.1095,-2.1,5.2
6,-6,9,-8,-3,0.9,1.3,0.7,-0.0036,0.0048,-0.0169,-0.0041,-0.0422,0.0349,-0.9,2.7
-15,15,-7,8,0.7,6.4,0.8,2.3,-0.0305,0.0314,-0.0036,0.0399,0.0679,-0.0206,2.7,-1.9
7,-11,11,-9,4.9,6.5,2.6,-0.1,0.0276,0.039,0.0195,0.0141,-0.1254,-0.0714,1.4,0.9
-5,5,1,0,-5.3,4.7,0.3,0.1,-0.0687,0.041,0.0046,0.0226,-0.0062,-0.0413,-2.5,1.6
0,-1,-3,4,21.9,8,1.4,0.1,0.0385,-0.0456,0.0343,-0.0113,0.1586,0.059,4.5,0
12,-14,1,1,0,-7.7,-3.1,-1.4,-0.0099,-0.0386,-0.0235,-0.0578,-0.0174,-0.0112,3.9,2.6
-3,-1,-5,7,13.3,8.6,-0.2,2.3,0.0602,0.0084,0.0312,0.0234,0.1041,-0.0278,-2.1,-2
-1,2,1,-1,7.7,4.6,4.3,0.6,0.0304,-0.023,-0.0044,0.0003,0.0143,0.1384,-1.6,1.5
-16,16,-7,7,-5.5,5.9,-3.5,3.8,0.0024,0.0681,0.0212,0.0729,0.034,-0.0236,-7.3,-4.6
-8,8,-2,4,10,8.5,-2.1,-3.9,0.0339,0.0339,0.0317,0.0145,-0.0479,0.0201,8.7,-4.8
-11,9,-11,14,-15.8,-9.2,-2.1,-1.2,-0.0366,0.0492,-0.016,0.0326,0.0317,-0.047,-8.6,-4.5
-6,3,-9,11,-6.7,-13.9,1,2.1,-0.0503,-0.04,0.0063,-0.0061,-0.0806,-0.0936,1.7,-6.4
3,-1,0,0,10.1,3.7,0.2,2.1,0.0087,0.0063,0.0221,0.0111,0.1128,0.0009,-1.6,2.4
8,-8,2,-2,-8.9,-7.5,-2.4,1.9,-0.0487,0.069,0.0113,0.011,0.0658,0.0087,-4.8,-5.1
4,-5,11,-8,-3.4,0.9,0.5,1.7,-0.0172,0.0176,-0.0067,0.0029,0.0508,0.0332,0.7,-3.1
-16,14,-5,6,2.1,5.9,-0.7,0.5,-0.0059,0.0234,0.0316,0.0433,0.0109,0.05,-6.3,-3.5
-10,10,-16,18,1.8,1.5,0.3,5.4,0.0065,0.0133,-0.0192,-0.0046,0.1662,0.0363,-1.7,3.2
-10,11,-5,4,0.1,1.4,-3.3,1.1,-0.0351,0.01,0.0017,0.0203,0.1129,0.0022,-0.5,-6.2
-4,3,2,-1,-4.1,3.3,-1.5,2.1,0.0063,-0.0033,-0.0255,0.0143,-0.0507,-0.0174,-4.6,3.5
7,-11,-2,7,-0.6,-9.6,-3.6,1,0.0018,-0.0634,0.0093,-0.0265,0.0245,-0.059,0.7,-2.5
-3,-1,-11,13,13.5,1.7,4.6,1.7,0.0329,-0.0034,0.0713,0.0013,-0.0114,0.0113,0,-7.4
13,-12,8,-11,-6.4,-10.5,-0.4,-0.7,0.0191,0.0112,-0.0141,-0.0248,-0.0417,0.0221,-1.4,-0.9
-1,0,-5,6,-2.6,-0.6,-2.1,0,-0.0365,0.0371,0.0204,0.0293,0.0106,0.0041,-5.8,-2.2
5,-7,7,-7,-0.8,1.8,1.1,-1.7,-0.0037,0.018,0.0042,-0.0053,0.009,0.0389,-1.4,-1.8
-9,10,-4,3,-8,-3.3,-1.9,5.4,-0.0042,0.0119,-0.0039,0.0085,0.0149,0.0305,-0.2,-3.2
-13,12,-2,3,-2.2,5.9,-2.1,-0.1,-0.0211,0.021,0.0042,0.0293,-0.098,-0.039,0.4,-1
