diff_home_wins,diff_home_losses,diff_away_wins,diff_away_losses,diff_avg_pts_home,diff_avg_pts_away,diff_avg_ast_home,diff_avg_ast_away,diff_avg_fg3_pct_home,diff_avg_fg3_pct_away,diff_avg_fg_pct_home,diff_avg_fg_pct_away,diff_avg_ft_pct_home,diff_avg_ft_pct_away,diff_avg_reb_home,diff_avg_reb_away
0,-1,-1,2,10.7,4.1,3,0.3,0.0293,-0.025,0.0317,0.0069,-0.0166,-0.0768,3.5,-2.5
5,-2,8,-10,4,4.5,-0.6,1.6,0.0062,0.0271,-0.0096,0.0207,-0.0691,0.0142,0.2,-0.7
-3,7,-4,2,-8,-8.7,-1.6,-5.2,-0.0685,-0.0373,-0.0287,-0.0139,-0.0271,-0.0244,-0.3,-2.4
9,-9,14,-12,-2.9,-6.2,0.2,-1.3,-0.0346,-0.0206,-0.0039,-0.0123,-0.0125,-0.1033,0.6,-0.8
11,-7,5,-7,8,1.2,1.2,-0.2,0.0205,-0.019,-0.013,-0.0257,0.0069,0.0162,0.7,2.2
0,-3,4,-3,-17,-12.2,-3.7,-4.8,-0.0315,-0.0093,-0.0378,-0.0103,0.0895,0.0758,-1.5,-2.2
9,-6,-4,2,-2.4,4.8,-3.6,-1.5,-0.0246,0.019,-0.0191,0.0186,-0.0097,0.0339,1.8,1.1
0,0,-1,2,2.2,9.1,5,3.3,-0.0738,-0.0654,-0.0205,0.0132,0.0145,0.0473,2.2,4.4
-7,10,-7,2,1.7,0.9,-1.1,-1.6,-0.0638,-0.0495,0.0067,-0.0297,0.0434,-0.1018,1.4,1.8
-9,8,-8,8,8.8,9.4,0.5,0.5,0.027,0.0124,0.0277,0.0065,-0.0843,0.0974,1.7,2.1
5,-2,0,-5,-8.5,-9.6,-0.9,-1.6,0.0393,-0.0137,-0.017,-0.0132,-0.0336,0.0647,-2.1,-0.7
-3,7,-5,5,-3.6,-2.9,0.1,-3.8,-0.069,-0.0321,-0.0074,0.005,-0.0412,-0.0434,0.7,-2
-3,4,1,-1,-4.2,-0.1,-1.7,0.5,0.0254,0.004,0.0003,-0.0044,-0.0699,-0.07,-3.6,2.7
-1,2,-4,6,1.6,-0.2,-3.9,1.2,-0.0722,-0.0105,0.0125,0.0057,0.0095,-0.0061,3,-2.1
5,-5,0,-3,-1.4,2.2,1.9,2.7,0.0152,0.0288,-0.0057,0.0283,0.0399,0.0661,-0.6,-4.4
5,-6,6,-6,4.8,4.2,0.4,1.8,-0.0317,-0.0661,-0.0217,0.0026,-0.0038,-0.0745,4.8,2.1
4,-5,10,-6,10.5,3.8,1.9,-1.4,-0.0067,-0.0025,0.0371,0.0202,-0.0185,-0.0555,2.8,-2.4
-3,0,4,-2,-1.9,-2.4,-0.5,-2.4,-0.0137,-0.0143,-0.0304,-0.0169,0.0216,0.0176,0.5,2.2
9,-9,10,-10,-2.1,-1.1,-0.3,-1.8,-0.0035,-0.0575,-0.0129,-0.0071,0.0977,-0.0193,-0.4,4
-13,11,-8,8,-0.4,4.3,0,-1.6,0.0151,-0.0033,-0.0008,0.0138,-0.0314,0.0951,-3,5.6
8,-5,-2,1,-4.7,1,-1.4,-1.3,0.0605,0.0432,-0.0113,0.0124,0.03,0.0254,-2.4,-2.2
-4,3,-5,5,-5.8,-2.9,1.2,0.1,-0.0598,-0.1005,-0.0322,-0.0087,-0.0641,0.0946,2.5,0.3
4,-4,3,-3,-10.5,-10.2,-5.5,-4.2,0.0005,0.0018,-0.0315,-0.0073,-0.0517,-0.0754,0,-4.5
-11,12,-11,9,6.8,8.8,2.1,2.6,0.0255,-0.001,0.0303,-0.0102,-0.0074,-0.0859,-2.5,4.5
3,-1,-1,-2,3.1,-1.5,-1.5,-4.3,-0.0103,-0.0003,-0.0204,-0.0181,0.0363,0.0161,4.6,-0.2
-4,7,-6,6,-3.6,-6.5,-0.9,-3.3,-0.076,-0.0113,-0.01,0.0052,0.031,-0.0662,0.6,-5.1
-9,9,-3,2,-1.9,-3.7,-1.2,1.4,0.0261,0.0206,-0.0024,0.0033,-0.0424,0.0691,-1.7,-3
6,-6,2,-2,7.7,0.2,0.7,-0.2,-0.0667,-0.0218,-0.0128,-0.0185,0.0446,-0.0484,6.6,2.9
-2,0,3,1,1.3,-1.3,0.5,-0.4,0.0083,0.0214,-0.003,-0.0178,0.0056,-0.0303,2.8,4.4
2,-4,9,-8,-0.6,6.6,2.4,-0.2,0.0294,0.0641,0.0129,0.0474,0.001,0.0076,-5.5,0.4
0,0,4,-3,4.7,2.9,1.2,-2.3,-0.0365,-0.0283,0.0009,0.0124,-0.0977,0.0341,1.6,2.8
12,-13,13,-11,5,-1.8,0.9,-0.6,-0.0153,-0.0347,-0.0184,-0.0429,-0.0586,-0.0299,3.2,2.3
-4,1,-5,8,-4.9,1.3,-0.3,0.7,0.0261,0.0597,-0.0043,0.0233,-0.0208,0.0141,-0.8,-0.3
2,-1,-4,5,-5.2,-1.6,-1.4,1.3,-0.0386,-0.0633,-0.0391,-0.0182,-0.0128,0.036,3.3,2.5
4,-4,5,-2,5.4,1.5,-0.8,-0.9,0.0238,0.0677,0.0235,-0.0036,0.0165,-0.0306,-1.7,1.4
-9,8,-5,5,-2.6,-3.3,-5.4,-6,-0.0095,0.0068,-0.0083,-0.0203,-0.062,-0.0901,1.2,-2.5
0,2,-3,3,16.6,13.7,4.1,5,0.07,0.006,0.0319,0.01,-0.0678,-0.0712,1.1,1.8
-14,11,-10,11,-9.3,-7.4,-2.4,-0.2,0.0141,0.0422,-0.0137,-0.0138,-0.0184,0.0235,-2.1,0
-9,6,-3,5,-2,-1.2,-2.1,0.1,0.0085,-0.0063,0.0216,0.0057,0.0027,-0.091,-5,1.1
-9,9,-2,2,-1.1,0.6,1,0.8,0.0312,0.0028,0.0157,-0.0052,-0.0934,0.119,-1.5,-0.5
-13,12,-8,12,-6.5,-3,-1.1,-3.2,-0.0144,0.0282,0.0169,0.026,0.0311,0.0353,-4.4,-6.8
1,-2,5,-1,3.1,8.3,-1.1,1.1,-0.0303,0.0592,0.0322,0.0586,0.0287,-0.0304,-2.6,-1.2
5,-6,5,-3,7.2,4,1.7,-4.3,0.0484,0.0478,0.0131,-0.0014,0.0743,0.0369,0.5,1.2
5,-7,10,-4,4.2,6.7,0.4,-1.1,-0.0302,0.0776,0.0072,0.0058,-0.0473,-0.0484,4,0.6
0,0,-3,4,6.4,3.8,1.5,1.8,0.0749,0.0374,-0.0155,-0.0074,0.0016,0.0314,2.4,1.8
-5,4,-2,5,6.9,4.9,1.7,1.4,-0.0233,0.0641,0.0341,-0.0141,0.007,0.0514,-0.8,3.2
-4,7,-3,-2,-12.4,-7.9,-2.6,3.2,0.0217,-0.0405,-0.0402,-0.0158,-0.0366,-0.013,-2.9,1.5
-8,5,4,-2,-1.7,-2.8,2.9,0,0.0138,-0.0136,0.0172,-0.0048,-0.0149,-0.0174,-4.5,1.3
-1,0,6,-5,-3,-0.9,0.7,-0.9,-0.051,-0.0635,-0.0183,0.0083,-0.0402,0.0804,0.9,1.4
-3,-1,2,2,4.1,-1.2,1.5,-0.8,-0.013,-0.0444,0.007,-0.0207,-0.0526,-0.0096,1.6,3.7
10,-10,7,-5,7.1,6,0.7,2.1,0.0089,0.0147,-0.002,0.0295,-0.0713,-0.0016,3.9,-2.3
-10,8,0,5,1.3,-2.6,-0.2,1.7,-0.0398,-0.0105,0.0385,-0.0045,-0.0015,-0.0605,-0.7,-1
-4,5,-5,3,-1.6,-13.7,0.6,0.8,-0.0072,-0.0406,-0.0242,-0.0732,-0.0285,-0.0867,7.3,0.5
4,-6,3,0,1.8,-4.5,3.5,0.4,0.0234,0.0102,0.0025,-0.0103,0.0129,0.0323,3.7,-0.8
-5,7,-8,6,-0.4,-0.8,1.9,1.2,0.0578,0.0326,0.0311,-0.0017,-0.0435,0.022,-1.3,-7.4
-2,4,-10,9,1.1,-2.2,-2.3,-0.5,0.0204,-0.0083,-0.0007,-0.0297,-0.0157,-0.0072,3.4,1
-10,10,-8,7,-5,-1.4,0.5,-0.6,-0.0112,-0.0169,-0.0013,0.0261,0.0119,0.0806,-1.2,-3.5
-1,-1,1,0,-1.5,-0.8,-1.8,1.1,-0.029,0.0152,-0.0217,0.0251,0.0468,-0.0627,-0.4,-1
-1,1,1,2,-7.2,-4.1,-1.4,-1.3,0.0085,0.0501,-0.0282,-0.0223,0.0249,-0.0334,2.8,2
3,-4,7,-6,0.9,0.1,-0.5,-0.5,0.0608,0.09,0.0266,0.0047,0.0739,-0.0545,-4.6,-0.8
-13,10,-4,7,-3.8,-1.9,-2.2,-1.5,0.007,0.0244,0.0294,-0.0028,-0.1037,-0.097,-4.2,-4
-1,2,-1,1,4.7,0.7,0.4,-0.5,0.0001,-0.0002,0.0369,-0.0186,0.0252,0.0189,-3.8,0.4
3,-5,5,-6,8.2,9.6,1.4,0.5,0.039,-0.0172,0.0023,-0.0078,0.0074,-0.058,1.9,4.7
-3,3,-5,6,-3.8,3.6,-2.6,0.5,-0.0264,0.0273,-0.0268,-0.0143,0.0274,0.0668,0.6,5.5
-1,-1,-7,7,8.7,-2.7,1.5,-2.1,0.0154,-0.059,0.0254,-0.0148,0.0607,0.0441,2.8,-3.6
1,0,0,0,9.4,9.8,0.2,-0.2,0.0001,-0.0403,0.0194,0.0237,-0.0431,-0.1037,2.6,-1.8
-7,2,7,-3,-3.8,1.8,-2.5,0.5,-0.0975,-0.0015,-0.0221,0.0203,0.034,0.0196,-1.5,4.9
-1,-1,7,-2,5.3,7.8,1.4,3.6,-0.0341,0.0385,0.0279,0.0531,0.0481,-0.0747,0.4,-3.5
-14,12,-10,9,-8.8,-1.5,-3.6,-2.5,-0.0451,-0.0644,-0.0353,0.0027,-0.0746,-0.0479,-0.2,4.1
-10,10,-2,3,4.1,4.9,1.7,-1.5,0.0556,-0.0387,0.0349,0.0059,-0.0419,-0.0255,-1.7,-1.9
0,1,2,-4,-0.3,7.3,-0.9,1.5,-0.0226,0.0319,0.0116,0.0061,-0.0235,0.0554,-2,-1.4
3,-7,8,-3,-0.2,0.5,0.4,3.4,0.0538,0.0877,-0.0058,0.0233,0.0393,-0.0706,1.2,-1.4
-17,18,-13,14,-8.6,-6.3,-3.4,-3.3,-0.0471,-0.0131,0.0158,0.0399,-0.0008,0.0255,-5.6,-5.9
6,-5,1,-3,-2.6,1.8,-1.2,0.9,-0.0181,0.0967,-0.0464,0.0199,0.0046,-0.0656,4,0.1
-8,3,-4,9,9.3,9.4,2.5,2.5,0.0454,0.0305,0.0018,-0.0011,0.0249,-0.0117,1.9,0.6
11,-6,-1,-2,13,4.7,-0.3,0.8,0.0644,-0.0551,0.0225,-0.0258,-0.0066,-0.0101,4.7,2.6
6,-6,10,-8,-0.9,8.3,1.7,2.2,-0.0325,0.0004,-0.0265,0.0151,0.0244,0.0166,1.2,6.1
15,-13,7,-9,0.8,0.6,-1.6,0,0.043,0.0227,-0.0339,0.0234,0.0298,0.0278,1.9,-0.9
2,-1,-4,4,-1.5,-0.6,0.1,0.1,0.0064,-0.0032,0.0087,0.0083,0.0184,-0.0702,0.8,-2.9
3,-3,-1,0,-12,-11.7,-5.8,-0.2,-0.0241,-0.0427,-0.0832,-0.0334,0.0153,-0.0409,3,3.2
-2,2,-4,6,-1.6,-3.2,-1.7,-0.9,0.005,0.0117,0.0127,-0.0172,0.017,-0.0591,0,0.9
2,-6,12,-6,-0.2,0.8,-2.1,0.4,-0.0086,0.0375,-0.0182,0.0005,0.0128,0.0359,4,3.3
12,-10,5,-7,-12.5,-6.6,-6.5,-3.2,-0.0705,-0.0029,-0.0413,-0.0145,0.044,0.072,0,2.8
-5,3,-1,2,3.3,-2.4,0.6,-3.5,0.0314,0.0385,0.0451,-0.0397,0.0119,0.0059,-2.3,2.1
-9,6,-3,7,4.8,7.8,1.4,-2.7,0.0402,-0.0389,0.046,0.0316,-0.0038,0.009,-5.1,-3.2
-16,16,-12,15,-16.6,-22.7,-2.2,-2.9,-0.034,-0.0461,-0.0194,-0.0478,-0.0154,-0.0538,1.7,-7.2
13,-10,3,-8,-1.4,-5.6,-2.4,-4.7,-0.0059,-0.0738,-0.0476,-0.0398,0.0168,0.0155,2.5,3.4
1,-4,10,-8,-6.1,-0.8,0.1,-0.7,-0.0448,-0.0096,-0.0139,0.0201,0.0047,-0.0033,-1.8,-2.6
3,-5,4,-1,-5.8,2.3,-1.9,2.2,0.0373,0.0707,-0.0302,0.0086,0.0757,0.0197,-2.8,1.9
-19,16,-12,14,-8.8,0,-3.5,-3,-0.0573,0.0072,-0.0094,0.0321,-0.0398,-0.0219,-5.5,1.6
7,-7,2,-2,-2.5,2.9,2.9,0.2,-0.0096,0.0335,-0.0347,0.0187,0.0925,0.0111,1.1,1.1
-4,1,6,-2,-9,0.9,-3.2,0.2,-0.0287,0.0839,-0.0325,0.0047,0.0111,0.0799,-2,3.8
-3,5,-4,2,-3.8,0.7,-0.2,4.3,-0.041,-0.0176,-0.0125,0.0227,-0.0541,-0.0114,-1.2,-0.2
-6,1,-2,6,-5.4,-4.3,-2.4,-2.3,-0.0389,-0.0235,-0.032,-0.0299,0.0452,0.0795,3.3,3.2
12,-8,6,-8,1.9,0.3,0,1.4,0.0691,-0.0757,-0.0061,0.0006,-0.0525,0.0108,1.6,-2
-4,2,-1,2,-12.5,-5.5,-8.5,-4.3,-0.1291,-0.0249,-0.0316,-0.0048,-0.0058,0.0092,1.2,0.7
2,0,1,-4,-7.3,-10.8,-4,1.3,-0.0135,-0.0348,-0.0759,-0.0459,-0.0007,-0.0397,7.2,3.3
4,-3,6,-6,9.6,0.1,4.5,1.2,0.0692,-0.0381,0.0353,-0.0498,-0.0281,0.0249,5.1,1.1
-7,6,-8,11,5.3,7,4.5,5.7,0.0548,0.0554,0.0447,0.0704,0.0235,-0.1077,-3.4,-5.8
-4,2,5,-4,2.9,7.9,2.1,2.3,-0.0188,-0.0188,0.0173,0.0155,-0.039,-0.0084,-2.8,0.6
-1,2,3,-3,4.1,12.4,-3.1,-1.5,-0.0239,-0.0246,0.0121,0.0208,0.0177,-0.0038,-2,-1.9
-6,7,-6,2,-4.2,1.2,0.1,-1.5,-0.041,-0.0508,-0.013,-0.0008,0.0081,0.0615,-1.4,-2.6
4,-4,-7,7,-3.1,-5.5,2.3,-1.3,0.0259,0.0466,0.0023,0.0181,0.0107,-0.0666,-1.2,-6.8
8,-7,2,-1,1,-0.2,-1.9,-0.4,0.0499,0.0075,-0.0427,-0.0037,0.0654,0.0274,2.3,2.2
-16,16,-13,15,-20.5,-15.9,-5.2,-3.1,-0.0409,-0.0193,-0.0335,-0.002,-0.0489,-0.0183,-2.3,-3.6
-7,5,-4,8,4.5,1.7,4.9,-0.9,0.0572,0.0461,0.048,-0.0112,0.0301,-0.0052,-3.1,-3.8
-7,3,7,-1,-7.8,5.8,0.7,2.3,-0.0523,0.0606,-0.0125,0.0363,-0.0081,-0.0358,-4.5,-0.2
1,-5,7,-2,2,0.6,1.5,2.4,0.034,0.0547,0.0311,-0.0081,0.0615,-0.0404,-2.7,0
-1,-2,1,4,-1.9,-10,-1.1,-0.2,0.0221,0.0476,0.0141,-0.0139,-0.0769,-0.0536,2.9,-3.6
2,-3,8,-8,7.5,8.4,2.4,1.4,-0.0455,-0.0274,0.0476,0.0285,0.0142,-0.0375,0.8,-3.5
-9,4,-4,8,-5.2,0,2,-0.3,-0.0516,0.0047,0.0171,0.022,0.0052,0.028,-5.2,-0.4
-2,0,4,1,3.2,12.1,2.4,7.4,0.0587,0.0278,0.0109,0.0796,-0.0089,-0.0338,-2.2,-2.2
-2,2,2,-2,-2.7,1.5,-2.6,-1.1,-0.0489,0.0118,-0.0112,-0.0006,0.024,0.0984,-2.4,-0.6
1,1,1,0,-9.9,-11.5,0.8,-0.6,-0.0071,-0.0035,0.0086,0.0021,0.0242,0.0029,-2.5,-5.6
4,-3,3,-6,-0.6,12.3,-2.6,0.5,-0.0536,0.0201,-0.0249,0.0692,-0.0311,0.027,-1.9,3.4
-3,3,3,-3,4.7,-0.9,4.7,-3.3,0.0875,0.0124,0.0553,-0.0102,-0.0042,0.0361,-4.1,-1.1
5,-3,2,-4,8.3,8.1,0.2,-0.2,-0.0291,-0.0457,0.003,0.0063,-0.0574,0.0544,1.4,2.9
-16,14,-12,14,1.5,2.9,4.7,0.9,0.0471,0.0409,-0.0004,0.0404,-0.0172,-0.0256,-4.9,-1.1
-3,0,2,1,-0.8,2.9,-1.6,0.5,-0.0012,-0.0846,-0.0165,-0.0216,-0.0174,0.0221,2.2,6.5
6,-5,5,-4,9.6,9.7,0.5,2.5,-0.004,-0.0273,0.019,0.0049,0.0296,-0.035,0.1,5.8
11,-8,-1,-2,10.6,0.2,2.1,3.5,0.006,0.0394,0.0061,-0.0153,0.0152,0.037,4.5,0.2
-6,5,-4,3,-11.7,-11.9,-2.8,0.2,-0.0477,-0.039,-0.0513,-0.0469,-0.0613,0.0239,2.3,2.5
-2,2,-1,2,1.4,-6.3,-2.6,-1.5,0.0266,-0.0295,-0.0053,-0.0354,-0.0067,0.1088,2.1,0.3
-5,8,-11,4,7,0.9,0.7,-0.8,0.0066,-0.095,0.0149,-0.0226,0.0107,0.0373,1.6,0.2
6,-5,-1,-1,-5.1,-5.5,0.4,-1.2,0.0357,-0.0143,-0.0388,-0.0017,0.0187,0.0785,3.7,-2.9
0,-3,-2,5,-7.2,-0.1,-4.7,-0.5,-0.0886,-0.0029,-0.0167,0.0148,-0.0208,0.0272,-2.2,-1.4
5,-5,4,-4,2.6,-3.4,4.6,2.5,0.0161,0.0516,0.0387,-0.0094,-0.0351,0.0602,-1.7,-3.8
-3,2,1,-2,-5.1,1.4,-1,-2.9,0.0068,0.0252,0.0014,0.0122,-0.0106,0.0177,-3.4,-0.9
9,-7,5,-5,-3.2,0.3,-2.3,-0.5,-0.0158,0.0227,-0.0384,-0.0152,0.0081,0.046,0.1,1.2
3,-4,0,0,4.4,2.8,1,1.1,0.0027,-0.0002,0.0103,0.0121,-0.0392,-0.0436,-1.4,-1.7
4,-7,9,-6,-2.3,0.2,0.4,3.9,0.0589,0.0588,-0.0057,0.0147,0.0287,-0.0419,-0.1,-3.3
-4,4,-9,9,9.5,4.6,2.3,0.3,-0.0021,0.0408,0.0257,0.0181,0.0084,0.0152,-0.7,1
3,-1,-1,-1,-2.3,-6.3,1.1,-1.2,-0.0125,0.0706,0.0089,0.0146,0.0015,-0.0352,-3.7,-5.3
13,-10,2,-8,-7.9,-17.3,-1.4,-2.6,-0.0111,-0.0024,-0.0365,-0.0834,-0.0193,0.035,5.2,-0.9
-12,9,-7,10,2.9,0.7,0.7,1.2,0.0369,0.0935,-0.001,0.0265,-0.0134,-0.0228,-0.1,-6
7,-6,-2,-3,21.6,7.5,5.1,1.8,0.0879,-0.0757,0.0455,-0.0345,-0.0245,0.0359,4.8,3.2
-7,5,-2,5,-3.4,-12.8,1.9,-4.3,0.0829,-0.0412,0.0187,-0.0643,0.0085,0.036,-1.4,-4.1
0,1,-3,3,18.3,6.1,6.5,0.8,0.0856,0.0093,0.0678,-0.0186,0.0363,0.0498,2,2.1
-2,2,-4,6,-1.3,-6.1,-0.5,-2.3,0.0588,-0.0086,0.0022,-0.0263,-0.0431,-0.0395,-2.2,2.2
11,-9,4,-5,2.6,5.7,1,0.3,0.0229,-0.031,-0.0172,0.0061,0.0218,0.0434,2.6,3.9
-12,13,-8,8,-11.6,-4.6,-4.6,-2.6,-0.0728,-0.0209,-0.0182,0.0127,0.0295,0.0051,-2.9,-4
12,-9,7,-9,8.5,16.2,-2.2,-0.4,0.0017,0.0425,0.011,0.045,-0.0378,0.035,0.2,0.9
6,-6,5,-4,9.6,12.7,2.5,0.5,0.043,0.0556,0.0495,0.052,0.0811,-0.0147,-4.1,-3
-12,8,-3,5,-0.7,-4.1,-0.5,-0.5,-0.033,-0.0555,0.0241,-0.0008,0.0197,0.0183,-2.1,-1.5
7,-3,1,-4,3.6,10.1,-1.9,-1.2,-0.0756,-0.0358,0.001,0.0243,-0.0174,0.0296,-1.8,0.1
-7,3,-8,11,-4.3,-5.3,-3.1,-5.2,-0.0187,-0.0047,-0.0183,-0.0168,-0.012,-0.0519,0.4,1.6
8,-10,0,-1,-5,-13.1,-0.8,-6.1,0.0097,-0.0754,-0.0254,-0.1015,-0.024,0.0224,6.3,4.2
10,-11,14,-11,-4.4,4.5,-1.7,1.3,-0.0382,0.0435,-0.0274,0.006,0.0318,-0.0267,1.8,1.5
-6,4,-1,5,13.9,10.8,2,2.9,0.0436,0.0767,0.0233,0.0287,-0.0271,-0.0597,-0.9,1
1,-1,-5,4,13,8.7,1.9,1.6,0.0237,0.0813,0.019,0.0146,0.0477,0.0095,4.5,-1.3
-1,0,-3,4,-2.1,-1.7,-0.3,0.4,0.1158,0.03,-0.0029,-0.0005,-0.052,-0.0131,-2.5,-0.9
-1,-3,2,5,-7.8,-7.3,0.1,-0.4,0.0042,-0.016,-0.0062,-0.0316,-0.0403,0.0447,-0.7,2.1
-9,8,-7,9,12.2,8.9,2.4,3.9,0.0948,-0.0598,0.0396,0.0497,0.0017,0.0118,-3.1,-0.7
0,-1,-1,2,0.5,-1.2,0,2.5,0.0655,0.0026,-0.0142,0.0018,0.0626,-0.0443,1.1,1.8
17,-15,12,-14,1.9,15.5,1.2,6.5,-0.021,0.1313,0.0086,0.0773,0.0188,0.0269,-5.9,-1.7
-9,9,-7,7,-2.9,-9.4,5.6,-2.7,0.0479,-0.0496,0.026,-0.0473,-0.0079,0.0456,0.2,1.8
7,-2,4,-9,-3.7,-4.2,-2.4,-1.7,-0.0416,-0.0164,0.0183,-0.0116,0.0028,0.034,-1.4,-1.3
-13,9,-7,9,-7.9,-2.8,0.5,2,-0.0639,0.0765,-0.0097,0.0347,0.0183,-0.0202,-4.2,-2.8
-10,5,2,2,-5.5,-4.1,-0.5,2.2,-0.0167,0.0263,0.0041,0.0052,0.0067,-0.0782,-2.5,-1.6
0,-1,0,2,10.6,9.5,3.4,3.6,-0.0101,0.0535,0.051,0.036,0.0353,-0.0008,1.1,-2.8
-2,-1,0,3,-5.3,-11.9,-2.4,0.8,-0.0115,0.0158,-0.0284,-0.0323,0.034,0.0446,2.8,-0.5
6,-7,2,-5,6.3,2.7,3.8,1.4,0.0216,-0.0082,-0.0009,-0.011,0.0029,0.0814,3.7,-1
0,0,1,0,-2,-13.2,2.2,-1.1,0.0882,-0.1343,-0.0084,-0.0753,-0.023,-0.054,3.9,3.2
1,-2,5,-4,0.7,0.5,4.1,4.6,0.0034,0.0304,0.0273,0.0214,0.0018,-0.0258,-5.4,-2.8
-7,6,-9,8,-5.2,-4.6,0.1,-0.7,0.0187,0.037,-0.0163,0.0001,-0.0059,-0.0307,3.1,-2.1
-10,7,-3,5,0.7,-2.6,1.5,1.2,0.0067,0.0034,0.0126,0.0045,0.0393,-0.0257,0,-2.5
6,-6,5,-2,2.5,-1.5,0.1,-0.8,0.0275,0.015,0.0203,-0.0155,-0.0428,0.0273,1.2,-0.3
-5,-1,-3,9,-8.6,-11.8,-2,-4.2,-0.016,0.0196,-0.0232,-0.0235,0.0015,0.0189,-2.7,1.5
-6,6,-4,2,-11.1,-10.5,-2.4,-2.5,0.0406,-0.1096,-0.0271,-0.02,-0.0536,0.0473,-4,-0.3
-13,12,-7,11,-17.7,-15.7,-5.7,-2,-0.0318,0.0285,-0.0264,0.0003,0.0041,-0.0215,-4.1,-5.2
1,-2,-4,4,5.7,0.5,1.3,-2.4,0.0371,-0.0056,0.0307,-0.0062,-0.0235,-0.0854,-1.2,0.1
-5,5,-3,6,12.3,13.5,0.2,2.3,0.0214,-0.0364,0.0293,0.0434,-0.0047,0.0104,-0.1,0.9
2,-5,5,-1,1.8,1.8,0,-0.1,-0.0645,-0.0611,0.0037,-0.0192,0.0227,0.0817,1.9,1.1
7,-7,7,-8,-4.7,-3.6,-2.1,-5.9,0.0312,-0.0605,0.0174,-0.0345,0.0199,0.0451,-2.7,1.8
-7,6,-11,11,-6,-10.1,-0.7,-3.4,-0.0571,-0.0237,-0.0097,-0.0328,-0.0121,-0.0769,1.7,0.4
-5,4,-1,3,8.1,2.2,1.1,-1.4,0.0158,0.01,0.0477,-0.0088,-0.0343,-0.0218,-0.4,-1.2
-4,2,-5,6,-6.6,-12.5,-3.6,-1.5,0.0225,-0.0443,-0.0352,-0.0326,-0.0345,-0.1338,3,-1.7
7,-8,7,-4,-7.4,-1.6,0.6,-0.2,-0.0353,0.002,0.0014,-0.0017,-0.0301,-0.007,-2.8,0.9
12,-11,7,-7,4.8,3.9,3.4,5,0.0608,0.068,-0.0115,0.0282,0.0122,0.0231,-2.1,1
1,-1,0,-1,6.7,5.3,0,1.1,0.0761,-0.0385,0.0112,0.0125,-0.039,0.0423,-2.9,-1.9
-6,5,-3,5,-3.7,-4.8,0.2,-1.6,-0.0339,0.0054,0.0257,0.005,-0.0367,0.0232,-4,-1.9
3,-7,3,1,-7,-10,-0.3,-6.1,0.0061,0.004,-0.0028,-0.0303,-0.0005,0.0344,-5.4,0.9
-8,10,-7,5,-9.3,-4.9,-0.1,0.4,0.0192,0.0475,-0.0104,0.0166,-0.0554,-0.0086,-5.6,-2.1
5,-7,5,-2,5.8,3.2,3.1,2.9,0.0235,0.0568,0.0391,0.0122,0.0876,0.0059,0.4,-5.1
-12,6,-3,9,-11,-12.3,-4.1,-3.1,0.0057,0.0299,-0.0297,-0.0137,0.0327,0.0585,-1.7,-2
-5,3,0,2,7.6,8.5,1,-2,-0.0252,0.0522,0.0353,0.0034,-0.0651,0.0105,-0.8,0.7
-9,4,-4,11,2.4,-2.3,1.3,0.2,0.0501,-0.0139,-0.004,-0.0258,-0.001,0.102,0.7,1
-8,6,0,2,-4.4,0.9,3.8,2.5,0.0026,-0.0071,-0.014,-0.0013,0.0319,0.0795,-1.9,4.6
-2,3,0,-1,-5.7,-3.2,-3.7,-3.1,-0.0277,-0.0817,-0.0075,-0.0174,-0.0432,0.0418,-2,-0.4
-5,2,3,1,-1,5.3,1.7,4.5,-0.1367,0.093,-0.0206,0.0216,0.0036,-0.058,2.3,1.4
8,-10,-1,-1,15.3,5.3,5.6,0.5,0.0415,-0.0287,0.0398,-0.022,0.0211,0.0155,1.2,1
-12,10,-6,8,-4.7,-5.3,-0.9,-3.8,-0.1232,0.0403,-0.0096,-0.0189,-0.0392,0.0001,0.9,0.2
13,-10,3,-10,-5.9,-11,-2.4,-5.8,0.0252,-0.0415,0.0066,-0.065,-0.0005,0.0313,1.1,0.6
11,-13,4,-2,2.3,5.1,-0.5,-2.7,-0.0326,0.0634,0.0143,0.0373,0.0412,0.056,-5,-1.2
9,-11,6,-3,6.4,0.4,-1.7,0.9,0.0648,-0.0891,-0.0131,-0.0509,0.0086,-0.0691,5.1,7.7
-1,-1,2,2,-2.8,-9.2,-1.3,-2,0.002,0.0138,0.0172,-0.006,0.0229,0.0282,-5.3,-2.6
7,-5,5,-7,1.7,0.8,2.5,0.1,-0.006,0.0096,0.0195,-0.0164,-0.0158,-0.0017,-2.8,-0.2
5,-3,5,-5,9.2,13,1.4,3.1,0.0309,0.132,0.0133,0.0443,0.0384,0.012,2.4,0
2,2,0,-3,1.7,-1.9,1.9,-2.4,-0.0509,0.019,0.0305,0.0033,-0.0182,-0.0102,-1.5,-4.4
-6,1,3,4,1.8,4.3,-2.8,-2.1,0.0035,-0.0187,0.0059,0.0159,-0.0049,0.0327,-0.1,1
-1,-2,-7,9,-1.7,-9.4,-1,-5.6,0.0921,-0.0389,0.0119,-0.0125,-0.0256,0.017,-6.1,-1
16,-15,13,-12,0.8,-3.3,1.9,4,0.027,-0.0333,-0.0045,-0.0136,0.0064,-0.0095,-1.3,1.9
