game_date_est,season,game_id,game_status_text,home_team_id,visitor_team_id,home_team_wins,num_possible_outcomes,team_home,team_away,odds_home,odds_away,score_home,score_away
12/31/2019,2019,21900502,Final,1610612759,1610612744,1,2,SAS,GSW,1.15,5.89,117,113
12/31/2019,2019,21900501,Final,1610612745,1610612743,1,2,HOU,DEN,1.41,3.06,130,104
12/31/2019,2019,21900503,Final,1610612760,1610612742,1,2,OKC,DAL,2.42,1.6,106,101
12/31/2019,2019,21900499,Final,1610612758,1610612746,0,2,SAC,LAC,3.32,1.36,87,105
12/31/2019,2019,21900500,Final,1610612761,1610612739,1,2,TOR,CLE,1.26,4.14,117,97
12/31/2019,2019,21900498,Final,1610612754,1610612755,1,2,IND,PHI,1.64,2.34,115,97
12/31/2019,2019,21900497,Final,1610612766,1610612738,0,2,CHA,BOS,3.74,1.3,92,109
12/31/2018,2018,21800542,Final,1610612754,1610612737,1,2,IND,ATL,1.08,8.96,116,108
12/31/2018,2018,21800543,Final,1610612766,1610612753,1,2,CHA,ORL,1.28,3.9,125,100
12/31/2018,2018,21800544,Final,1610612745,1610612763,1,2,HOU,MEM,1.54,2.56,113,101
12/31/2018,2018,21800545,Final,1610612759,1610612738,1,2,SAS,BOS,2.01,1.85,120,111
12/31/2018,2018,21800546,Final,1610612740,1610612750,1,2,NOP,MIN,1.46,2.85,123,114
12/31/2018,2018,21800547,Final,1610612760,1610612742,1,2,OKC,DAL,1.32,3.55,122,102
12/31/2018,2018,21800548,Final,1610612756,1610612744,0,2,PHX,GSW,5.63,1.16,109,132
12/31/2017,2017,21700539,Final,1610612738,1610612751,1,2,BOS,BKN,1.2,4.87,108,105
12/31/2017,2017,21700544,Final,1610612756,1610612755,0,2,PHX,PHI,2.38,1.63,110,123
12/31/2017,2017,21700543,Final,1610612758,1610612763,0,2,SAC,MEM,1.75,2.16,96,114
12/31/2017,2017,21700537,Final,1610612764,1610612741,1,2,WAS,CHI,1.29,3.77,114,110
12/31/2017,2017,21700541,Final,1610612760,1610612742,0,2,OKC,DAL,1.32,3.59,113,116
12/31/2017,2017,21700538,Final,1610612754,1610612750,0,2,IND,MIN,2.27,1.68,90,107
12/31/2017,2017,21700542,Final,1610612746,1610612766,1,2,LAC,CHA,1.79,2.09,106,98
12/31/2017,2017,21700540,Final,1610612745,1610612747,1,2,HOU,LAL,1.07,9.66,148,142
12/31/2016,2016,21600504,Final,1610612745,1610612752,1,2,HOU,NYK,1.1,8.14,129,122
12/31/2016,2016,21600506,Final,1610612762,1610612756,1,2,UTA,PHX,1.13,6.68,91,86
12/31/2016,2016,21600505,Final,1610612766,1610612739,0,2,CHA,CLE,2.02,1.86,109,121
12/31/2016,2016,21600503,Final,1610612741,1610612749,0,2,CHI,MIL,1.68,2.27,96,116
12/31/2016,2016,21600502,Final,1610612758,1610612763,0,2,SAC,MEM,2.09,1.8,98,112
12/31/2016,2016,21600507,Final,1610612760,1610612746,1,2,OKC,LAC,1.23,4.45,114,88
12/31/2015,2015,21500485,Final,1610612745,1610612744,0,2,HOU,GSW,1.64,2.37,110,114
12/31/2015,2015,21500489,Final,1610612762,1610612757,1,2,UTA,POR,1.65,2.34,109,96
12/31/2015,2015,21500484,Final,1610612754,1610612749,0,2,IND,MIL,1.41,3.07,116,120
12/31/2015,2015,21500487,Final,1610612740,1610612746,0,2,NOP,LAC,1.83,2.04,89,95
12/31/2015,2015,21500488,Final,1610612760,1610612756,1,2,OKC,PHX,1.04,14.29,110,106
12/31/2015,2015,21500486,Final,1610612765,1610612750,1,2,DET,MIN,1.27,3.99,115,90
12/31/2014,2014,21400478,Final,1610612745,1610612766,1,2,HOU,CHA,1.11,7.22,102,83
12/31/2014,2014,21400481,Final,1610612759,1610612740,1,2,SAS,NOP,1.48,2.75,95,93
12/31/2014,2014,21400480,Final,1610612760,1610612756,1,2,OKC,PHX,1.3,3.71,137,134
12/31/2014,2014,21400477,Final,1610612746,1610612752,1,2,LAC,NYK,1.09,8.15,99,78
12/31/2014,2014,21400476,Final,1610612754,1610612748,1,2,IND,MIA,1.59,2.46,106,95
12/31/2014,2014,21400475,Final,1610612738,1610612758,1,2,BOS,SAC,2.09,1.78,106,84
12/31/2014,2014,21400479,Final,1610612739,1610612749,0,2,CLE,MIL,1.97,1.87,80,96
12/31/2013,2013,21300460,Final,1610612738,1610612737,0,2,BOS,ATL,1.66,2.3,91,92
12/31/2013,2013,21300466,Final,1610612760,1610612757,0,2,OKC,POR,1.42,2.99,94,98
12/31/2013,2013,21300467,Final,1610612747,1610612749,0,2,LAL,MIL,1.39,3.12,79,94
12/31/2013,2013,21300461,Final,1610612754,1610612739,1,2,IND,CLE,1.08,8.84,91,76
12/31/2013,2013,21300465,Final,1610612759,1610612751,1,2,SAS,BKN,1.1,7.49,113,92
12/31/2013,2013,21300464,Final,1610612745,1610612758,0,2,HOU,SAC,1.18,5.23,106,110
12/31/2013,2013,21300462,Final,1610612753,1610612744,0,2,ORL,GSW,3.04,1.41,81,94
12/31/2013,2013,21300463,Final,1610612741,1610612761,0,2,CHI,TOR,1.86,1.98,79,85
12/31/2012,2012,21200454,Final,1610612753,1610612748,0,2,ORL,MIA,5.34,1.17,110,112
12/31/2012,2012,21200457,Final,1610612759,1610612751,1,2,SAS,BKN,1.17,5.34,104,73
12/31/2012,2012,21200452,Final,1610612754,1610612763,1,2,IND,MEM,1.99,1.85,88,83
12/31/2012,2012,21200453,Final,1610612741,1610612766,0,2,CHI,CHA,1.11,7.2,81,91
12/31/2012,2012,21200455,Final,1610612745,1610612737,1,2,HOU,ATL,1.53,2.64,123,104
12/31/2012,2012,21200456,Final,1610612760,1610612756,1,2,OKC,PHX,1.09,8.42,114,96
12/31/2011,2011,21100050,Final,1610612747,1610612743,1,2,LAL,DEN,1.44,2.84,92,89
12/31/2011,2011,21100051,Final,1610612765,1610612754,1,2,DET,IND,2.2,1.71,96,88
12/31/2011,2011,21100053,Final,1610612760,1610612756,1,2,OKC,PHX,1.11,7.28,107,97
12/31/2011,2011,21100055,Final,1610612759,1610612762,1,2,SAS,UTA,1.06,10.64,104,89
12/31/2011,2011,21100056,Final,1610612744,1610612755,0,2,GSW,PHI,2.11,1.77,79,107
12/31/2011,2011,21100054,Final,1610612758,1610612752,0,2,SAC,NYK,1.95,1.88,92,114
12/31/2011,2011,21100052,Final,1610612745,1610612737,1,2,HOU,ATL,1.85,1.97,95,84
12/31/2010,2010,21000479,Final,1610612741,1610612751,1,2,CHI,BKN,1.14,5.77,90,81
12/31/2010,2010,21000483,Final,1610612747,1610612755,1,2,LAL,PHI,1.14,5.74,102,98
12/31/2010,2010,21000482,Final,1610612756,1610612765,1,2,PHX,DET,1.34,3.37,92,75
12/31/2010,2010,21000481,Final,1610612760,1610612737,1,2,OKC,ATL,1.46,2.8,103,94
12/31/2010,2010,21000480,Final,1610612745,1610612761,1,2,HOU,TOR,1.21,4.54,114,105
12/31/2010,2010,21000478,Final,1610612754,1610612764,1,2,IND,WAS,1.38,3.12,95,86
12/31/2010,2010,21000477,Final,1610612766,1610612744,0,2,CHA,GSW,1.57,2.48,95,96
12/31/2010,2010,21000476,Final,1610612738,1610612740,0,2,BOS,NOP,1.42,3.01,81,83
12/31/2009,2009,20900473,Final,1610612746,1610612755,1,2,LAC,PHI,1.84,2,104,88
12/31/2009,2009,20900469,Final,1610612765,1610612741,0,2,DET,CHI,1.54,2.54,87,98
12/31/2009,2009,20900470,Final,1610612745,1610612742,1,2,HOU,DAL,2.01,1.81,97,94
12/31/2009,2009,20900471,Final,1610612759,1610612748,1,2,SAS,MIA,1.26,3.96,108,78
12/31/2009,2009,20900472,Final,1610612760,1610612762,1,2,OKC,UTA,1.63,2.33,87,86
12/31/2008,2008,20800472,Final,1610612746,1610612755,0,2,LAC,PHI,2.34,1.6,92,100
12/31/2008,2008,20800467,Final,1610612741,1610612753,0,2,CHI,ORL,2.87,1.39,94,113
12/31/2008,2008,20800468,Final,1610612765,1610612751,1,2,DET,BKN,1.39,3.05,83,75
12/31/2008,2008,20800469,Final,1610612745,1610612749,1,2,HOU,MIL,1.25,4,85,81
12/31/2008,2008,20800471,Final,1610612760,1610612744,1,2,OKC,GSW,2.18,1.68,107,100
12/30/2019,2019,21900496,Final,1610612757,1610612756,0,2,POR,PHX,1.57,2.5,116,122
12/30/2019,2019,21900494,Final,1610612750,1610612751,1,2,MIN,BKN,2.62,1.53,122,115
12/30/2019,2019,21900493,Final,1610612741,1610612749,0,2,CHI,MIL,4.48,1.23,102,123
12/30/2019,2019,21900492,Final,1610612764,1610612748,1,2,WAS,MIA,6.1,1.14,123,105
12/30/2019,2019,21900491,Final,1610612753,1610612737,0,2,ORL,ATL,1.16,5.77,93,101
12/30/2019,2019,21900495,Final,1610612762,1610612765,1,2,UTA,DET,1.21,4.77,104,81
12/30/2018,2018,21800540,Final,1610612757,1610612755,1,2,POR,PHI,1.66,2.32,129,95
12/30/2018,2018,21800539,Final,1610612742,1610612760,1,2,DAL,OKC,2.17,1.74,105,103
12/30/2018,2018,21800538,Final,1610612761,1610612741,1,2,TOR,CHI,1.16,5.84,95,89
12/30/2018,2018,21800537,Final,1610612748,1610612750,0,2,MIA,MIN,1.58,2.49,104,113
12/30/2018,2018,21800536,Final,1610612753,1610612765,1,2,ORL,DET,1.82,2.04,109,107
12/30/2018,2018,21800541,Final,1610612747,1610612758,1,2,LAL,SAC,1.81,2.07,121,114
12/30/2017,2017,21700533,Final,1610612737,1610612757,1,2,ATL,POR,2.23,1.7,104,89
12/30/2017,2017,21700531,Final,1610612753,1610612748,0,2,ORL,MIA,2.01,1.85,111,117
12/30/2017,2017,21700534,Final,1610612762,1610612739,1,2,UTA,CLE,2.33,1.65,104,101
12/30/2017,2017,21700535,Final,1610612744,1610612763,1,2,GSW,MEM,1.07,9.61,141,128
12/30/2017,2017,21700536,Final,1610612743,1610612755,0,2,DEN,PHI,1.35,3.34,102,107
12/30/2017,2017,21700532,Final,1610612740,1610612752,0,2,NOP,NYK,1.45,2.88,103,105
12/30/2017,2017,21700530,Final,1610612765,1610612759,1,2,DET,SAS,2.7,1.5,93,79
12/30/2016,2016,21600492,Final,1610612754,1610612741,1,2,IND,CHI,1.46,2.84,111,101
12/30/2016,2016,21600493,Final,1610612764,1610612751,1,2,WAS,BKN,1.29,3.85,118,95
12/30/2016,2016,21600501,Final,1610612744,1610612742,1,2,GSW,DAL,1.02,17.67,108,99
12/30/2016,2016,21600500,Final,1610612743,1610612755,0,2,DEN,PHI,1.17,5.53,122,124
12/30/2016,2016,21600499,Final,1610612759,1610612757,1,2,SAS,POR,1.18,5.3,110,94
12/30/2016,2016,21600498,Final,1610612737,1610612765,1,2,ATL,DET,1.71,2.23,105,98
12/30/2016,2016,21600497,Final,1610612750,1610612749,1,2,MIN,MIL,1.87,1.98,116,99
12/30/2016,2016,21600496,Final,1610612745,1610612746,1,2,HOU,LAC,1.16,5.73,140,116
12/30/2016,2016,21600495,Final,1610612740,1610612752,1,2,NOP,NYK,1.64,2.35,104,92
12/30/2016,2016,21600494,Final,1610612738,1610612748,1,2,BOS,MIA,1.2,4.92,117,114
12/30/2015,2015,21500474,Final,1610612766,1610612746,0,2,CHA,LAC,2.16,1.74,117,122
12/30/2015,2015,21500475,Final,1610612753,1610612751,1,2,ORL,BKN,1.3,3.75,100,93
12/30/2015,2015,21500476,Final,1610612738,1610612747,0,2,BOS,LAL,1.07,10.4,104,112
12/30/2015,2015,21500477,Final,1610612761,1610612764,1,2,TOR,WAS,1.3,3.76,94,91
12/30/2015,2015,21500478,Final,1610612741,1610612754,1,2,CHI,IND,1.65,2.33,102,100
12/30/2015,2015,21500479,Final,1610612750,1610612762,1,2,MIN,UTA,1.56,2.54,94,80
12/30/2015,2015,21500480,Final,1610612742,1610612744,1,2,DAL,GSW,2.44,1.6,114,91
12/30/2015,2015,21500483,Final,1610612758,1610612755,0,2,SAC,PHI,1.17,5.56,105,110
12/30/2015,2015,21500481,Final,1610612759,1610612756,1,2,SAS,PHX,1.04,13.74,112,79
12/30/2015,2015,21500482,Final,1610612757,1610612743,1,2,POR,DEN,1.39,3.13,110,103
12/30/2014,2014,21400470,Final,1610612742,1610612764,1,2,DAL,WAS,1.48,2.75,114,87
12/30/2014,2014,21400465,Final,1610612753,1610612765,0,2,ORL,DET,2.03,1.83,86,109
12/30/2014,2014,21400468,Final,1610612763,1610612759,1,2,MEM,SAS,1.88,1.96,95,87
12/30/2014,2014,21400467,Final,1610612741,1610612751,0,2,CHI,BKN,1.18,5.23,82,96
12/30/2014,2014,21400466,Final,1610612737,1610612739,1,2,ATL,CLE,1.36,3.28,109,101
12/30/2014,2014,21400469,Final,1610612740,1610612756,1,2,NOP,PHX,1.81,2.05,110,106
12/30/2014,2014,21400471,Final,1610612743,1610612747,0,2,DEN,LAL,1.43,2.92,103,111
12/30/2014,2014,21400472,Final,1610612762,1610612750,1,2,UTA,MIN,1.34,3.41,100,94
12/30/2014,2014,21400473,Final,1610612757,1610612761,1,2,POR,TOR,1.62,2.38,102,97
12/30/2014,2014,21400474,Final,1610612744,1610612755,1,2,GSW,PHI,1.02,16.85,126,86
12/30/2013,2013,21300459,Final,1610612746,1610612756,0,2,LAC,PHX,1.27,3.99,88,107
12/30/2013,2013,21300458,Final,1610612762,1610612766,1,2,UTA,CHA,1.72,2.19,83,80
12/30/2013,2013,21300456,Final,1610612740,1610612757,1,2,NOP,POR,2.07,1.79,110,108
12/30/2013,2013,21300455,Final,1610612750,1610612742,0,2,MIN,DAL,1.56,2.52,98,100
12/30/2013,2013,21300454,Final,1610612763,1610612741,0,2,MEM,CHI,1.46,2.82,91,95
12/30/2013,2013,21300453,Final,1610612765,1610612764,0,2,DET,WAS,1.71,2.19,99,106
12/30/2013,2013,21300457,Final,1610612743,1610612748,0,2,DEN,MIA,2.72,1.49,94,97
12/30/2012,2012,21200448,Final,1610612765,1610612749,1,2,DET,MIL,1.73,2.17,96,94
12/30/2012,2012,21200449,Final,1610612742,1610612759,0,2,DAL,SAS,3.07,1.41,86,111
12/30/2012,2012,21200450,Final,1610612758,1610612738,1,2,SAC,BOS,2.2,1.71,118,96
12/30/2012,2012,21200451,Final,1610612746,1610612762,1,2,LAC,UTA,1.14,6.03,107,96
12/30/2011,2011,21100039,Final,1610612766,1610612753,0,2,CHA,ORL,2.53,1.55,79,100
12/30/2011,2011,21100049,Final,1610612746,1610612741,0,2,LAC,CHI,2.03,1.8,101,114
12/30/2011,2011,21100047,Final,1610612742,1610612761,1,2,DAL,TOR,1.21,4.57,99,86
12/30/2011,2011,21100040,Final,1610612754,1610612739,1,2,IND,CLE,1.17,5.22,98,91
12/30/2011,2011,21100041,Final,1610612738,1610612765,1,2,BOS,DET,1.14,5.84,96,85
12/30/2011,2011,21100042,Final,1610612737,1610612751,1,2,ATL,BKN,1.1,7.63,105,98
12/30/2011,2011,21100043,Final,1610612763,1610612745,1,2,MEM,HOU,1.37,3.23,113,93
12/30/2011,2011,21100044,Final,1610612740,1610612756,0,2,NOP,PHX,1.74,2.13,78,93
12/30/2011,2011,21100045,Final,1610612750,1610612748,0,2,MIN,MIA,4.23,1.24,101,103
12/30/2011,2011,21100048,Final,1610612762,1610612755,1,2,UTA,PHI,2.63,1.52,102,99
12/30/2011,2011,21100046,Final,1610612749,1610612764,1,2,MIL,WAS,1.21,4.63,102,81
12/30/2010,2010,21000473,Final,1610612753,1610612752,1,2,ORL,NYK,1.27,3.92,112,103
12/30/2010,2010,21000474,Final,1610612742,1610612759,0,2,DAL,SAS,2.43,1.59,93,99
12/30/2010,2010,21000475,Final,1610612757,1610612762,1,2,POR,UTA,1.87,1.94,100,89
12/30/2009,2009,20900465,Final,1610612740,1610612748,1,2,NOP,MIA,2,1.83,95,91
12/30/2009,2009,20900460,Final,1610612754,1610612763,0,2,IND,MEM,2.28,1.66,110,121
12/30/2009,2009,20900466,Final,1610612756,1610612738,1,2,PHX,BOS,1.48,2.73,116,98
12/30/2009,2009,20900464,Final,1610612750,1610612762,0,2,MIN,UTA,3.93,1.26,103,107
12/30/2009,2009,20900463,Final,1610612751,1610612752,1,2,BKN,NYK,2.24,1.68,104,95
12/30/2009,2009,20900461,Final,1610612753,1610612749,1,2,ORL,MIL,1.15,5.61,117,92
12/30/2009,2009,20900462,Final,1610612761,1610612766,1,2,TOR,CHA,1.41,2.97,107,103
12/30/2009,2009,20900467,Final,1610612757,1610612746,1,2,POR,LAC,1.33,3.45,103,99
12/30/2009,2009,20900459,Final,1610612739,1610612737,1,2,CLE,ATL,1.39,3.1,106,101
12/30/2009,2009,20900468,Final,1610612758,1610612755,0,2,SAC,PHI,1.73,2.15,106,116
12/30/2008,2008,20800462,Final,1610612740,1610612764,1,2,NOP,WAS,1.03,11,97,85
12/30/2008,2008,20800463,Final,1610612742,1610612750,1,2,DAL,MIN,1.06,9,107,100
12/30/2008,2008,20800464,Final,1610612759,1610612749,0,2,SAS,MIL,1.26,3.95,98,100
12/30/2008,2008,20800458,Final,1610612766,1610612752,0,2,CHA,NYK,1.48,2.65,89,93
12/30/2008,2008,20800465,Final,1610612757,1610612738,1,2,POR,BOS,3,1.39,91,86
12/30/2008,2008,20800460,Final,1610612748,1610612739,1,2,MIA,CLE,2.8,1.47,104,95
12/30/2008,2008,20800466,Final,1610612758,1610612746,1,2,SAC,LAC,1.7,2.15,92,90
12/29/2019,2019,21900490,Final,1610612747,1610612742,1,2,LAL,DAL,1.49,2.74,108,95
12/29/2019,2019,21900487,Final,1610612763,1610612766,1,2,MEM,CHA,1.68,2.26,117,104
12/29/2019,2019,21900489,Final,1610612743,1610612758,1,2,DEN,SAC,1.29,3.79,120,115
12/29/2019,2019,21900486,Final,1610612761,1610612760,0,2,TOR,OKC,1.49,2.71,97,98
12/29/2019,2019,21900488,Final,1610612740,1610612745,1,2,NOP,HOU,1.47,2.78,127,112
12/29/2018,2018,21800532,Final,1610612762,1610612752,1,2,UTA,NYK,1.12,6.92,129,97
12/29/2018,2018,21800531,Final,1610612763,1610612738,0,2,MEM,BOS,2.43,1.6,103,112
12/29/2018,2018,21800529,Final,1610612737,1610612739,1,2,ATL,CLE,1.56,2.52,111,108
12/29/2018,2018,21800530,Final,1610612764,1610612766,1,2,WAS,CHA,2.38,1.62,130,126
12/29/2018,2018,21800528,Final,1610612740,1610612745,0,2,NOP,HOU,2.38,1.62,104,108
12/29/2018,2018,21800527,Final,1610612749,1610612751,1,2,MIL,BKN,1.16,5.76,129,115
12/29/2018,2018,21800533,Final,1610612756,1610612743,0,2,PHX,DEN,2.62,1.53,118,122
12/29/2018,2018,21800534,Final,1610612757,1610612744,0,2,POR,GSW,2.69,1.5,105,115
12/29/2018,2018,21800535,Final,1610612746,1610612759,0,2,LAC,SAS,1.69,2.25,111,122
12/29/2017,2017,21700522,Final,1610612761,1610612737,1,2,TOR,ATL,1.15,5.91,111,98
12/29/2017,2017,21700526,Final,1610612760,1610612749,0,2,OKC,MIL,1.4,3.1,95,97
12/29/2017,2017,21700521,Final,1610612764,1610612745,1,2,WAS,HOU,2.13,1.76,121,103
12/29/2017,2017,21700523,Final,1610612748,1610612751,0,2,MIA,BKN,1.41,3.05,87,111
12/29/2017,2017,21700524,Final,1610612741,1610612754,1,2,CHI,IND,1.67,2.29,119,107
12/29/2017,2017,21700529,Final,1610612747,1610612746,0,2,LAL,LAC,2.29,1.67,106,121
12/29/2017,2017,21700528,Final,1610612744,1610612766,0,2,GSW,CHA,1.18,5.21,100,111
12/29/2017,2017,21700527,Final,1610612758,1610612756,0,2,SAC,PHX,1.69,2.26,101,111
12/29/2017,2017,21700525,Final,1610612740,1610612742,0,2,NOP,DAL,1.38,3.24,120,128
12/29/2016,2016,21600491,Final,1610612747,1610612742,0,2,LAL,DAL,1.57,2.49,89,101
12/29/2016,2016,21600490,Final,1610612756,1610612761,1,2,PHX,TOR,4.44,1.23,99,91
12/29/2016,2016,21600489,Final,1610612762,1610612755,1,2,UTA,PHI,1.06,11.28,100,83
12/29/2016,2016,21600488,Final,1610612739,1610612738,1,2,CLE,BOS,1.38,3.21,124,118
12/29/2016,2016,21600487,Final,1610612763,1610612760,1,2,MEM,OKC,1.87,1.99,114,80
12/29/2016,2016,21600486,Final,1610612766,1610612748,1,2,CHA,MIA,1.37,3.26,91,82
12/29/2015,2015,21500472,Final,1610612760,1610612749,1,2,OKC,MIL,1.06,10.76,131,123
12/29/2015,2015,21500473,Final,1610612743,1610612739,0,2,DEN,CLE,3.27,1.37,87,93
12/29/2015,2015,21500471,Final,1610612763,1610612748,1,2,MEM,MIA,1.5,2.71,99,90
12/29/2015,2015,21500470,Final,1610612745,1610612737,0,2,HOU,ATL,1.61,2.43,115,121
12/29/2015,2015,21500469,Final,1610612752,1610612765,1,2,NYK,DET,2.06,1.81,108,96
12/29/2014,2014,21400461,Final,1610612751,1610612758,1,2,BKN,SAC,1.89,1.96,107,99
12/29/2014,2014,21400464,Final,1610612746,1610612762,1,2,LAC,UTA,1.49,2.71,101,97
12/29/2014,2014,21400462,Final,1610612748,1610612753,0,2,MIA,ORL,1.44,2.91,101,102
12/29/2014,2014,21400460,Final,1610612754,1610612741,0,2,IND,CHI,2.74,1.48,90,92
12/29/2014,2014,21400459,Final,1610612766,1610612749,0,2,CHA,MIL,1.68,2.26,94,104
12/29/2014,2014,21400463,Final,1610612745,1610612764,0,2,HOU,WAS,1.59,2.45,103,104
12/29/2013,2013,21300448,Final,1610612739,1610612744,0,2,CLE,GSW,3.41,1.34,104,108
12/29/2013,2013,21300449,Final,1610612753,1610612737,1,2,ORL,ATL,1.65,2.32,109,102
12/29/2013,2013,21300451,Final,1610612759,1610612758,1,2,SAS,SAC,1.11,7.61,112,104
12/29/2013,2013,21300450,Final,1610612760,1610612745,1,2,OKC,HOU,1.53,2.61,117,86
12/29/2013,2013,21300452,Final,1610612747,1610612755,0,2,LAL,PHI,1.35,3.38,104,111
12/29/2012,2012,21200447,Final,1610612744,1610612738,1,2,GSW,BOS,1.56,2.55,101,83
12/29/2012,2012,21200443,Final,1610612745,1610612760,0,2,HOU,OKC,2.57,1.55,94,124
12/29/2012,2012,21200444,Final,1610612750,1610612756,1,2,MIN,PHX,1.24,4.33,111,107
12/29/2012,2012,21200437,Final,1610612766,1610612740,0,2,CHA,NOP,2.36,1.63,95,98
12/29/2012,2012,21200438,Final,1610612737,1610612754,1,2,ATL,IND,1.68,2.23,109,100
12/29/2012,2012,21200439,Final,1610612753,1610612761,0,2,ORL,TOR,1.62,2.38,88,123
12/29/2012,2012,21200442,Final,1610612763,1610612743,1,2,MEM,DEN,1.39,3.13,81,72
12/29/2012,2012,21200440,Final,1610612751,1610612739,1,2,BKN,CLE,1.26,4.18,103,100
12/29/2012,2012,21200446,Final,1610612757,1610612755,1,2,POR,PHI,1.64,2.34,89,85
12/29/2012,2012,21200441,Final,1610612741,1610612764,1,2,CHI,WAS,1.13,6.24,87,77
12/29/2012,2012,21200445,Final,1610612749,1610612748,1,2,MIL,MIA,2.54,1.56,104,85
12/29/2011,2011,21100033,Final,1610612753,1610612751,1,2,ORL,BKN,1.1,7.42,94,78
12/29/2011,2011,21100035,Final,1610612760,1610612742,1,2,OKC,DAL,1.44,2.87,104,102
12/29/2011,2011,21100038,Final,1610612747,1610612752,1,2,LAL,NYK,1.55,2.54,99,82
12/29/2011,2011,21100037,Final,1610612757,1610612743,1,2,POR,DEN,1.43,2.89,111,102
12/29/2011,2011,21100036,Final,1610612758,1610612741,0,2,SAC,CHI,3.9,1.27,98,108
12/29/2011,2011,21100034,Final,1610612745,1610612759,1,2,HOU,SAS,2.27,1.66,105,85
12/29/2010,2010,21000470,Final,1610612756,1610612755,0,2,PHX,PHI,1.39,3.06,110,123
12/29/2010,2010,21000467,Final,1610612740,1610612747,0,2,NOP,LAL,2.38,1.61,88,103
12/29/2010,2010,21000464,Final,1610612764,1610612754,1,2,WAS,IND,1.7,2.21,104,90
12/29/2010,2010,21000462,Final,1610612737,1610612744,1,2,ATL,GSW,1.3,3.73,103,93
12/29/2010,2010,21000471,Final,1610612758,1610612763,1,2,SAC,MEM,2.6,1.53,100,98
12/29/2010,2010,21000472,Final,1610612746,1610612762,0,2,LAC,UTA,2.06,1.78,95,103
12/29/2010,2010,21000468,Final,1610612760,1610612751,1,2,OKC,BKN,1.19,4.81,114,93
12/29/2010,2010,21000469,Final,1610612745,1610612748,0,2,HOU,MIA,2.92,1.42,119,125
12/29/2010,2010,21000465,Final,1610612765,1610612738,1,2,DET,BOS,3.24,1.36,104,92
12/29/2010,2010,21000463,Final,1610612766,1610612739,1,2,CHA,CLE,1.29,3.76,101,92
12/29/2009,2009,20900455,Final,1610612741,1610612754,1,2,CHI,IND,1.34,3.38,104,95
12/29/2009,2009,20900456,Final,1610612745,1610612740,1,2,HOU,NOP,1.39,3.09,108,100
12/29/2009,2009,20900457,Final,1610612759,1610612750,1,2,SAS,MIN,1.11,7.08,117,99
12/29/2009,2009,20900458,Final,1610612747,1610612744,1,2,LAL,GSW,1.1,7.17,124,118
12/29/2009,2009,20900454,Final,1610612765,1610612752,0,2,DET,NYK,1.48,2.71,87,104
12/29/2009,2009,20900453,Final,1610612764,1610612760,0,2,WAS,OKC,1.96,1.85,98,110
12/29/2009,2009,20900452,Final,1610612737,1610612739,0,2,ATL,CLE,1.73,2.15,84,95
12/29/2008,2008,20800450,Final,1610612737,1610612743,1,2,ATL,DEN,1.45,2.75,109,91
12/29/2008,2008,20800456,Final,1610612762,1610612755,1,2,UTA,PHI,1.37,3.2,112,95
12/29/2008,2008,20800455,Final,1610612745,1610612764,0,2,HOU,WAS,1.06,9.25,87,89
12/29/2008,2008,20800454,Final,1610612760,1610612756,0,2,OKC,PHX,5.45,1.18,102,110
12/29/2008,2008,20800453,Final,1610612750,1610612763,1,2,MIN,MEM,1.76,2.06,108,98
12/29/2008,2008,20800452,Final,1610612751,1610612741,0,2,BKN,CHI,1.5,2.6,87,100
12/29/2008,2008,20800451,Final,1610612765,1610612753,1,2,DET,ORL,2.29,1.62,88,82
12/28/2019,2019,21900472,Final,1610612743,1610612763,1,2,DEN,MEM,1.22,4.56,119,110
12/28/2019,2019,21900485,Final,1610612746,1610612762,0,2,LAC,UTA,1.29,3.77,107,120
12/28/2019,2019,21900484,Final,1610612757,1610612747,0,2,POR,LAL,2.9,1.44,120,128
12/28/2019,2019,21900483,Final,1610612758,1610612756,0,2,SAC,PHX,1.69,2.23,110,112
12/28/2019,2019,21900482,Final,1610612744,1610612742,0,2,GSW,DAL,5.41,1.17,121,141
12/28/2019,2019,21900481,Final,1610612759,1610612765,1,2,SAS,DET,1.49,2.71,136,109
12/28/2019,2019,21900480,Final,1610612749,1610612753,1,2,MIL,ORL,1.38,3.19,111,100
12/28/2019,2019,21900479,Final,1610612750,1610612739,0,2,MIN,CLE,1.38,3.17,88,94
12/28/2019,2019,21900478,Final,1610612745,1610612751,1,2,HOU,BKN,1.22,4.6,108,98
12/28/2019,2019,21900477,Final,1610612741,1610612737,1,2,CHI,ATL,1.2,4.92,116,81
12/28/2019,2019,21900476,Final,1610612764,1610612752,0,2,WAS,NYK,2.38,1.62,100,107
12/28/2019,2019,21900475,Final,1610612748,1610612755,1,2,MIA,PHI,1.85,2,117,116
12/28/2019,2019,21900474,Final,1610612740,1610612754,1,2,NOP,IND,1.83,2.03,120,98
12/28/2019,2019,21900473,Final,1610612738,1610612761,0,2,BOS,TOR,1.33,3.44,97,113
12/28/2018,2018,21800518,Final,1610612754,1610612765,1,2,IND,DET,1.36,3.33,125,88
12/28/2018,2018,21800517,Final,1610612766,1610612751,1,2,CHA,BKN,1.51,2.66,100,87
12/28/2018,2018,21800519,Final,1610612753,1610612761,1,2,ORL,TOR,2.72,1.49,116,87
