game_date_est,season,game_id,game_status_text,home_team_id,home_team,visitor_team_id,visitor_team,PTS_home,FG_PCT_home,FT_PCT_home,FG3_PCT_home,AST_home,REB_home,PTS_away,FG_PCT_away,FT_PCT_away,REB_away,FG3_PCT_away,AST_away,home_team_wins
03/11/20,2019,21900971,Final,1610612755,PHI,1610612765,DET,124,0.506,0.813,0.424,28,50,106,0.464,0.68,32,0.314,25,1
03/11/20,2019,21900969,Final,1610612737,ATL,1610612752,NYK,131,0.453,0.808,0.341,26,53,136,0.532,0.735,47,0.393,32,0
03/11/20,2019,21900970,Final,1610612748,MIA,1610612766,CHA,98,0.464,0.833,0.341,32,36,109,0.451,0.818,50,0.5,20,0
03/11/20,2019,21900973,Final,1610612742,DAL,1610612743,DEN,113,0.457,0.739,0.343,23,52,97,0.47,0.625,40,0.359,23,1
03/10/20,2019,21900960,Final,1610612754,IND,1610612738,BOS,111,0.495,0.909,0.375,23,43,114,0.441,0.864,46,0.351,19,0
03/10/20,2019,21900961,Final,1610612764,WAS,1610612752,NYK,122,0.473,0.844,0.4,23,37,115,0.519,0.742,36,0.381,30,1
03/10/20,2019,21900962,Final,1610612741,CHI,1610612739,CLE,108,0.5,0.8,0.353,23,46,103,0.5,0.739,35,0.25,29,1
03/10/20,2019,21900963,Final,1610612745,HOU,1610612750,MIN,117,0.513,0.769,0.395,24,33,111,0.482,0.739,41,0.4,21,1
03/10/20,2019,21900964,Final,1610612763,MEM,1610612753,ORL,115,0.5,0.737,0.379,24,39,120,0.467,0.909,41,0.424,31,0
03/10/20,2019,21900965,Final,1610612759,SAS,1610612742,DAL,119,0.517,0.8,0.469,32,40,109,0.457,0.727,42,0.386,23,1
03/10/20,2019,21900966,Final,1610612757,POR,1610612756,PHX,121,0.506,0.824,0.486,20,46,105,0.402,0.96,43,0.344,26,1
03/10/20,2019,21900967,Final,1610612744,GSW,1610612746,LAC,107,0.468,0.815,0.289,25,35,131,0.5,1,47,0.455,28,0
03/10/20,2019,21900968,Final,1610612747,LAL,1610612751,BKN,102,0.46,0.583,0.375,24,46,104,0.411,0.739,47,0.325,24,0
03/09/20,2019,21900957,Final,1610612737,ATL,1610612766,CHA,143,0.552,0.593,0.488,33,53,138,0.471,0.913,35,0.396,31,1
03/09/20,2019,21900958,Final,1610612743,DEN,1610612749,MIL,109,0.436,0.917,0.39,28,48,95,0.378,0.667,48,0.3,23,1
03/09/20,2019,21900959,Final,1610612762,UTA,1610612761,TOR,92,0.398,0.714,0.372,24,34,101,0.434,0.889,53,0.361,22,0
03/08/20,2019,21900946,Final,1610612751,BKN,1610612741,CHI,110,0.5,0.854,0.367,21,50,107,0.424,0.68,31,0.353,23,1
03/08/20,2019,21900947,Final,1610612750,MIN,1610612740,NOP,107,0.394,0.806,0.242,20,42,120,0.489,0.677,54,0.314,28,0
03/08/20,2019,21900948,Final,1610612746,LAC,1610612747,LAL,103,0.395,0.757,0.226,12,49,112,0.448,0.857,45,0.286,22,0
03/08/20,2019,21900949,Final,1610612738,BOS,1610612760,OKC,104,0.413,0.789,0.351,22,46,105,0.443,0.735,39,0.4,16,0
03/08/20,2019,21900950,Final,1610612756,PHX,1610612749,MIL,140,0.553,0.871,0.442,30,47,131,0.537,0.762,36,0.394,23,1
03/08/20,2019,21900951,Final,1610612764,WAS,1610612748,MIA,89,0.333,0.857,0.404,19,29,100,0.485,0.821,46,0.464,21,0
03/08/20,2019,21900952,Final,1610612742,DAL,1610612754,IND,109,0.429,0.68,0.326,19,42,112,0.523,0.667,47,0.348,23,0
03/08/20,2019,21900953,Final,1610612745,HOU,1610612753,ORL,106,0.443,0.76,0.281,21,38,126,0.484,0.806,49,0.448,21,0
03/08/20,2019,21900954,Final,1610612739,CLE,1610612759,SAS,132,0.457,0.733,0.382,26,60,129,0.439,0.917,44,0.385,20,1
03/08/20,2019,21900955,Final,1610612752,NYK,1610612765,DET,96,0.439,0.72,0.316,15,51,84,0.363,0.682,35,0.289,21,1
03/08/20,2019,21900956,Final,1610612758,SAC,1610612761,TOR,113,0.467,0.913,0.258,24,50,118,0.476,0.778,36,0.396,27,0
03/07/20,2019,21900940,Final,1610612766,CHA,1610612745,HOU,108,0.529,0.76,0.469,29,30,99,0.461,0.7,42,0.333,22,1
03/07/20,2019,21900941,Final,1610612765,DET,1610612762,UTA,105,0.465,0.727,0.3,24,38,111,0.519,0.75,40,0.303,17,0
03/07/20,2019,21900942,Final,1610612739,CLE,1610612743,DEN,104,0.553,0.667,0.429,32,39,102,0.506,0.375,33,0.406,28,1
03/07/20,2019,21900943,Final,1610612763,MEM,1610612737,ATL,118,0.494,0.606,0.364,27,58,101,0.337,0.857,46,0.265,23,1
03/07/20,2019,21900944,Final,1610612744,GSW,1610612755,PHI,118,0.55,0.75,0.36,30,35,114,0.488,0.864,41,0.382,29,1
03/07/20,2019,21900945,Final,1610612757,POR,1610612758,SAC,111,0.472,0.654,0.256,22,41,123,0.482,0.87,47,0.538,30,0
03/06/20,2019,21900930,Final,1610612764,WAS,1610612737,ATL,118,0.474,0.886,0.484,24,38,112,0.535,0.667,36,0.375,25,1
03/06/20,2019,21900931,Final,1610612751,BKN,1610612759,SAS,139,0.531,0.71,0.417,32,52,120,0.467,0.889,38,0.294,25,1
03/06/20,2019,21900932,Final,1610612752,NYK,1610612760,OKC,103,0.451,0.773,0.167,19,48,126,0.49,0.8,38,0.387,26,0
03/06/20,2019,21900933,Final,1610612738,BOS,1610612762,UTA,94,0.372,0.778,0.278,19,45,99,0.45,0.833,40,0.378,23,0
03/06/20,2019,21900934,Final,1610612741,CHI,1610612754,IND,102,0.412,0.867,0.237,27,45,108,0.507,0.727,46,0.364,24,0
03/06/20,2019,21900935,Final,1610612750,MIN,1610612753,ORL,118,0.469,0.8,0.27,30,36,132,0.607,0.742,45,0.333,31,0
03/06/20,2019,21900936,Final,1610612740,NOP,1610612748,MIA,110,0.418,0.714,0.368,28,53,104,0.43,0.677,45,0.273,27,1
03/06/20,2019,21900937,Final,1610612742,DAL,1610612763,MEM,121,0.474,0.765,0.383,30,48,96,0.464,0.692,47,0.3,29,1
03/06/20,2019,21900938,Final,1610612756,PHX,1610612757,POR,127,0.495,0.947,0.452,29,47,117,0.494,0.75,39,0.406,26,1
03/06/20,2019,21900939,Final,1610612747,LAL,1610612749,MIL,113,0.418,0.816,0.188,19,52,103,0.416,0.739,45,0.279,22,1
03/05/20,2019,21900926,Final,1610612766,CHA,1610612743,DEN,112,0.494,0.821,0.394,24,34,114,0.53,0.9,38,0.308,29,0
03/05/20,2019,21900927,Final,1610612745,HOU,1610612746,LAC,105,0.361,0.778,0.167,19,51,120,0.464,0.744,57,0.325,22,0
03/05/20,2019,21900928,Final,1610612758,SAC,1610612755,PHI,108,0.532,0.722,0.379,23,37,125,0.49,0.824,45,0.459,24,0
03/05/20,2019,21900929,Final,1610612744,GSW,1610612761,TOR,113,0.408,0.76,0.269,34,52,121,0.476,0.903,39,0.317,28,0
03/04/20,2019,21900917,Final,1610612739,CLE,1610612738,BOS,106,0.438,0.75,0.342,24,50,112,0.465,0.808,49,0.367,16,0
03/04/20,2019,21900918,Final,1610612765,DET,1610612760,OKC,107,0.465,0.6,0.419,27,36,114,0.613,0.706,33,0.417,25,0
03/04/20,2019,21900924,Final,1610612749,MIL,1610612754,IND,119,0.457,0.909,0.283,26,56,100,0.433,0.818,39,0.259,22,1
03/04/20,2019,21900919,Final,1610612748,MIA,1610612753,ORL,116,0.519,0.8,0.5,31,36,113,0.524,0.857,35,0.433,28,1
03/04/20,2019,21900920,Final,1610612751,BKN,1610612763,MEM,79,0.333,0.706,0.167,15,42,118,0.43,0.857,59,0.455,21,0
03/04/20,2019,21900921,Final,1610612752,NYK,1610612762,UTA,104,0.482,0.833,0.35,23,42,112,0.506,0.8,37,0.278,26,0
03/04/20,2019,21900922,Final,1610612750,MIN,1610612741,CHI,115,0.494,0.64,0.442,27,43,108,0.479,0.636,40,0.367,24,1
03/04/20,2019,21900923,Final,1610612742,DAL,1610612740,NOP,127,0.463,0.708,0.44,30,49,123,0.439,0.545,52,0.37,28,1
03/04/20,2019,21900925,Final,1610612757,POR,1610612764,WAS,125,0.519,0.875,0.419,24,47,104,0.388,0.619,48,0.314,27,1
03/03/20,2019,21900909,Final,1610612766,CHA,1610612759,SAS,103,0.476,0.722,0.414,25,46,104,0.475,0.85,33,0.344,25,0
03/03/20,2019,21900910,Final,1610612738,BOS,1610612751,BKN,120,0.427,0.739,0.306,24,42,129,0.43,0.763,63,0.286,22,0
03/03/20,2019,21900911,Final,1610612740,NOP,1610612750,MIN,134,0.52,0.593,0.359,37,44,139,0.557,0.85,42,0.412,31,0
03/03/20,2019,21900912,Final,1610612760,OKC,1610612746,LAC,94,0.42,0.654,0.321,16,43,109,0.452,0.846,41,0.306,19,0
03/03/20,2019,21900913,Final,1610612743,DEN,1610612744,GSW,100,0.448,0.731,0.15,22,53,116,0.512,0.636,35,0.439,31,0
03/03/20,2019,21900914,Final,1610612756,PHX,1610612761,TOR,114,0.459,0.84,0.385,30,35,123,0.465,0.829,47,0.412,17,0
03/03/20,2019,21900915,Final,1610612747,LAL,1610612755,PHI,120,0.535,0.833,0.394,25,43,107,0.447,0.75,42,0.4,24,1
03/03/20,2019,21900916,Final,1610612758,SAC,1610612764,WAS,133,0.562,0.833,0.448,23,42,126,0.513,0.824,31,0.421,28,1
03/02/20,2019,21900902,Final,1610612739,CLE,1610612762,UTA,113,0.462,0.667,0.415,28,36,126,0.566,0.857,47,0.488,30,0
03/02/20,2019,21900903,Final,1610612752,NYK,1610612745,HOU,125,0.485,0.633,0.4,26,65,123,0.415,0.926,34,0.357,25,1
03/02/20,2019,21900904,Final,1610612753,ORL,1610612757,POR,107,0.385,0.864,0.326,29,39,130,0.557,1,49,0.485,27,0
03/02/20,2019,21900905,Final,1610612737,ATL,1610612763,MEM,88,0.323,0.938,0.257,20,43,127,0.5,0.677,60,0.438,30,0
03/02/20,2019,21900906,Final,1610612748,MIA,1610612749,MIL,105,0.43,0.722,0.486,28,46,89,0.407,0.632,48,0.206,19,1
03/02/20,2019,21900907,Final,1610612741,CHI,1610612742,DAL,109,0.468,0.647,0.278,24,42,107,0.476,0.75,44,0.286,26,1
03/02/20,2019,21900908,Final,1610612759,SAS,1610612754,IND,111,0.519,0.789,0.5,21,33,116,0.5,0.885,40,0.484,22,0
03/01/20,2019,21900895,Final,1610612766,CHA,1610612749,MIL,85,0.354,0.9,0.229,22,47,93,0.402,0.762,61,0.226,20,0
03/01/20,2019,21900896,Final,1610612750,MIN,1610612742,DAL,91,0.364,0.4,0.31,19,57,111,0.468,0.632,56,0.275,28,0
03/01/20,2019,21900897,Final,1610612746,LAC,1610612755,PHI,136,0.592,0.805,0.542,25,37,130,0.505,0.65,37,0.488,27,1
03/01/20,2019,21900898,Final,1610612743,DEN,1610612761,TOR,133,0.566,0.7,0.5,38,41,118,0.461,0.897,36,0.263,24,1
03/01/20,2019,21900899,Final,1610612758,SAC,1610612765,DET,106,0.407,0.885,0.257,18,51,100,0.413,0.667,42,0.429,23,1
03/01/20,2019,21900900,Final,1610612740,NOP,1610612747,LAL,114,0.421,0.818,0.219,24,52,122,0.515,0.9,36,0.371,23,0
03/01/20,2019,21900901,Final,1610612744,GSW,1610612764,WAS,110,0.472,0.708,0.321,25,52,124,0.488,0.889,34,0.667,24,0
02/29/20,2019,21900887,Final,1610612752,NYK,1610612741,CHI,125,0.553,0.697,0.4,29,50,115,0.461,0.696,33,0.486,26,1
02/29/20,2019,21900888,Final,1610612737,ATL,1610612757,POR,129,0.548,0.864,0.429,34,36,117,0.5,0.714,42,0.286,14,1
02/29/20,2019,21900889,Final,1610612748,MIA,1610612751,BKN,116,0.451,0.833,0.368,27,45,113,0.465,0.739,44,0.364,30,1
02/29/20,2019,21900890,Final,1610612739,CLE,1610612754,IND,104,0.482,0.85,0.227,30,36,113,0.54,0.786,38,0.348,30,0
02/29/20,2019,21900891,Final,1610612763,MEM,1610612747,LAL,105,0.453,0.818,0.323,27,51,88,0.409,0.583,45,0.25,26,1
02/29/20,2019,21900892,Final,1610612738,BOS,1610612745,HOU,110,0.39,0.76,0.31,22,54,111,0.418,0.778,53,0.273,17,0
02/29/20,2019,21900893,Final,1610612759,SAS,1610612753,ORL,114,0.524,0.75,0.452,28,31,113,0.488,0.696,41,0.405,28,1
02/29/20,2019,21900894,Final,1610612756,PHX,1610612744,GSW,99,0.41,0.826,0.414,24,40,115,0.471,0.75,49,0.3,30,0
02/28/20,2019,21900877,Final,1610612753,ORL,1610612750,MIN,136,0.541,0.818,0.3,36,54,125,0.484,0.667,33,0.386,27,1
02/28/20,2019,21900878,Final,1610612737,ATL,1610612751,BKN,141,0.515,0.733,0.487,32,52,118,0.457,0.762,38,0.391,30,1
02/28/20,2019,21900879,Final,1610612761,TOR,1610612766,CHA,96,0.347,0.69,0.233,19,45,99,0.436,0.72,58,0.433,23,0
02/28/20,2019,21900880,Final,1610612748,MIA,1610612742,DAL,126,0.519,0.75,0.486,30,40,118,0.476,0.895,35,0.42,25,1
02/28/20,2019,21900881,Final,1610612763,MEM,1610612758,SAC,101,0.429,0.75,0.267,27,52,104,0.418,0.81,47,0.289,24,0
02/28/20,2019,21900882,Final,1610612749,MIL,1610612760,OKC,133,0.5,0.857,0.467,34,66,86,0.363,0.7,36,0.171,14,1
02/28/20,2019,21900883,Final,1610612740,NOP,1610612739,CLE,116,0.545,0.733,0.391,36,49,104,0.453,0.583,34,0.355,27,1
02/28/20,2019,21900884,Final,1610612756,PHX,1610612765,DET,111,0.6,0.706,0.391,31,38,113,0.489,0.75,31,0.406,27,0
02/28/20,2019,21900885,Final,1610612762,UTA,1610612764,WAS,129,0.494,0.733,0.514,23,54,119,0.459,0.714,41,0.378,23,1
02/28/20,2019,21900886,Final,1610612746,LAC,1610612743,DEN,132,0.539,0.9,0.462,35,46,103,0.451,0.75,39,0.36,19,1
02/27/20,2019,21900873,Final,1610612755,PHI,1610612752,NYK,115,0.495,0.769,0.484,32,44,106,0.506,0.583,39,0.348,28,1
02/27/20,2019,21900874,Final,1610612754,IND,1610612757,POR,106,0.444,0.783,0.32,21,48,100,0.461,0.643,45,0.3,14,1
02/27/20,2019,21900875,Final,1610612760,OKC,1610612758,SAC,112,0.488,0.724,0.346,20,37,108,0.451,1,45,0.343,30,1
02/27/20,2019,21900876,Final,1610612744,GSW,1610612747,LAL,86,0.425,0.9,0.281,27,37,116,0.511,0.667,44,0.333,24,0
02/26/20,2019,21900864,Final,1610612766,CHA,1610612752,NYK,107,0.47,0.76,0.333,25,37,101,0.506,0.647,42,0.267,22,1
02/26/20,2019,21900865,Final,1610612739,CLE,1610612755,PHI,108,0.526,0.882,0.458,24,48,94,0.404,0.643,31,0.342,22,1
02/26/20,2019,21900866,Final,1610612764,WAS,1610612751,BKN,110,0.427,0.813,0.385,22,39,106,0.414,0.686,56,0.278,15,1
02/26/20,2019,21900867,Final,1610612737,ATL,1610612753,ORL,120,0.447,0.92,0.361,30,42,130,0.49,0.72,52,0.438,30,0
02/26/20,2019,21900868,Final,1610612748,MIA,1610612750,MIN,126,0.526,0.767,0.423,30,43,129,0.516,0.72,33,0.37,28,0
02/26/20,2019,21900870,Final,1610612745,HOU,1610612763,MEM,140,0.559,0.867,0.46,22,44,112,0.398,0.619,49,0.333,28,1
02/26/20,2019,21900869,Final,1610612759,SAS,1610612742,DAL,103,0.424,0.737,0.333,22,55,109,0.419,0.667,43,0.378,25,0
02/26/20,2019,21900871,Final,1610612756,PHX,1610612746,LAC,92,0.391,0.833,0.265,29,48,102,0.44,0.933,46,0.368,22,0
02/26/20,2019,21900872,Final,1610612762,UTA,1610612738,BOS,103,0.449,0.733,0.3,16,41,114,0.536,0.813,44,0.423,21,0
02/25/20,2019,21900857,Final,1610612754,IND,1610612766,CHA,119,0.57,0.846,0.435,35,56,80,0.333,0.444,39,0.303,22,1
02/25/20,2019,21900858,Final,1610612761,TOR,1610612749,MIL,97,0.352,0.714,0.346,21,43,108,0.381,0.833,53,0.333,23,0
02/25/20,2019,21900859,Final,1610612741,CHI,1610612760,OKC,122,0.536,0.667,0.387,22,39,124,0.553,0.743,37,0.467,25,0
02/25/20,2019,21900860,Final,1610612743,DEN,1610612765,DET,115,0.579,0.818,0.474,33,41,98,0.407,0.81,33,0.366,24,1
02/25/20,2019,21900861,Final,1610612747,LAL,1610612740,NOP,118,0.441,0.714,0.295,27,51,109,0.453,0.767,45,0.296,31,1
02/25/20,2019,21900862,Final,1610612757,POR,1610612738,BOS,106,0.447,0.739,0.419,24,41,118,0.478,0.929,45,0.487,19,0
02/25/20,2019,21900863,Final,1610612744,GSW,1610612758,SAC,94,0.443,0.833,0.143,21,34,112,0.526,0.559,40,0.433,25,0
02/24/20,2019,21900849,Final,1610612739,CLE,1610612748,MIA,125,0.443,0.735,0.378,25,53,119,0.458,0.75,49,0.381,33,1
02/24/20,2019,21900850,Final,1610612755,PHI,1610612737,ATL,129,0.511,0.9,0.4,27,48,112,0.412,0.889,44,0.211,19,1
02/24/20,2019,21900851,Final,1610612764,WAS,1610612749,MIL,134,0.48,0.758,0.429,27,41,137,0.57,0.815,45,0.459,26,0
02/24/20,2019,21900852,Final,1610612751,BKN,1610612753,ORL,113,0.479,0.625,0.432,29,49,115,0.494,0.824,41,0.382,27,0
02/24/20,2019,21900853,Final,1610612745,HOU,1610612752,NYK,123,0.5,0.677,0.333,20,38,112,0.44,0.7,54,0.379,20,1
02/24/20,2019,21900854,Final,1610612742,DAL,1610612750,MIN,139,0.505,0.75,0.364,28,54,123,0.442,0.706,42,0.357,16,1
02/24/20,2019,21900855,Final,1610612762,UTA,1610612756,PHX,111,0.471,0.86,0.385,16,30,131,0.563,0.875,38,0.6,33,0
02/24/20,2019,21900856,Final,1610612746,LAC,1610612763,MEM,124,0.5,0.824,0.432,33,50,97,0.416,0.727,45,0.259,20,1
02/23/20,2019,21900842,Final,1610612747,LAL,1610612738,BOS,114,0.453,0.676,0.324,20,46,112,0.458,0.767,44,0.382,20,1
02/23/20,2019,21900843,Final,1610612761,TOR,1610612754,IND,127,0.511,0.889,0.386,32,57,81,0.326,0.647,39,0.242,23,1
02/23/20,2019,21900844,Final,1610612743,DEN,1610612750,MIN,128,0.589,0.647,0.367,29,38,116,0.444,0.759,38,0.35,26,1
02/23/20,2019,21900845,Final,1610612741,CHI,1610612764,WAS,126,0.556,0.643,0.486,27,37,117,0.507,0.861,34,0.4,24,1
02/23/20,2019,21900846,Final,1610612760,OKC,1610612759,SAS,131,0.575,0.875,0.455,28,54,103,0.369,0.842,43,0.289,27,1
02/23/20,2019,21900847,Final,1610612744,GSW,1610612740,NOP,101,0.435,0.667,0.314,28,48,115,0.469,0.462,52,0.405,34,0
02/23/20,2019,21900848,Final,1610612757,POR,1610612765,DET,107,0.488,0.632,0.433,20,41,104,0.43,0.95,44,0.314,18,1
02/22/20,2019,21900835,Final,1610612746,LAC,1610612758,SAC,103,0.391,0.862,0.333,20,47,112,0.449,0.769,48,0.387,25,0
02/22/20,2019,21900836,Final,1610612766,CHA,1610612751,BKN,86,0.352,0.571,0.343,22,45,115,0.483,0.737,54,0.362,26,0
02/22/20,2019,21900837,Final,1610612737,ATL,1610612742,DAL,111,0.439,0.654,0.216,27,53,107,0.449,0.684,48,0.318,23,1
02/22/20,2019,21900838,Final,1610612748,MIA,1610612739,CLE,124,0.57,0.75,0.475,34,29,105,0.481,0.727,40,0.361,29,1
02/22/20,2019,21900839,Final,1610612741,CHI,1610612756,PHX,104,0.434,0.857,0.368,18,38,112,0.442,0.839,47,0.333,26,0
02/22/20,2019,21900840,Final,1610612749,MIL,1610612755,PHI,119,0.527,0.692,0.341,35,57,98,0.354,0.833,43,0.342,17,1
02/22/20,2019,21900841,Final,1610612762,UTA,1610612745,HOU,110,0.467,0.792,0.226,18,46,120,0.489,0.714,42,0.417,20,0
02/21/20,2019,21900826,Final,1610612753,ORL,1610612742,DAL,106,0.394,0.789,0.209,21,48,122,0.512,0.808,50,0.395,26,0
02/21/20,2019,21900827,Final,1610612764,WAS,1610612739,CLE,108,0.387,0.739,0.243,24,47,113,0.531,0.64,47,0.407,19,0
02/21/20,2019,21900828,Final,1610612752,NYK,1610612754,IND,98,0.432,0.68,0.44,21,40,106,0.409,0.788,50,0.286,20,0
02/21/20,2019,21900829,Final,1610612761,TOR,1610612756,PHX,118,0.525,0.909,0.378,24,48,101,0.413,0.826,34,0.176,29,1
02/21/20,2019,21900830,Final,1610612750,MIN,1610612738,BOS,117,0.404,0.857,0.357,23,43,127,0.463,0.784,58,0.345,21,0
02/21/20,2019,21900831,Final,1610612760,OKC,1610612743,DEN,113,0.46,0.889,0.346,19,44,101,0.481,0.913,39,0.222,19,1
02/21/20,2019,21900832,Final,1610612762,UTA,1610612759,SAS,104,0.427,0.846,0.364,25,47,113,0.44,0.885,48,0.5,22,0
02/21/20,2019,21900833,Final,1610612747,LAL,1610612763,MEM,117,0.477,0.65,0.31,25,49,105,0.457,0.516,50,0.333,22,1
02/21/20,2019,21900834,Final,1610612757,POR,1610612740,NOP,115,0.457,0.76,0.37,20,46,128,0.536,0.606,46,0.529,36,0
02/20/20,2019,21900820,Final,1610612765,DET,1610612749,MIL,106,0.482,0.813,0.351,25,46,126,0.505,0.815,41,0.303,24,0
02/20/20,2019,21900821,Final,1610612737,ATL,1610612748,MIA,129,0.482,0.886,0.457,22,41,124,0.408,0.868,51,0.297,28,1
02/20/20,2019,21900822,Final,1610612755,PHI,1610612751,BKN,112,0.442,0.914,0.182,19,48,104,0.353,0.786,49,0.294,22,1
02/20/20,2019,21900823,Final,1610612741,CHI,1610612766,CHA,93,0.425,0.632,0.226,24,38,103,0.473,0.862,44,0.286,22,0
02/20/20,2019,21900824,Final,1610612758,SAC,1610612763,MEM,129,0.506,0.722,0.487,22,27,125,0.506,0.844,51,0.4,25,1
02/20/20,2019,21900825,Final,1610612744,GSW,1610612745,HOU,105,0.494,0.833,0.212,26,40,135,0.529,0.909,36,0.51,31,0
02/13/20,2019,21900818,Final,1610612738,BOS,1610612746,LAC,141,0.437,0.825,0.419,22,51,133,0.418,0.811,55,0.314,19,1
02/13/20,2019,21900819,Final,1610612740,NOP,1610612760,OKC,118,0.488,0.741,0.4,31,46,123,0.5,0.818,40,0.481,28,0
02/12/20,2019,21900807,Final,1610612739,CLE,1610612737,ATL,127,0.511,0.84,0.357,25,55,105,0.429,0.8,38,0.382,24,1
02/12/20,2019,21900808,Final,1610612753,ORL,1610612765,DET,116,0.458,0.889,0.333,34,46,112,0.435,0.933,47,0.4,28,1
02/12/20,2019,21900809,Final,1610612751,BKN,1610612761,TOR,101,0.409,0.8,0.257,27,55,91,0.378,0.769,42,0.302,21,1
02/12/20,2019,21900810,Final,1610612754,IND,1610612749,MIL,118,0.523,0.792,0.333,28,44,111,0.407,0.96,44,0.351,18,1
02/12/20,2019,21900811,Final,1610612752,NYK,1610612764,WAS,96,0.409,0.724,0.13,19,52,114,0.476,0.727,40,0.357,25,0
02/12/20,2019,21900812,Final,1610612763,MEM,1610612757,POR,111,0.474,0.682,0.261,26,57,104,0.371,0.792,51,0.351,21,1
02/12/20,2019,21900813,Final,1610612750,MIN,1610612766,CHA,108,0.386,0.8,0.286,25,48,115,0.467,0.652,52,0.412,22,0
02/12/20,2019,21900814,Final,1610612742,DAL,1610612758,SAC,130,0.565,0.81,0.425,34,47,111,0.414,0.773,40,0.308,26,1
02/12/20,2019,21900815,Final,1610612756,PHX,1610612744,GSW,112,0.462,0.933,0.378,25,40,106,0.506,0.895,38,0.355,27,1
02/12/20,2019,21900816,Final,1610612762,UTA,1610612748,MIA,116,0.482,0.87,0.389,23,53,101,0.432,0.75,37,0.333,19,1
02/12/20,2019,21900817,Final,1610612743,DEN,1610612747,LAL,116,0.5,0.773,0.44,32,42,120,0.505,0.519,49,0.364,29,0
02/11/20,2019,21900802,Final,1610612755,PHI,1610612746,LAC,110,0.463,0.667,0.296,25,50,103,0.444,0.692,42,0.452,25,1
02/11/20,2019,21900803,Final,1610612764,WAS,1610612741,CHI,126,0.539,0.792,0.344,28,44,114,0.478,0.714,44,0.41,25,1
02/11/20,2019,21900804,Final,1610612740,NOP,1610612757,POR,138,0.533,0.813,0.412,40,50,117,0.473,0.786,40,0.241,21,1
02/11/20,2019,21900805,Final,1610612760,OKC,1610612759,SAS,106,0.459,0.81,0.355,19,35,114,0.488,0.926,46,0.28,20,0
02/11/20,2019,21900806,Final,1610612745,HOU,1610612738,BOS,116,0.429,0.881,0.289,17,45,105,0.435,0.8,48,0.344,24,1
02/10/20,2019,21900793,Final,1610612765,DET,1610612766,CHA,76,0.354,0.846,0.2,21,52,87,0.375,0.857,45,0.25,19,0
02/10/20,2019,21900794,Final,1610612754,IND,1610612751,BKN,105,0.489,0.727,0.233,28,40,106,0.402,0.75,53,0.324,20,0
02/10/20,2019,21900795,Final,1610612753,ORL,1610612737,ATL,135,0.526,0.773,0.474,33,45,126,0.534,0.941,31,0.432,33,1
02/10/20,2019,21900796,Final,1610612761,TOR,1610612750,MIN,137,0.573,0.783,0.515,29,41,126,0.453,0.857,38,0.45,24,1
02/10/20,2019,21900797,Final,1610612749,MIL,1610612758,SAC,123,0.448,0.826,0.429,26,55,111,0.416,0.722,49,0.326,23,1
02/10/20,2019,21900798,Final,1610612742,DAL,1610612762,UTA,119,0.47,0.839,0.349,24,26,123,0.59,0.762,45,0.429,27,0
02/10/20,2019,21900799,Final,1610612743,DEN,1610612759,SAS,127,0.563,0.826,0.514,34,37,120,0.482,0.88,36,0.5,33,1
02/10/20,2019,21900800,Final,1610612744,GSW,1610612748,MIA,101,0.39,0.882,0.324,23,40,113,0.494,0.714,45,0.364,36,0
02/10/20,2019,21900801,Final,1610612747,LAL,1610612756,PHX,125,0.516,0.68,0.378,28,59,100,0.421,0.806,29,0.355,26,1
02/09/20,2019,21900786,Final,1610612760,OKC,1610612738,BOS,111,0.453,0.759,0.407,14,44,112,0.452,0.741,53,0.444,19,0
02/09/20,2019,21900787,Final,1610612737,ATL,1610612752,NYK,140,0.454,0.903,0.35,29,50,135,0.473,0.72,56,0.382,30,1
02/09/20,2019,21900788,Final,1610612755,PHI,1610612741,CHI,118,0.5,0.719,0.407,29,44,111,0.489,0.765,42,0.375,23,1
02/09/20,2019,21900789,Final,1610612764,WAS,1610612763,MEM,99,0.35,0.759,0.212,25,50,106,0.422,0.6,62,0.156,19,0
02/09/20,2019,21900790,Final,1610612745,HOU,1610612762,UTA,113,0.463,0.714,0.357,20,36,114,0.488,0.833,48,0.395,25,0
02/09/20,2019,21900791,Final,1610612739,CLE,1610612746,LAC,92,0.368,0.682,0.212,22,45,133,0.57,0.75,52,0.333,28,0
02/09/20,2019,21900792,Final,1610612757,POR,1610612748,MIA,115,0.471,0.727,0.452,20,43,109,0.398,0.786,49,0.408,31,1
02/08/20,2019,21900777,Final,1610612753,ORL,1610612749,MIL,95,0.378,0.786,0.25,28,46,111,0.452,0.75,62,0.385,26,0
02/08/20,2019,21900778,Final,1610612766,CHA,1610612742,DAL,100,0.437,0.722,0.306,15,39,116,0.506,1,46,0.486,29,0
02/08/20,2019,21900779,Final,1610612765,DET,1610612752,NYK,92,0.493,0.688,0.448,21,28,95,0.447,0.647,47,0.364,24,0
02/08/20,2019,21900780,Final,1610612754,IND,1610612740,NOP,117,0.53,0.741,0.346,25,37,124,0.463,0.84,53,0.395,27,0
02/08/20,2019,21900781,Final,1610612761,TOR,1610612751,BKN,119,0.474,0.714,0.4,22,48,118,0.446,0.833,46,0.364,27,1
02/08/20,2019,21900782,Final,1610612750,MIN,1610612746,LAC,142,0.547,0.667,0.591,39,46,115,0.477,0.828,43,0.346,24,1
